Gene = AL589765.1
index = 60
Annotated 5SS: [  942  1565  3132  4097  9256 11730 17189 18461]
Annotated 3SS: [ 1404  3035  3986  9162 11652 17141 18332 19054]
SMsplice 5SS: [  382  3132  4097  9256 11188 11730 13806]
SMsplice 3SS: [ 3035  3986  9162 11099 11652 13705 19054]
top_k =  100
Partition function (log Z): -9.716421858721183

Sorted 5' Splice Sites (High to Low Probability):
Position 4097: 0.9943844220382102
Position 11730: 0.9307043034258247
Position 382: 0.6514074813436008
Position 13806: 0.556776189157461
Position 58: 0.4575504545236514
Position 1565: 0.20193887607779326
Position 95: 0.027209101046501573
Position 607: 0.02658061064948126
Position 619: 0.025480031986197332
Position 634: 0.0225721581587971
Position 39: 0.021633170811666002
Position 411: 0.017949838807356466
Position 1048: 0.01382653376370671
Position 947: 0.010018681716666969
Position 312: 0.008310839157131824
Position 4280: 0.005356118172940116
Position 1166: 0.0025850308059276895
Position 81: 0.002457291325764097
Position 46: 0.000419123334594001
Position 34: 0.000264528581805834
Position 208: 0.00024891780304621327
Position 4789: 0.0002273185711069056
Position 49: 0.00015809391643724078
Position 4054: 9.016059668321517e-05
Position 4067: 7.101240968899688e-05
Position 69: 4.568483329337025e-05
Position 4224: 1.6464757594926128e-05
Position 4527: 1.326616769728851e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3986: 0.9999570668019881
Position 11652: 0.9394040645120909
Position 19054: 0.6701861613335978
Position 13705: 0.5669753886831933
Position 195: 0.2356950919640474
Position 15389: 0.11552210848064226
Position 14088: 0.09369006484953446
Position 312: 0.07187982065471261
Position 1404: 0.06885560357448572
Position 12133: 0.04110676923631894
Position 1460: 0.03609901209523299
Position 1248: 0.036004483216215466
Position 10619: 0.020908290850802848
Position 1382: 0.014367838150545134
Position 505: 0.013160338937792384
Position 10120: 0.006266485004505593
Position 4187: 0.0058572427803311134
Position 1276: 0.005370747494062264
Position 10217: 0.005051079147794372
Position 6259: 0.004756586504983086
Position 4752: 0.004203355465540729
Position 842: 0.0037680116422666218
Position 903: 0.0032238334128434232
Position 7311: 0.0024406335753999644
Position 5452: 0.0022787512902818262
Position 329: 0.002262605824519553
Position 4916: 0.0017185534623010534
Position 6223: 0.001707576678938227
Position 4671: 0.0015486232399640448
Position 6540: 0.0012438740048089504
Position 4308: 0.0009133192824068784
Position 5478: 0.0007887183711497626
Position 4955: 0.0007328025261709673
Position 4205: 0.000336061672532046
Position 276: 8.50205418371062e-06
Position 4130: 2.744343918361132e-06
Position 227: 6.516054865695715e-07
Position 136: 5.460458678677718e-07
Position 197: 4.872021762184979e-07
Position 217: 4.21912989012725e-07
Position 158: 4.183219262610386e-07
Position 132: 2.973204699291573e-07
Position 144: 2.2342575357475276e-07
Position 336: 1.8527399394198653e-07
Position 149: 1.4236935667479416e-07
Position 284: 9.0353266272744e-08
Position 230: 2.8989238004095056e-08
