Gene = HAUS6
index = 638
Annotated 5SS: [  596  6446  8803  9949 13708 16029 16386 20247 22641 24944 26518 32901
 39606 40112 43032 45159]
Annotated 3SS: [ 6349  8723  9815 13559 15962 16336 20075 22446 24816 26414 32818 39538
 39925 42895 44117 46714]
SMsplice 5SS: [   79   596  5084  6446  8803  9949 13708 16029 20247 32901 43032]
SMsplice 3SS: [  447  4968  6349  8723  9815 13580 15962 20075 32818 42895 46971]
top_k =  100
Partition function (log Z): -4.755865559483544

Sorted 5' Splice Sites (High to Low Probability):
Position 8803: 0.998072961877185
Position 596: 0.990304093565006
Position 20247: 0.988699855057405
Position 79: 0.981996022582287
Position 9949: 0.935400550490947
Position 16029: 0.8802180402976174
Position 13708: 0.866818153769289
Position 6446: 0.6955162651096425
Position 16386: 0.55199603810135
Position 5084: 0.48136045124737187
Position 9511: 0.3181838350463525
Position 22641: 0.28898291100210033
Position 5950: 0.21456754038185816
Position 5466: 0.21142693392807632
Position 5050: 0.21015764430959682
Position 24944: 0.08139696843015912
Position 10045: 0.064599449509049
Position 1754: 0.060521531952964065
Position 5471: 0.05079494389785038
Position 7300: 0.03812858573443394
Position 2254: 0.030496848601538812
Position 5072: 0.03004761927809455
Position 19129: 0.02164276024195832
Position 9328: 0.020159177438391216
Position 234: 0.016228758793489863
Position 6897: 0.008356093642703665
Position 8877: 0.0019270381228110858
Position 2883: 0.0013650666105852313
Position 37: 0.0010368645688744414
Position 5566: 0.0006405367364424804
Position 515: 0.00026842922592543877
Position 300: 0.00025143335752948997
Position 228: 0.0001326603334255766
Position 83: 0.00010646455421558597
Position 303: 7.974641551613505e-05
Position 277: 3.726852529851387e-05
Position 57: 3.305440385673233e-05
Position 1861: 2.9603534166638298e-05
Position 388: 2.4073155302222225e-05
Position 91: 2.3804327507061446e-05
Position 241: 2.2342170616461786e-05
Position 676: 9.773569857180401e-06
Position 261: 9.494207326918651e-06
Position 575: 5.003816366476006e-06
Position 167: 3.902433135321478e-06
Position 888: 3.660556738926948e-06
Position 350: 7.657629210136066e-07
Position 258: 1.7349774783799312e-10
Position 238: 1.602290944890708e-10
Position 335: 1.2357045922904906e-10
Position 154: 9.924319519318188e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8723: 0.9999999999999953
Position 9815: 0.999999999999995
Position 20075: 0.9798115541607039
Position 447: 0.9795062647614576
Position 15962: 0.8842264366192888
Position 13580: 0.7538754430388814
Position 4968: 0.7208474086442541
Position 6349: 0.6777494362992139
Position 16336: 0.32152044366679466
Position 25591: 0.23074711112237498
Position 22947: 0.21795826827017042
Position 5803: 0.21456754038185824
Position 9257: 0.20156211400295695
Position 22548: 0.20115770969561764
Position 5373: 0.18669913512631153
Position 24816: 0.10620852415522045
Position 23957: 0.1049325793022535
Position 20330: 0.10159495986159223
Position 24349: 0.09939594642485125
Position 16317: 0.09852474647298108
Position 13559: 0.09785390250512564
Position 20374: 0.0883697634988085
Position 16261: 0.07678014448794873
Position 5353: 0.07616327943605755
Position 1633: 0.058839220564283055
Position 22495: 0.058188773605856926
Position 16212: 0.051162307151953676
Position 9277: 0.05097761521861669
Position 9327: 0.04855965779105721
Position 22446: 0.040893927072104264
Position 7147: 0.038128585734433965
Position 25027: 0.03374568198161595
Position 2192: 0.030496848601538833
Position 18965: 0.021642760241958357
Position 9414: 0.021562196755785246
Position 20370: 0.020298821600797542
Position 20035: 0.020188445839293183
Position 6103: 0.017766828810428476
Position 20395: 0.0177237607883338
Position 23982: 0.017016976293298222
Position 13436: 0.01508880822528179
Position 25007: 0.011767581932833832
Position 9253: 0.010984913808639361
Position 524: 0.010962832516437333
Position 21128: 0.00907934888393705
Position 6557: 0.008356093642703651
Position 9417: 0.004696514907688306
Position 1655: 0.0011098399458926934
Position 4845: 0.0007183061908092058
Position 2780: 0.0007137233764851137
Position 1629: 0.0006020749769549269
Position 2670: 0.00040219447469041786
Position 2758: 0.0002491487594096996
Position 500: 7.113806408967352e-05
Position 503: 1.760355558375206e-05
Position 466: 1.2838809946413491e-05
Position 497: 3.6477506765579587e-06
Position 220: 3.2914235509075217e-06
