Gene = BOLA1
index = 138
Annotated 5SS: [  234 11786]
Annotated 3SS: [11572 11955]
SMsplice 5SS: [234]
SMsplice 3SS: [384]
top_k =  100
Partition function (log Z): -13.350110541075296

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9718954091465649
Position 1429: 0.04951426461626271
Position 1434: 0.02361744856666751
Position 95: 0.021603798961269613
Position 1230: 0.020182378981765576
Position 465: 0.020152361601449172
Position 7030: 0.017224005607712794
Position 121: 0.001699803852404395
Position 238: 0.0012162144793089592
Position 158: 0.0008527309023199111
Position 198: 0.0005893438901598617
Position 512: 0.00023741652647663443
Position 660: 0.00020065253724608538
Position 1134: 0.0001433114457154032
Position 561: 0.00011965623826183887
Position 72: 6.071997530627573e-06
Position 131: 3.2841054171049255e-06
Position 43: 3.210117620011488e-07
Position 349: 2.2758308304358717e-07
Position 134: 1.0089482464769149e-08
Position 326: 6.863652989904032e-09
Position 17: 7.691603470973835e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 384: 0.3127822167814086
Position 12235: 0.2451504216274541
Position 6763: 0.1593842765989203
Position 1327: 0.11396969240454488
Position 8866: 0.06664002551794512
Position 4827: 0.039047282126363124
Position 952: 0.023632004281046583
Position 2330: 0.020972951377714964
Position 2529: 0.020959845846773982
Position 920: 0.018229581051033793
Position 5639: 0.011714996562675863
Position 6631: 0.010781874252332709
Position 1125: 0.010672207759512395
Position 7392: 0.008867071043429344
Position 1161: 0.006852869837287041
Position 4852: 0.006790069362775808
Position 391: 0.0066379133873829535
Position 537: 0.006276276090315638
Position 5635: 0.006038430620111328
Position 1206: 0.005614825357958851
Position 1895: 0.004138108752937845
Position 1510: 0.0035801501617963192
Position 707: 0.0033229386121408047
Position 1487: 0.0029339194718532363
Position 4221: 0.002126135157000643
Position 601: 0.0016891788034299135
Position 2727: 0.0016699849133402999
Position 2731: 0.0016333112034905262
Position 2590: 0.0013138924175357845
Position 2418: 0.0012460839493717885
Position 168: 0.0010733566862214392
Position 1702: 0.0010377170168421937
Position 872: 0.0008363279806624342
Position 418: 0.0007013329489466647
Position 923: 0.0006901669820087228
Position 1083: 0.0001743722278043639
Position 175: 4.094536697475805e-05
Position 218: 2.3573647369332717e-05
Position 183: 1.0554219833569614e-05
Position 150: 9.098854424812567e-07
Position 180: 3.2730948455163404e-07
Position 343: 2.5507845027794764e-07
Position 341: 1.9709690304559179e-07
Position 187: 6.029351675795644e-08
Position 288: 5.264227899923906e-08
Position 427: 2.477855103216597e-08
Position 106: 9.521029183284808e-09
