Gene = EXOSC10
index = 517
Annotated 5SS: [  149  1850  4112  8377  8856  9316 11747 12070 12422 17182 18788 19106
 19371 20159 22269 22505 23028 25639 27783 28970 30311 31225 31862]
Annotated 3SS: [ 1712  3987  8271  8689  9200 11670 11958 12277 16990 18630 18956 19319
 20046 22217 22425 22920 25542 27697 28895 30138 31162 31784 33120]
SMsplice 5SS: [  149  1850  4112  8377  8856  9316 11747 12070 12422 17182 18788 19106
 19371 20159 23028 25639 25936 27783 28970 30311 31225 31718 31862]
SMsplice 3SS: [ 1712  3987  8271  8689  9211 11670 11958 12291 16990 18630 18956 19319
 20046 22920 25542 25860 27697 28895 30138 31162 31616 31784 33120]
top_k =  100
Partition function (log Z): 44.581123615177255

Sorted 5' Splice Sites (High to Low Probability):
Position 25639: 0.9999999999999931
Position 12422: 0.9999999999999909
Position 20159: 0.9972175270362043
Position 1850: 0.9947196174369473
Position 149: 0.9942727996135075
Position 8856: 0.9936187335126622
Position 19106: 0.9825718490651177
Position 27783: 0.9806401050694471
Position 17182: 0.9762112974591148
Position 28970: 0.9675081209849389
Position 30311: 0.947526954573704
Position 31225: 0.9211897015193591
Position 4112: 0.9149885171991317
Position 9316: 0.9114590555554641
Position 23028: 0.9079296679117144
Position 8377: 0.888547699010242
Position 25936: 0.8776903129482951
Position 11747: 0.8569726955707632
Position 12070: 0.7736751355274569
Position 18788: 0.7312861592211645
Position 31862: 0.5791363772670667
Position 1457: 0.4968979746467988
Position 31718: 0.49436196343119987
Position 19371: 0.43021921936807467
Position 19498: 0.35356967947420004
Position 22505: 0.32260751760737233
Position 29189: 0.23876423260031474
Position 9042: 0.20997995068604225
Position 29228: 0.13663893524462242
Position 13077: 0.1171987466258884
Position 12091: 0.11216481134378553
Position 22269: 0.10559061006280603
Position 12112: 0.10027145635910194
Position 8372: 0.09727428120885724
Position 27173: 0.07313262166102451
Position 1487: 0.06465006626694339
Position 14861: 0.06237847681048662
Position 11772: 0.06045686054847968
Position 9347: 0.05276419437006125
Position 28580: 0.05066371106903422
Position 21412: 0.03439410057308339
Position 22540: 0.029961360135732164
Position 18844: 0.026799488241246998
Position 23054: 0.024548700054697205
Position 7659: 0.021796674701315483
Position 8020: 0.021433064901166792
Position 9839: 0.01924827242359995
Position 16627: 0.014209804971573902
Position 9302: 0.013550577817460836
Position 31898: 0.01335785193915085
Position 27948: 0.012769792936917799
Position 17719: 0.009564928487899922
Position 4094: 0.008424510851704852
Position 8353: 0.008352377672973522
Position 28964: 0.007827843231154532
Position 729: 0.0075564142065985196
Position 31927: 0.007496063457766818
Position 656: 0.006409879680868965
Position 11487: 0.00628602551475111
Position 30397: 0.005702651664036975
Position 30319: 0.005394241891750456
Position 1838: 0.0038825998623499385
Position 2463: 0.0037268436318548407
Position 2269: 0.0035097501947225955
Position 22984: 0.003463302883785658
Position 31748: 0.003448220143515388
Position 1261: 0.003405862283802832
Position 23439: 0.0020396955421648063
Position 31521: 0.0017500140699751943
Position 543: 0.0016533565681669234
Position 27911: 0.0015930554536335868
Position 21380: 0.0014832304071756759
Position 19120: 0.0006440890624473676
Position 12166: 0.0005917700607757068
Position 19248: 0.00037085406711957964
Position 1423: 0.0002848866437264086
Position 110: 0.0002714926331534559
Position 17336: 0.00018287417107022672
Position 21038: 7.539678093201451e-05
Position 1854: 3.767142113628133e-06
Position 171: 1.556580935064319e-06
Position 1952: 1.3852840424055823e-06
Position 258: 3.422969754138687e-07
Position 153: 3.1097710271069147e-07
Position 238: 1.8060218877205413e-07
Position 359: 2.0949977520308115e-08
Position 272: 1.0716740762649959e-08

Sorted 3' Splice Sites (High to Low Probability):
