Gene = KY
index = 755
Annotated 5SS: [  198  3588  7707 21402 23267 25970 30274 31875 40828 42374]
Annotated 3SS: [ 3524  7643 21326 23203 25886 30164 31756 40638 42182 46547]
SMsplice 5SS: [  144  7707 21417 23134 23267 25970 30274 31875 40828 42374]
SMsplice 3SS: [ 7643 21326 23025 23203 25886 30164 31756 40638 42182 46547]
top_k =  100
Partition function (log Z): -3.8346094350952775

Sorted 5' Splice Sites (High to Low Probability):
Position 21417: 1.000000000000001
Position 31875: 0.9999999363565114
Position 23134: 0.9885799804709607
Position 23267: 0.9472062874762065
Position 7707: 0.710201362807108
Position 40828: 0.6826756467283581
Position 3588: 0.6764689665471519
Position 30274: 0.6764297932366224
Position 144: 0.6386166114940262
Position 25970: 0.6084503841874911
Position 198: 0.3613833885059757
Position 42374: 0.35116324553479517
Position 30195: 0.1953722967590465
Position 29972: 0.16814994565034402
Position 30468: 0.05322557889797508
Position 37501: 0.04739312109724815
Position 37299: 0.018783821385201252
Position 38627: 0.017639432266609616
Position 37521: 0.011179408802881406
Position 30377: 0.0030752505787375447
Position 32968: 0.0005558054445389416
Position 32403: 4.920870825792104e-06
Position 32002: 5.698405067630163e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 21326: 1.0000000000000009
Position 31756: 0.9711356470523541
Position 23025: 0.9586226658729479
Position 23203: 0.935786267947166
Position 30164: 0.8114718192717445
Position 7643: 0.710201362807108
Position 40638: 0.6826756467283581
Position 46547: 0.6163341227715853
Position 25886: 0.6084503841874911
Position 42182: 0.41750476949156734
Position 3524: 0.41675195676006915
Position 29818: 0.16952495867535483
Position 3381: 0.1398165804472355
Position 3453: 0.11527786077265903
Position 37380: 0.11213604522298477
Position 39769: 0.08589888259694572
Position 30044: 0.058955257698913674
Position 30329: 0.056300829476712645
Position 37618: 0.04356176384172766
Position 22827: 0.03506944539103293
Position 37825: 0.032681955422001814
Position 31719: 0.028864333934639937
Position 32162: 0.01891660182274355
Position 37064: 0.018783821385201252
Position 38491: 0.017639432266609616
Position 33243: 0.016180073001651363
Position 33021: 0.01023117314704399
Position 35636: 0.009633411568418251
Position 33049: 0.009384495317019933
Position 32634: 0.008635785308288669
Position 33505: 0.007181769839135868
Position 22766: 0.006307888736020398
Position 34924: 0.004775948498572773
Position 3237: 0.004622568567188197
Position 36010: 0.004201215478893416
Position 34883: 0.002823583748947627
Position 33449: 0.002813922715158894
Position 34642: 0.002094498100303316
Position 33091: 0.001910981472656639
Position 32042: 0.0012527616827729229
Position 32930: 0.0012492496301546366
Position 32514: 0.0008934910717147696
Position 31961: 1.2353567839293093e-08
