Gene = SOHLH1
index = 1295
Annotated 5SS: [ 126  534 1200 2023 2917 4479]
Annotated 3SS: [ 401 1051 1900 2722 4264 5070]
SMsplice 5SS: [ 126  534 1200 2023 2889 4189 4479 5142]
SMsplice 3SS: [ 401 1051 1900 2722 4139 4294 5070 5713]
top_k =  100
Partition function (log Z): 8.076407869599473

Sorted 5' Splice Sites (High to Low Probability):
Position 4479: 0.9991125372709175
Position 534: 0.9844208157343284
Position 5142: 0.9457249209408397
Position 126: 0.9081669245499341
Position 2023: 0.879128808179966
Position 4189: 0.7892839955044536
Position 1200: 0.6786739874324585
Position 2889: 0.6362077898705869
Position 2917: 0.3253873257710923
Position 2268: 0.2707292047257131
Position 5559: 0.18857737002148386
Position 3792: 0.17672533554379719
Position 2261: 0.1560341850891792
Position 1983: 0.10511889110240073
Position 2227: 0.09612219476108631
Position 1601: 0.09593678301307049
Position 3623: 0.07514269439243335
Position 4172: 0.06064364871799564
Position 4166: 0.04014740880006415
Position 2863: 0.03840488435831875
Position 5625: 0.030457193781646498
Position 2317: 0.02933574522730781
Position 94: 0.020236723465080462
Position 2188: 0.01984587260529082
Position 2253: 0.017266445870756597
Position 1658: 0.017113522154524673
Position 2181: 0.017031153731119263
Position 1207: 0.016742324780592465
Position 1242: 0.014311378031611064
Position 5452: 0.013573944236766418
Position 5179: 0.01002187703021932
Position 2314: 0.009514939991015733
Position 1693: 0.00824984733533538
Position 557: 0.005315585401846114
Position 2415: 0.0046124985890137055
Position 1213: 0.004568647518683193
Position 5896: 0.0042998467745903055
Position 1131: 0.003575246039607908
Position 2321: 0.002571745439589738
Position 153: 0.0023804524591732193
Position 112: 0.0023439604278627266
Position 585: 0.0018615970615876688
Position 171: 0.001758937270717937
Position 2173: 0.0015487761485707178
Position 678: 0.0013395052990483203
Position 979: 0.001156645221430327
Position 72: 0.0010769530983165809
Position 866: 0.0006940584559818933
Position 259: 0.00028182053215206195
Position 858: 0.0002596580451348074
Position 1027: 0.00021905002343250307
Position 181: 0.0001854890368400905
Position 825: 0.00014238720284160712
Position 288: 6.875344650805257e-05
Position 193: 2.549100415472786e-05
Position 5325: 1.6882037247823565e-05
Position 28: 1.5303878815443146e-05
Position 511: 2.3184000830478942e-07
Position 544: 7.711033464290977e-08
Position 278: 1.947158964367237e-12
Position 34: 1.585829689963067e-12
Position 57: 1.4187139193480295e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2722: 0.9968620517168173
Position 4139: 0.9115890166615881
Position 401: 0.8000440640423484
Position 5713: 0.768244664249111
Position 1900: 0.7518183222753536
Position 2140: 0.6204541368345314
Position 5070: 0.5759923842177558
Position 4294: 0.5563926252580108
Position 1051: 0.46588023557663394
Position 4264: 0.3626162174245149
Position 5492: 0.2397691996069774
Position 4991: 0.237689549334175
Position 1100: 0.20662103532228296
Position 1939: 0.16440183199680566
Position 5024: 0.14206486441912816
Position 3730: 0.10049239282388908
Position 373: 0.08361995677966264
Position 3696: 0.07623294271990814
Position 1576: 0.0721435929237697
Position 3490: 0.07146764044213344
Position 5284: 0.06185460213312319
Position 1918: 0.06063115382361092
Position 4350: 0.05947719367839799
Position 5823: 0.044766695114883015
Position 1014: 0.04042220551810871
Position 5415: 0.03650558308425475
Position 5317: 0.03491751321119111
Position 322: 0.029949923059010307
Position 5534: 0.022251184303036187
Position 6031: 0.01648868356088054
Position 435: 0.012337567066572798
Position 1367: 0.009212698647372633
Position 1526: 0.007998685825866342
Position 1418: 0.007752924483379155
Position 1398: 0.007521360018133564
Position 5665: 0.006483271128243876
Position 1954: 0.0048047929633804895
Position 5241: 0.00475637773095206
Position 1401: 0.004513948038680617
Position 3338: 0.003675053950299887
Position 1550: 0.0035455857101397014
Position 1268: 0.0031829737829653587
Position 2730: 0.0031379482831812642
Position 1436: 0.00296280133267555
Position 2313: 0.0024803148930547885
Position 978: 0.0019554252739406278
Position 1302: 0.0018654260999266252
Position 1856: 0.0018105721062764495
Position 1055: 0.0017384675943025905
Position 2172: 0.001678310451056708
Position 612: 0.0015963088594680211
Position 296: 0.0014862856976709457
Position 1009: 0.0012784699129531646
Position 816: 0.0011354311983172325
Position 1972: 0.0007810261169397571
Position 465: 0.0006977040444290038
Position 1345: 0.0006001556400212339
Position 651: 0.0005291739999155034
Position 732: 0.00024385985316050486
Position 819: 0.00015046059209585503
Position 654: 6.911392841215144e-05
Position 1151: 3.866126113412244e-05
Position 714: 2.403575703765058e-05
Position 193: 3.1057526697619656e-06
Position 491: 2.9370984615386176e-07
Position 483: 9.419056564399671e-08
Position 232: 7.814628950565026e-08
Position 248: 1.3136958291727438e-08
Position 264: 1.065766431033815e-08
Position 256: 9.107354655362345e-09
Position 250: 6.880889722592223e-09
Position 178: 5.241342733543639e-09
Position 518: 1.7683098365447342e-09
Position 554: 4.4408858251617583e-10
