Gene = SURF2
index = 1356
Annotated 5SS: [ 119  517 1263 3578 3883]
Annotated 3SS: [ 361 1158 3397 3712 4503]
SMsplice 5SS: [ 119  517 1263 3578 3883]
SMsplice 3SS: [ 361 1158 3397 3781 4503]
top_k =  100
Partition function (log Z): 1.5126079457661088

Sorted 5' Splice Sites (High to Low Probability):
Position 119: 0.9984999391700192
Position 3883: 0.9955874773628035
Position 517: 0.9484955080781109
Position 1263: 0.9024386492264908
Position 3578: 0.5268213411229398
Position 4042: 0.26588946011829406
Position 706: 0.20300042383040637
Position 683: 0.11014050051349247
Position 961: 0.09867438910578218
Position 1997: 0.09803692682439223
Position 4116: 0.05411289435107767
Position 3482: 0.0435232692066081
Position 4388: 0.012778498970834136
Position 4156: 0.01258051817307198
Position 1476: 0.011985390150537248
Position 4392: 0.011081704687215692
Position 4287: 0.010889954709966424
Position 3426: 0.010098548414875112
Position 2143: 0.009223914831461556
Position 631: 0.008727997667593017
Position 521: 0.0066286574411520095
Position 1067: 0.004945339712110946
Position 524: 0.004741955676882461
Position 449: 0.0012977119248431684
Position 720: 0.0009318435151321677
Position 162: 0.0007592442495160568
Position 1472: 0.000629670485029224
Position 1684: 0.0003566399449177638
Position 1240: 0.00023374231347551697
Position 481: 0.00013100172419677829
Position 62: 0.00012327614023905086
Position 1346: 8.849335142322264e-05
Position 362: 5.3041125050299084e-05
Position 416: 2.9511916525187365e-05
Position 144: 2.5657538389932756e-05
Position 367: 2.479828050958632e-05
Position 381: 1.9211677741146227e-05
Position 34: 8.707200472182055e-07
Position 49: 7.938558250307094e-11
Position 70: 1.6036045084214963e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 361: 0.9674649614300065
Position 1158: 0.8924782371606156
Position 3781: 0.8125051878327899
Position 4503: 0.6149997983667697
Position 3397: 0.5608529313301136
Position 608: 0.29277679040521715
Position 3977: 0.28030248448305933
Position 4223: 0.1857664273281156
Position 3712: 0.17875409111546017
Position 4255: 0.124473840788682
Position 3955: 0.11217552724869656
Position 1951: 0.10726084165585383
Position 893: 0.04903246654693362
Position 4506: 0.036478843550136635
Position 856: 0.035484552757410436
Position 3287: 0.019863585153524828
Position 415: 0.011659435445089088
Position 1165: 0.009285441630142065
Position 1429: 0.00872131092477623
Position 4066: 0.0078090735277236405
Position 803: 0.007754043996313124
Position 3657: 0.006262694334003713
Position 380: 0.006237837422469904
Position 821: 0.005022881652636754
Position 630: 0.004804626306174553
Position 4467: 0.003019364762828602
Position 585: 0.002584478230271005
Position 1324: 0.0017299561520242273
Position 1011: 0.0011615360494466416
Position 1378: 0.0010610649237994632
Position 881: 0.0010147460983071475
Position 1396: 0.0008980525707323115
Position 736: 0.0008770271666440932
Position 806: 0.0006648683759922808
Position 593: 0.0005981096077161018
Position 610: 0.0004910510044179636
Position 409: 0.00035617041578257276
Position 862: 0.0002588922796072504
Position 667: 0.0001872535782101273
Position 4004: 9.98172957807607e-05
Position 1345: 7.646226752007512e-05
Position 1357: 7.562674916461507e-05
Position 436: 6.917432916323685e-05
Position 311: 5.971984648205069e-05
Position 366: 4.5991248110462094e-05
Position 479: 2.356726292445247e-05
Position 298: 9.30400096735043e-06
Position 271: 8.867351941925364e-06
Position 1017: 5.532219929368864e-06
Position 442: 1.4674249914733807e-06
Position 388: 1.0457604892524592e-06
Position 504: 2.4028014411371044e-07
Position 301: 2.033000095361924e-07
Position 481: 1.600107638795175e-07
Position 286: 1.552429757306133e-07
Position 281: 1.5354732589646352e-07
Position 279: 1.5777424615748656e-09
Position 315: 1.0092207416404114e-09
