Gene = PRRT3
index = 1081
Annotated 5SS: [  73 3294 3637]
Annotated 3SS: [2221 3480 4392]
SMsplice 5SS: [  73  253 3637]
SMsplice 3SS: [ 186 3480 4392]
top_k =  100
Partition function (log Z): -3.204978051822105

Sorted 5' Splice Sites (High to Low Probability):
Position 3637: 0.9895825102043984
Position 73: 0.9656902867058431
Position 253: 0.8466908338018473
Position 3294: 0.4289290787831077
Position 952: 0.1356398183594435
Position 1360: 0.10910604186476809
Position 2303: 0.04538626351336854
Position 415: 0.034597496124923646
Position 47: 0.015109002349808099
Position 2925: 0.009768904811923563
Position 1892: 0.006357590084454203
Position 4269: 0.005797069213625982
Position 3056: 0.0033297621940080006
Position 3525: 0.0029266744008729856
Position 442: 0.0006781751202490561
Position 917: 0.00021308053793342265
Position 123: 1.0018996287900112e-08
Position 139: 5.340991043189685e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3480: 0.9179023833621305
Position 186: 0.7003505735904086
Position 4392: 0.5899105224571606
Position 3205: 0.18617103580754313
Position 151: 0.15922621160910672
Position 4291: 0.141080506114109
Position 2924: 0.13547349948212625
Position 805: 0.1347428917040247
Position 3226: 0.09841695778409011
Position 1181: 0.09024453203792743
Position 3521: 0.07451251246906429
Position 6682: 0.06953546332722256
Position 2221: 0.04568554314800726
Position 5839: 0.03326137777422151
Position 6060: 0.03085637557062252
Position 5570: 0.02502828215272291
Position 6723: 0.024546526766784378
Position 1226: 0.015792151206667934
Position 4446: 0.012829198935398927
Position 3013: 0.012197347903356163
Position 2797: 0.009768904811923563
Position 4114: 0.008662051179634884
Position 5436: 0.007728694479312623
Position 4808: 0.007414754445165426
Position 6015: 0.006442162487526978
Position 4704: 0.006354815705303613
Position 1760: 0.006295360114085793
Position 4426: 0.005794157332844491
Position 5027: 0.004516062509718317
Position 5217: 0.004142077539869499
Position 3582: 0.00357422811017285
Position 310: 0.003556238120018235
Position 6086: 0.0032179769571247115
Position 6139: 0.0029804054884576825
Position 4437: 0.0028522961141600814
Position 4537: 0.002397581939717225
Position 4451: 0.002277229194640747
Position 1106: 0.002268556693132614
Position 6698: 0.0021437437192565858
Position 3787: 0.0019646873226732927
Position 5394: 0.0016279506994121217
Position 3755: 0.0014991435751742273
Position 3879: 0.0008070505547001844
Position 414: 0.0007915737048423753
Position 4117: 0.0007614476370138196
Position 881: 0.000603334365446524
Position 3372: 0.0005953523260459928
Position 1066: 0.00038590160996509375
Position 326: 0.0001623588473117098
Position 563: 0.00010053177907956165
Position 780: 9.869795231649137e-05
Position 1625: 6.222997036841041e-05
Position 755: 5.419087365471108e-05
Position 1007: 5.414445005105538e-05
Position 498: 2.915072654193966e-05
Position 338: 2.4274649825023115e-05
Position 360: 1.927868669075568e-05
Position 200: 1.005137335813799e-05
Position 159: 3.63426372165344e-08
Position 212: 8.260392787887965e-09
Position 271: 8.093965689515812e-09
Position 223: 1.4916787729909617e-09
Position 121: 9.763931886407044e-10
Position 229: 5.160101112119911e-10
Position 238: 4.549083797745189e-10
Position 241: 2.0409127574271266e-10
Position 235: 1.2791955787588256e-10
Position 218: 1.0046875618159137e-10
Position 220: 9.721553519037575e-11
Position 208: 9.423400933829109e-11
Position 244: 8.04234057164307e-11
