Gene = FAAP20
index = 521
Annotated 5SS: [  87  777 1136]
Annotated 3SS: [ 640  863 4992]
SMsplice 5SS: [  87  777 1136 1930]
SMsplice 3SS: [ 640  863 1798 4992]
top_k =  100
Partition function (log Z): -4.248271495927103

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.9819454496695484
Position 1136: 0.8705444891950616
Position 1930: 0.7758687675867865
Position 777: 0.5457774596380911
Position 717: 0.30728119320402786
Position 1476: 0.18860283897493146
Position 2940: 0.16989657185056042
Position 872: 0.14115191592630952
Position 747: 0.12456932042056298
Position 2947: 0.046947216056614935
Position 1013: 0.023514409561064216
Position 2480: 0.013142564774981684
Position 1706: 0.012299108875871205
Position 2466: 0.01226383927059587
Position 1674: 0.005295594432471698
Position 1261: 0.0038926507243109455
Position 535: 0.0017563281203512582
Position 1550: 0.001207486184414571
Position 450: 0.0003647984972616115
Position 578: 0.00025856488202937914
Position 2128: 0.00020555856356755582
Position 324: 0.00018484651964650553
Position 119: 0.00015741808071027683
Position 54: 0.00011685189708814462
Position 470: 1.9400155027167916e-05
Position 779: 1.4925539015408264e-05
Position 135: 2.7818119515488367e-06
Position 676: 2.0030792462549754e-06
Position 608: 6.58288194577107e-07
Position 219: 1.3874799244143149e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 640: 0.8854327407306523
Position 863: 0.7900842670455773
Position 1798: 0.7562950955982168
Position 4992: 0.4827121500655144
Position 2856: 0.18917054450662552
Position 1048: 0.1801269756588673
Position 1345: 0.17409738914962436
Position 1801: 0.11255701914735754
Position 2697: 0.11086126698532969
Position 2281: 0.10981038624155415
Position 4882: 0.07333888042724224
Position 567: 0.05329786375100767
Position 2897: 0.050392216348626256
Position 1012: 0.044816555336524316
Position 450: 0.02413363927130013
Position 3463: 0.02134562476216438
Position 4598: 0.019300859219530914
Position 4760: 0.01722905382221324
Position 4079: 0.01309102819602472
Position 4897: 0.012438117039055568
Position 1365: 0.012363662165878595
Position 1025: 0.01176869202628739
Position 1573: 0.01090357216037779
Position 2285: 0.01025449432082135
Position 3536: 0.008095011734212615
Position 914: 0.007442719056799573
Position 987: 0.005539673160506001
Position 3036: 0.005480411551507336
Position 3438: 0.004647898314785273
Position 1102: 0.004259128606576959
Position 1350: 0.003306628865389518
Position 1370: 0.0030820806996760654
Position 1606: 0.0028137269930688337
Position 480: 0.0026335006919796177
Position 592: 0.002589864808686964
Position 1624: 0.002568596127615829
Position 535: 0.0014366599274566647
Position 483: 0.001351591148829109
Position 1291: 0.0012837133124407561
Position 2774: 0.0011822935616568647
Position 366: 0.0011099546006097236
Position 1057: 0.0008131984045991666
Position 771: 0.0007057988931687761
Position 866: 0.00024614995598441574
Position 818: 0.0001411251268448946
Position 1121: 0.00012938630167924926
Position 245: 0.00010689115948834085
Position 871: 0.00010450891042458664
Position 683: 0.00010335641268196726
Position 776: 9.771432052475654e-05
Position 800: 8.846531215051143e-05
Position 608: 4.43562328301956e-05
Position 296: 2.7519393658646952e-05
Position 1135: 2.3090925727306817e-05
Position 1240: 4.897187766372579e-06
Position 1260: 2.979681106756911e-06
Position 276: 9.510088877548117e-09
Position 407: 6.482285543344134e-09
Position 185: 6.0076508636766864e-09
Position 335: 2.363178840388883e-09
Position 258: 2.0741581545255552e-09
