Gene = TSC1
index = 1494
Annotated 5SS: [   79  9589 15855 17421 19035 21274 22803 23259 32340 33169 33620 34051
 37321 37891 39041 40211 40971 42017 43033 43907 47199 47438]
Annotated 3SS: [ 9525 15668 17316 18881 21128 22647 23184 32163 33052 33507 33928 37250
 37785 38481 40166 40803 41833 42921 43783 47010 47275 47866]
SMsplice 5SS: [   79  9589 10156 17421 19035 19807 21274 22803 23259 32340 33169 37321
 37891 39041 40971 43033 43907 44426 47199 47438]
SMsplice 3SS: [ 9525  9841 17316 18881 19681 21128 22647 23184 32163 33052 37250 37785
 38908 40803 42921 43783 44180 47010 47275 48844]
top_k =  100
Partition function (log Z): 27.325441046212138

Sorted 5' Splice Sites (High to Low Probability):
Position 37321: 0.9999999999999972
Position 17421: 0.9999999999999971
Position 9589: 0.9999999999999964
Position 1154: 0.9999999999999944
Position 47199: 0.9986728785684684
Position 40971: 0.993283795460712
Position 22803: 0.9879449630641385
Position 23259: 0.9677602013294264
Position 43907: 0.9637865799719842
Position 21274: 0.9621444707243059
Position 43033: 0.9360801379768896
Position 47438: 0.9349939667832705
Position 39041: 0.907300044123459
Position 33169: 0.8994186357337015
Position 32340: 0.894721190512648
Position 19035: 0.8409354844629268
Position 44426: 0.7996465472936033
Position 37891: 0.6991560987080048
Position 10156: 0.5731769561142321
Position 23812: 0.5018010070962882
Position 19807: 0.45618819796698257
Position 34051: 0.4306575370618177
Position 79: 0.4068976743649707
Position 50: 0.37187383533411056
Position 22035: 0.3161497331429841
Position 25525: 0.28446866580366126
Position 43453: 0.28081223066426847
Position 21838: 0.2664868826572808
Position 19783: 0.21424131384023856
Position 40126: 0.20542595089755938
Position 9842: 0.18196726226156135
Position 75: 0.1596291706345554
Position 42017: 0.15950732234115203
Position 33620: 0.15851690452663908
Position 42652: 0.13418359544181332
Position 44074: 0.12451317900336388
Position 41181: 0.12123620694271563
Position 40211: 0.1204925421396853
Position 37716: 0.11721433255736786
Position 43301: 0.11102321023337157
Position 18194: 0.07185182795311762
Position 21860: 0.06644806883253955
Position 42991: 0.06391986202310954
Position 47938: 0.0560447679467189
Position 32356: 0.052865666054265854
Position 21311: 0.03785552927569422
Position 23543: 0.03435678105179254
Position 384: 0.031565626410075306
Position 43240: 0.03111178608948613
Position 45858: 0.03029581731850797
Position 23322: 0.030153675945578
Position 33212: 0.02438033879265592
Position 21794: 0.020519313573850877
Position 47303: 0.018591738085212292
Position 23735: 0.016555624799158907
Position 18157: 0.01458653301476847
Position 48439: 0.014180983699400896
Position 43328: 0.012912161426407878
Position 18297: 0.012206092096726979
Position 45297: 0.012077650608951426
Position 20424: 0.010106937264130414
Position 23063: 0.009806736093230073
Position 44317: 0.00940074785619441
Position 33240: 0.00894153745917151
Position 45: 0.008813140366678289
Position 45877: 0.007544036628705902
Position 48077: 0.007483453250449349
Position 435: 0.007384399106132305
Position 5: 0.0068262284021160125
Position 22331: 0.006374379288236897
Position 22762: 0.005452547166455061
Position 40929: 0.0054170683241238525
Position 194: 0.005047650982247776
Position 44148: 0.003808512840800614
Position 38039: 0.0025336976705828697
Position 19046: 0.00235888498274079
Position 23337: 0.002086122724996642
Position 841: 0.0019622743991099052
Position 24089: 0.0009788434138571806
Position 43963: 0.0009590505135230816
Position 37896: 0.00017396364751984258
Position 22285: 2.3342115412391993e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 37250: 1.0000000000000002
Position 17316: 0.9999999999999976
Position 9525: 0.9999999999999964
Position 47010: 0.9999783808512134
Position 21128: 0.9938216253028075
Position 22647: 0.9753062847724379
Position 43783: 0.959793133888506
Position 32163: 0.9475868565669124
Position 33052: 0.9327405119855289
