Gene = XPC
index = 1576
Annotated 5SS: [  318  5917  8346 10527 11615 13356 13971 19043 20773 22449 26449 29970
 30222 30876 31494]
Annotated 3SS: [ 5720  8232 10402 11529 13197 13849 18952 19890 22287 26366 29834 30051
 30781 31403 32623]
SMsplice 5SS: [  175  5917  6102  8346 10527 11615 13356 13971 19043 22449 24905 26449
 28326 29970 30222 30876 31494]
SMsplice 3SS: [ 5720  6042  8232 10402 11508 13197 13849 18952 22287 24749 26366 28140
 29834 30095 30781 31403 33169]
top_k =  100
Partition function (log Z): 22.717843715812833

Sorted 5' Splice Sites (High to Low Probability):
Position 8346: 1.000000000000002
Position 13971: 0.9999998567586315
Position 30876: 0.9999877549016302
Position 11615: 0.9761602953784285
Position 29970: 0.9747718966572636
Position 13356: 0.9655898185757382
Position 26449: 0.9394168063876119
Position 19043: 0.927403563873038
Position 5917: 0.9068456675328794
Position 10527: 0.8728786133542656
Position 31494: 0.853287436539636
Position 30222: 0.8486804503847251
Position 22449: 0.77898297915427
Position 28326: 0.5589879320453118
Position 6102: 0.5569787045982931
Position 24905: 0.4859215703724025
Position 31225: 0.41013150046113156
Position 175: 0.30421915837807273
Position 318: 0.29260540628692766
Position 11274: 0.2815739763286935
Position 25006: 0.24173111904624903
Position 68: 0.24012512382618395
Position 6058: 0.21491179813872574
Position 16175: 0.17249830132572846
Position 359: 0.16305031150882035
Position 31923: 0.1589978304477451
Position 30517: 0.13822680965012377
Position 31531: 0.13294079738452347
Position 3239: 0.09725844259148513
Position 30226: 0.09497636001644881
Position 30542: 0.08361433328638086
Position 30455: 0.08193938725160449
Position 5849: 0.07545659940814446
Position 19048: 0.07162700493096166
Position 31149: 0.06477605918085394
Position 11270: 0.06366298263235763
Position 30426: 0.05338021547387817
Position 13562: 0.04761084794023084
Position 4873: 0.043447082821264735
Position 12510: 0.033624692406036986
Position 30475: 0.03044570248332347
Position 26974: 0.029444727759912633
Position 12244: 0.025355705986668663
Position 12898: 0.025043360996527923
