Gene = NSMF
index = 965
Annotated 5SS: [ 303  847 1928 2924 4096 4944 5604 6279 6599 6782 6970 9159 9412 9736]
Annotated 3SS: [ 784 1432 2847 4026 4890 5513 6153 6514 6747 6898 9078 9308 9659 9842]
SMsplice 5SS: [ 303  847 2924 3889 4944 5604 6279 6599 6782 6970 9412 9736]
SMsplice 3SS: [ 784 2847 3777 4890 5513 6153 6514 6747 6898 9308 9659 9842]
top_k =  100
Partition function (log Z): 21.607584925885032

Sorted 5' Splice Sites (High to Low Probability):
Position 2924: 0.993837599442217
Position 9412: 0.9880106441540177
Position 9736: 0.967908639804976
Position 303: 0.9507938386399817
Position 6279: 0.9447683492603081
Position 5604: 0.937974868022494
Position 847: 0.9255974524949473
Position 6782: 0.9210228838152836
Position 3889: 0.9133711248553714
Position 6970: 0.8773238615992985
Position 6599: 0.8725897540155472
Position 4944: 0.6387096118386806
Position 9937: 0.22714496281095753
Position 1928: 0.17596867848664477
Position 3706: 0.15753173296898965
Position 9159: 0.06474007302746733
Position 4096: 0.060666418563152476
Position 153: 0.051691789968475906
Position 5608: 0.05094397241610652
Position 7070: 0.045872781097077694
Position 2660: 0.04585207311078508
Position 6273: 0.03442709477403108
Position 4613: 0.03223873408693412
Position 4589: 0.03186175241483464
Position 6674: 0.02012499990216283
Position 582: 0.01896735589664988
Position 6840: 0.017995445617980343
Position 3590: 0.016952034832033117
Position 4931: 0.013765148023784564
Position 6026: 0.012092843300040668
Position 4965: 0.01173364462176587
Position 638: 0.01156176073080382
Position 2459: 0.0112458625969791
Position 4136: 0.010991408248355462
Position 7012: 0.010640773795982704
Position 6437: 0.00748881429151877
Position 1217: 0.007073910813247902
Position 1935: 0.006668680701646432
Position 4954: 0.00644940126490906
Position 9171: 0.005969840410632466
Position 7155: 0.002972665985599874
Position 48: 0.002586720228253393
Position 9555: 0.0021624014085602538
Position 2949: 0.0021102327543328155
Position 3611: 0.002099632667630976
Position 3574: 0.002049971494630874
Position 928: 0.0017195577868844153
Position 3622: 0.0016071559514377937
Position 298: 0.0013446673748489246
Position 6031: 0.001310068530796977
Position 1957: 0.0009808108423198444
Position 1919: 0.0009653950560461536
Position 518: 0.0009289366621630199
Position 307: 0.0005123285005266912
Position 6530: 0.00037674127263832353
