Gene = OSTN
index = 988
Annotated 5SS: [ 102 6429]
Annotated 3SS: [ 6213 37503]
SMsplice 5SS: [  102  6429 10429]
SMsplice 3SS: [ 6213 10219 37503]
top_k =  100
Partition function (log Z): -17.239308724715173

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.9999869537123215
Position 10429: 0.9101394183962312
Position 6429: 0.7789861898324679
Position 10261: 0.2949103289884193
Position 6419: 0.21656283145137345
Position 5858: 0.01821390152114314
Position 3209: 0.01571516411418578
Position 3517: 0.01116409342158338
Position 10310: 0.007112024621628959
Position 9822: 0.005053830671046853
Position 5151: 0.0040905488004421104
Position 5876: 0.0030034630908079385
Position 4283: 0.0026250551417251146
Position 676: 0.0022859225814768455
Position 6782: 0.000632922033833016
Position 7016: 0.0006044332067534335
Position 8640: 0.0005882295291445047
Position 6550: 3.717397144804354e-05
Position 205: 8.313331936769646e-06
Position 81: 1.9555269062853037e-06
Position 87: 1.7247772676218192e-06
Position 162: 3.927535188838417e-07
Position 72: 2.736716303233015e-07
Position 166: 1.9780646860058796e-07
Position 22: 7.284549175265688e-08
Position 137: 6.880267420826397e-08
Position 276: 4.677178594154398e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6213: 0.9359226351073346
Position 10219: 0.5449888647209298
Position 10348: 0.3834029389684305
Position 21641: 0.29376658295897007
Position 23098: 0.23617444727701095
Position 20928: 0.19616112410419767
Position 10070: 0.16870860248260336
Position 10012: 0.14624146774425012
Position 13894: 0.13992371859690342
Position 13772: 0.06974051467835715
Position 6325: 0.050597019188855674
Position 5754: 0.021518090681167952
Position 6389: 0.010916587692357238
Position 3315: 0.007878207275374973
Position 12812: 0.006287370671282064
Position 10964: 0.005518003110155797
Position 9727: 0.005053830671046854
Position 3020: 0.004939239433799865
Position 10938: 0.0041327409601792115
Position 10548: 0.00374066801424139
Position 3097: 0.003393998959463478
Position 10551: 0.003103428026489753
Position 362: 0.002876317342352881
Position 5075: 0.002777249601011691
Position 3190: 0.00276091362008073
Position 3385: 0.002636081708417815
Position 10527: 0.0026304388071578303
Position 3113: 0.002279267677797375
Position 8912: 0.001964678259937548
Position 4080: 0.001756228738284854
Position 5020: 0.001313299199430415
Position 2856: 0.0012409693585676547
Position 2895: 0.0011007750644766868
Position 6676: 0.000986770420665347
Position 3460: 0.0008955096418838745
Position 4120: 0.0008688264034402608
Position 7600: 0.0006081137244261291
Position 6656: 0.0005140375303318484
Position 6951: 0.0004098465913932187
Position 7489: 0.0003613236536799228
Position 7157: 0.0003218534112427258
Position 8454: 0.00030272392499211537
Position 8429: 0.0002855056041523882
Position 848: 0.0002678258885415462
Position 6779: 0.00012918477748182262
Position 3771: 6.705620052243084e-05
Position 798: 6.14284479562794e-05
Position 1372: 5.5570436334634194e-05
Position 1059: 5.3963564548372966e-05
Position 358: 4.3571415910471306e-05
Position 1357: 2.3132376217380323e-05
Position 1181: 2.2986659076069057e-05
