Gene = MRRF
index = 882
Annotated 5SS: [  283  6420 15943 20632 27185 48731]
Annotated 3SS: [ 6207 15786 20512 27092 48570 57883]
SMsplice 5SS: [  283  6420 20632 26976 27185 29707 48731]
SMsplice 3SS: [ 6296 20512 26892 27092 29602 48570 57883]
top_k =  100
Partition function (log Z): -30.1364966230717

Sorted 5' Splice Sites (High to Low Probability):
Position 283: 0.9979549882368395
Position 6420: 0.7504385913197815
Position 1125: 0.4745728636585011
Position 7070: 0.18670757917589229
Position 1045: 0.15578436885497915
Position 12484: 0.13049225156346098
Position 8280: 0.07774281819226601
Position 5436: 0.06242243988097976
Position 1373: 0.05282555558145058
Position 4700: 0.033941030437944684
Position 5401: 0.02423845550767776
Position 842: 0.008451195190139673
Position 1491: 0.007519366521123658
Position 6490: 0.002713820763270536
Position 618: 0.0012095171930824667
Position 1032: 0.0009734133482735462
Position 890: 0.0005231344329324421
Position 264: 0.000446675857961261
Position 1052: 0.00029713151639924727
Position 118: 0.0002440734203219218
Position 1015: 0.00016991788468885162
Position 104: 0.00013048847736695245
Position 648: 8.892399694942872e-05
Position 458: 8.40250418350723e-05
Position 180: 2.4148859390130104e-05
Position 640: 2.3350294903621364e-05
Position 30: 1.8454884734839488e-05
Position 220: 8.538897732945928e-06
Position 287: 8.359043249169949e-06
Position 398: 8.21811905334864e-06
Position 392: 1.5089693194862529e-06
Position 139: 6.588185617892932e-08
Position 253: 3.160771631453061e-08
Position 235: 2.4422712185313045e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12919: 0.8659497638558954
Position 805: 0.64967013276561
Position 6207: 0.3965030495593622
Position 6296: 0.36818465676751294
Position 6753: 0.1945351543362488
Position 12233: 0.1304922515634619
Position 8199: 0.09387903878322777
Position 5248: 0.09059572683182444
Position 1216: 0.053810079157713624
Position 4616: 0.034823925658811254
Position 6858: 0.019295179527375885
Position 13463: 0.01379141835882112
Position 12915: 0.013597954664252497
Position 1018: 0.011042565742801724
Position 948: 0.007930379523797531
Position 11679: 0.006883131873193289
Position 7302: 0.006207234990595549
Position 1239: 0.00485467706636896
Position 6678: 0.002999319757118645
Position 1282: 0.0028878561997163006
Position 3459: 0.0008577041617734353
Position 4622: 0.0005232860881136435
Position 1188: 0.00032600649001653857
Position 366: 0.00014912351681159732
Position 482: 0.0001152574892915172
Position 956: 6.359846422218757e-05
Position 486: 3.372820965254347e-05
Position 556: 1.815853491770287e-05
Position 841: 1.0813119203103276e-05
Position 783: 9.727201881137772e-06
Position 416: 6.035924239023347e-06
Position 403: 4.153456530029925e-06
Position 494: 3.9181296380067195e-06
Position 569: 2.3468989799284465e-06
Position 524: 2.1620923715430396e-06
Position 599: 1.2448823529724826e-06
Position 550: 1.0872030105781024e-06
Position 519: 1.07250524660851e-06
Position 346: 1.0587416702283786e-06
Position 398: 8.275612523863887e-07
Position 374: 2.938095389686537e-07
Position 506: 2.0207821637515513e-07
Position 1106: 2.3492148801211393e-08
