Gene = FYTTD1
index = 570
Annotated 5SS: [  325  6808 18838 20495 23750 24461 27252 28715]
Annotated 3SS: [ 6675 18688 20381 23652 24398 27176 28587 32060]
SMsplice 5SS: [  325  2595  6808 18838 20495 23750 24461 27252 28715]
SMsplice 3SS: [ 2517  6675 18688 20381 23652 24398 27176 28587 32060]
top_k =  100
Partition function (log Z): 2.650166609876847

Sorted 5' Splice Sites (High to Low Probability):
Position 28715: 0.9999999999999982
Position 18838: 0.9999999999999979
Position 6808: 0.9910751815492975
Position 2595: 0.9713496268643211
Position 23750: 0.8566006448061101
Position 20495: 0.8556373002070332
Position 27252: 0.8224624195665836
Position 24461: 0.6820181000956985
Position 325: 0.4984713380336115
Position 23479: 0.4391586225513053
Position 499: 0.405817499498817
Position 134: 0.3775447468043462
Position 14241: 0.37438435523808
Position 1574: 0.32035999862917297
Position 27415: 0.2419105575662441
Position 1073: 0.2158067388418556
Position 32525: 0.2074434375657886
Position 32293: 0.17870016028843838
Position 3468: 0.17834934770220748
Position 1927: 0.14087815019713368
Position 7011: 0.09066191902929384
Position 27054: 0.08936998148429647
Position 1715: 0.06959571458740939
Position 3364: 0.05784269102426257
Position 1511: 0.050858366428405494
Position 32160: 0.049264856074321864
Position 242: 0.04074852825473776
Position 1545: 0.03524447827749578
Position 28898: 0.032493043762599184
Position 29389: 0.02541103820331991
Position 1589: 0.021787282881028353
Position 2589: 0.014156137504962684
Position 29144: 0.013788516538860514
Position 29359: 0.012040865363650973
Position 6821: 0.008924818450700426
Position 3231: 0.007880070487518966
Position 597: 0.00756857525799838
Position 2093: 0.006607520727167433
Position 3108: 0.005435820860862305
Position 705: 0.004546851466758059
Position 235: 0.0024424572636352272
Position 119: 0.002138747488889799
Position 163: 0.0014835434701331474
Position 1262: 0.0012942078435513337
Position 30707: 0.0009511359815014427
Position 2720: 0.000636783956850206
Position 230: 0.00047994144326194
Position 246: 0.00043602529681540975
Position 148: 0.0002593433926712818
Position 156: 8.752458820940227e-05
Position 212: 5.346273824772922e-05
Position 62: 5.2600155896824256e-05
Position 2728: 1.2924932690047567e-05
Position 93: 3.7120139745821377e-06
Position 66: 8.358632093335093e-07
Position 49: 3.353351859509546e-07
Position 60: 3.229280452395193e-07
Position 188: 2.3077170850953068e-07
Position 27: 6.409847227177514e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 18688: 0.9999999999999978
Position 6675: 0.9997711860788034
Position 2517: 0.9861554732588241
Position 28587: 0.9617234979884804
Position 27176: 0.8979679951142945
Position 20381: 0.8540292356025596
Position 23652: 0.8199642490820153
Position 32060: 0.6867061372084787
Position 24398: 0.6820181000956986
Position 1463: 0.5949180456685282
Position 32371: 0.4134001974619478
Position 14146: 0.37438435523808
Position 23352: 0.3557961145497538
Position 402: 0.28698798172686396
Position 3328: 0.2030850159473098
Position 32625: 0.19008675611145612
Position 27331: 0.1339189038996267
Position 759: 0.09289319867596088
Position 6936: 0.09066191902929382
Position 27000: 0.08936998148429647
Position 34356: 0.07912306138660614
Position 219: 0.0760162483017844
Position 28830: 0.052383705361362484
Position 29228: 0.04114341323207544
Position 1642: 0.04093852216999682
Position 841: 0.03829694203160291
Position 23392: 0.03806074215578394
Position 23600: 0.03663639572409482
Position 23389: 0.03547497766249966
Position 27126: 0.03248607811890638
Position 994: 0.03207040082203896
Position 28639: 0.03200055632042397
Position 3059: 0.025166024474426486
Position 3231: 0.021256889653115063
Position 28992: 0.01802717735034676
Position 32064: 0.013816767603873379
Position 763: 0.01150991863560177
Position 415: 0.01053090195850873
Position 23264: 0.009826788183267808
Position 30672: 0.009497032532702884
Position 418: 0.00785863924228591
Position 2016: 0.006607520727167436
Position 28556: 0.006275945691093573
Position 29231: 0.004808753357992376
Position 32431: 0.003732989678729002
Position 31757: 0.0036405705065793025
Position 29262: 0.001792664922653429
Position 281: 0.0016650581355199647
Position 634: 0.001627399625526996
Position 20219: 0.001608064604473598
Position 430: 0.0014927534110336538
Position 29776: 0.001478448653479339
Position 804: 0.001005421050527742
Position 6462: 0.00022881392119488157
Position 28944: 0.00019096573958807443
Position 29063: 0.00019018585253746892
Position 28788: 7.42268180713302e-05
Position 456: 6.727162703389798e-05
Position 289: 2.7499301012725395e-05
Position 312: 2.348813456382934e-05
Position 474: 1.223802609055973e-05
Position 469: 1.0181988602067005e-05
Position 461: 9.018393565014943e-06
Position 252: 4.721769636630094e-07
Position 377: 2.2747066922687064e-08
