Gene = PHAX
index = 1021
Annotated 5SS: [  791  3916  8217 17066]
Annotated 3SS: [ 3301  8095 16981 24306]
SMsplice 5SS: [  165   791  3916  8217 17066]
SMsplice 3SS: [  675  3822  8095 16981 24306]
top_k =  100
Partition function (log Z): -1.6070658724976832

Sorted 5' Splice Sites (High to Low Probability):
Position 8217: 0.999182750334067
Position 17066: 0.9961358420025505
Position 791: 0.9766414971211386
Position 3916: 0.9530661514814622
Position 3402: 0.4968463978927208
Position 165: 0.38396784530863115
Position 47: 0.3350609092467445
Position 266: 0.18283891258713403
Position 4140: 0.14731696351717008
Position 6708: 0.1254798924990395
Position 9388: 0.07880475917425613
Position 9599: 0.07184616636298635
Position 287: 0.06318665828769038
Position 15032: 0.05180086517445191
Position 13773: 0.04928509120421656
Position 430: 0.04781426260441434
Position 10057: 0.033025141159063576
Position 181: 0.02983307662965198
Position 2218: 0.0210727883257942
Position 10045: 0.019371614462246847
Position 808: 0.015092359216024507
Position 19970: 0.013216831634463341
Position 19699: 0.008442687167373755
Position 3390: 0.00441348419673857
Position 865: 0.0013693315365581047
Position 2522: 0.0005597131052140072
Position 497: 0.00039793040720972184
Position 2554: 0.0003709334364962478
Position 10581: 0.00030569500971236566
Position 1677: 0.0002048134978941147
Position 12013: 0.00020062569288435778
Position 2023: 0.00020031317668164393
Position 9783: 0.00019120519357551663
Position 28: 0.00013873023874524395
Position 191: 5.388074708866716e-05
Position 10: 1.055176831781156e-05
Position 51: 2.5005084934078203e-06
Position 121: 1.926020693170223e-06
Position 127: 2.4516694658909258e-08
Position 8: 4.698195949306186e-09
Position 62: 1.1387979882586131e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8095: 0.9991827503340673
Position 16981: 0.9968630828364868
Position 675: 0.7360388371517855
Position 3822: 0.7151990502785353
Position 3301: 0.5443825645492333
Position 24306: 0.4851712187708714
Position 26851: 0.20905397666239123
Position 680: 0.124621241739059
Position 4033: 0.1212801940405041
Position 3574: 0.11102981582683116
Position 6404: 0.10044247717703585
Position 3488: 0.08371460291632189
Position 20496: 0.08341712219376976
Position 9232: 0.07883846090866839
Position 9492: 0.07227515430975673
Position 649: 0.05460294911978036
Position 286: 0.05386454634753892
Position 9947: 0.05239675562131042
Position 14914: 0.05180086517445191
Position 13532: 0.05016437134308227
Position 24894: 0.04695494533017607
Position 23310: 0.04485386839333252
Position 20516: 0.03563145153906648
Position 17702: 0.031011407117603404
Position 6408: 0.025037415322003626
Position 613: 0.023192121333298815
Position 18419: 0.02310888358356373
Position 694: 0.015671192680261084
Position 19061: 0.013460196893336352
Position 4053: 0.013099288278555762
Position 4029: 0.0129374811981102
Position 570: 0.010446012137195383
Position 2026: 0.010344685894045972
Position 204: 0.009563279334836812
Position 19844: 0.009430686372835596
Position 19587: 0.008442687167373755
Position 18843: 0.006922169805119235
Position 20492: 0.0060397729428521025
Position 2074: 0.005645398269418124
Position 583: 0.00552654409952447
Position 19882: 0.0049340832958007785
Position 2104: 0.0042883279687398485
Position 21717: 0.0025164194656769317
Position 19417: 0.0018536426251751477
Position 16796: 0.0018462823580441938
Position 17167: 0.0015516249600571056
Position 546: 0.0015384110535038166
Position 2455: 0.0009306465417102539
Position 215: 0.0007868914053556225
Position 19001: 0.0007817007783999481
Position 18442: 0.0006814360262152239
Position 2170: 0.0006171941680244052
Position 180: 0.000509711424328737
Position 17766: 0.00044529930098586695
Position 17870: 0.0004452790694839101
Position 17730: 0.00043663166932388585
Position 17698: 0.00035568151098762987
Position 17255: 0.00029517532999146574
Position 1583: 0.00020481349789411489
Position 11962: 0.00020062569288435778
Position 1889: 0.00020031317668164393
Position 1942: 0.00017718202556584869
Position 10459: 0.00016959161882267626
Position 10483: 0.0001361033908896894
Position 8329: 9.596751813195783e-05
Position 10832: 4.390266086153569e-05
Position 355: 2.7803046790927064e-05
Position 334: 1.8942145394943947e-05
Position 152: 9.654474129066917e-07
Position 318: 6.77503407737435e-07
Position 365: 1.1952417230755723e-07
Position 137: 8.485035868684996e-08
Position 121: 7.223821967715406e-08
