Gene = AAED1
index = 0
Annotated 5SS: [ 192  577 3623 3892 9389]
Annotated 3SS: [  507  3568  3785  9256 13394]
SMsplice 5SS: [ 192 3623 3892 9389]
SMsplice 3SS: [ 3568  3785  9256 13394]
top_k =  100
Partition function (log Z): -4.188565413338152

Sorted 5' Splice Sites (High to Low Probability):
Position 3892: 1.0000000000000013
Position 192: 0.9634455965385612
Position 9389: 0.8960227750742408
Position 3623: 0.48048455739570667
Position 577: 0.30078302908550175
Position 1961: 0.25853561657453533
Position 6183: 0.15620265182098564
Position 12992: 0.09846937837640737
Position 803: 0.0901841597801022
Position 772: 0.031776998728460695
Position 138: 0.03013239046554349
Position 13072: 0.02993779382581612
Position 9137: 0.021065905588562955
Position 438: 0.0030015239800486528
Position 182: 0.0015982045638628292
Position 720: 0.0013780183001516713
Position 1408: 0.001190653333628383
Position 464: 0.0006497253206756939
Position 30: 0.0003412302608934973
Position 727: 0.0002681732440785342
Position 114: 0.00017584490615403257
Position 186: 0.00015249220686196018
Position 177: 4.8273334010989064e-05
Position 143: 3.7812808543890366e-05
Position 155: 1.4378856056385225e-05
Position 180: 1.364408831834246e-05
Position 391: 5.692260138098578e-06
Position 232: 4.013251567885154e-06
Position 174: 6.435325197517824e-07
Position 423: 3.845395405592867e-07
Position 18: 4.9494388078332435e-09
Position 51: 4.573880890690171e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3785: 0.9995747160949576
Position 9256: 0.8240324804568403
Position 13394: 0.5892993581585976
Position 3568: 0.4809098413007503
Position 1893: 0.25853561657453555
Position 507: 0.24933479316112206
Position 12909: 0.16571453173050787
Position 6094: 0.1498609990719838
Position 690: 0.09415448731184527
Position 15190: 0.08554250188997525
Position 11156: 0.08305189468375675
Position 9346: 0.07527243446064132
Position 13465: 0.05082541140443317
Position 278: 0.04561455583993636
Position 12329: 0.02771119101624182
Position 9292: 0.02326527554289348
Position 8910: 0.021065905588562955
Position 14452: 0.018672342418576612
Position 9873: 0.016158717249519214
Position 6099: 0.01526341495441866
Position 327: 0.014869898678119027
Position 618: 0.01282298965129808
Position 11152: 0.012291268528323091
Position 11545: 0.009581992033349128
Position 4006: 0.007893092925784814
Position 10969: 0.007148857342784287
Position 9932: 0.005982148096671918
Position 10062: 0.005413913058860862
Position 717: 0.004127942050254718
Position 5744: 0.0030609703392932217
Position 531: 0.0022900301860585893
Position 5723: 0.0014141962098795288
Position 1175: 0.001190653333628385
Position 8533: 0.0011213902578799755
Position 4746: 0.0010308050756031029
Position 668: 0.0004224319320420585
Position 4866: 0.0003097050075144979
Position 4933: 0.00029694289799800334
Position 563: 0.00027628163189116805
Position 5023: 0.00022418855706196505
Position 4654: 0.0001925757280601365
Position 541: 4.713066988403957e-05
Position 384: 4.481244510896719e-05
Position 337: 2.5671841400294922e-06
Position 543: 2.534502025373591e-06
Position 134: 1.6388156114022147e-06
Position 107: 7.76224454403773e-08
Position 293: 2.8094282133013366e-08
Position 297: 1.661174036749218e-08
Position 242: 1.3123193716928898e-08
Position 306: 5.721169202486662e-09
Position 343: 4.34274225326649e-09
