Gene = MAPKAP1
index = 816
Annotated 5SS: [   328   2826  14993  87089 113011 129585 166334 188201 204672 228143]
Annotated 3SS: [  2735  14843  86915 112833 129474 166225 188059 204533 228044 233630]
SMsplice 5SS: [   328   2826  14993  22948  86314  87089 107667 113011 129585 151292
 151755 166334 188201 190325 194564 204672 212070 228143 233542]
SMsplice 3SS: [  2735  14843  22847  86160  86915 107595 112833 129474 151195 151624
 166225 188059 190190 194460 204533 211972 228044 233449 233630]
top_k =  100
Partition function (log Z): -101.2157883968572

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.9999067471239717
Position 328: 0.7638816923314811
Position 14993: 0.5604488035310451
Position 244: 0.19401266088678437
Position 217: 0.012840068645179581
Position 4: 0.012542025350472242
Position 221: 0.006594358534647639
Position 11216: 0.006319967972932746
Position 148: 0.004748682018000608
Position 5374: 0.0034148597872750166
Position 465: 0.003378250929994353
Position 1181: 0.003186236137346953
Position 2665: 0.00313436621155044
Position 4522: 0.002590719262755692
Position 1690: 0.0015141911258383422
Position 6431: 0.0012076135662783182
Position 5661: 0.0003475051192216272
Position 657: 0.0001995505468965595
Position 558: 0.00017369003893879967
Position 123: 4.114808647268438e-06
Position 146: 2.2214025791534254e-06
Position 130: 1.0810273834218843e-06
Position 272: 4.768765306969145e-07
Position 304: 4.268198993057459e-07
Position 370: 1.4012660718152938e-07
Position 292: 7.767822850557545e-08
Position 261: 1.9394390162988737e-08
Position 156: 5.073238698473496e-09
Position 12: 2.5387431496363085e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2735: 0.885094179634708
Position 19426: 0.742714386853321
Position 14690: 0.5797754516314463
Position 15730: 0.11458212635881007
Position 2715: 0.06380645859662645
Position 2593: 0.05098965383589243
Position 7338: 0.020689870388791397
Position 11724: 0.020084882495189978
Position 6212: 0.009520261328518265
Position 5485: 0.008479268407829572
Position 11166: 0.007399774117507843
Position 5579: 0.007306871941072262
Position 11699: 0.006607263337794608
Position 11051: 0.006330437159745192
Position 3190: 0.005971612352113702
Position 5786: 0.003846636019146515
Position 5192: 0.0034148597872750166
Position 10268: 0.003397086317446931
Position 9963: 0.003273459402936241
Position 2742: 0.0030746696529157726
Position 10852: 0.0027968750662540017
Position 4294: 0.0027664904287644796
Position 4265: 0.002595684960845521
Position 8298: 0.0023113569883769043
Position 6043: 0.0019185792145525596
Position 7678: 0.0018216050989676563
Position 3169: 0.001734787356770196
Position 4091: 0.0015688736369991448
Position 4334: 0.001393748863915506
Position 8794: 0.0011625169203098246
Position 6233: 0.001140020967586585
Position 1491: 0.0011315525229987139
Position 7334: 0.001029906789674998
Position 2928: 0.0009673942921306934
Position 5549: 0.0008208116393516772
Position 4125: 0.0007717928105728096
Position 6016: 0.0007631099791501345
Position 4649: 0.0006788190913104774
Position 102: 0.0006644170059158596
Position 4063: 0.0005968911139857345
Position 3466: 0.0005357123854969905
Position 440: 0.0005279085260878951
Position 6215: 0.00039503627773921284
Position 3926: 0.0003752754560954041
Position 4900: 0.00033909988447377123
Position 5449: 0.0003157426797794661
Position 3165: 0.00030133305024832247
Position 4798: 0.0002950003390838017
Position 4801: 0.00027698272848920543
Position 3870: 0.00026328658412080907
Position 4868: 0.0002463277385853357
Position 1519: 0.00024153561530564717
Position 3226: 0.00021920823151019652
Position 4420: 0.00020927719559338338
Position 2664: 0.00016150302224875255
Position 1020: 0.00014507514841722763
Position 2986: 0.00013566577518531268
Position 217: 0.00010117457527045518
Position 3039: 9.475491856313824e-05
Position 1535: 9.019040370619654e-05
Position 1058: 6.648364880415108e-05
Position 1462: 5.091258382777526e-05
Position 1099: 3.165033569993446e-05
Position 183: 2.712866312182696e-05
Position 2522: 5.643467650129785e-06
Position 2390: 1.0471793024622055e-06
Position 116: 1.0109828186597358e-06
Position 213: 9.299949269005614e-07
Position 2418: 7.376696720971201e-07
Position 2463: 4.7315260343965514e-07
