Gene = KRBA1
index = 753
Annotated 5SS: [   56  4662  5117  5980  6525  7543  7946  8879  9839 10478 11050 13665
 14359 15330 15557 16765]
Annotated 3SS: [ 4534  4996  5823  6371  7410  7771  8722  9640 10303 10875 13511 14176
 15134 15415 16659 18192]
SMsplice 5SS: [  458  5117  5980  6525  7543  8879  9839 11050 13665 15330 15557 16765]
SMsplice 3SS: [ 4996  5823  6368  7410  8722  9640 10913 13511 15134 15415 16659 18857]
top_k =  100
Partition function (log Z): 3.692062081903797

Sorted 5' Splice Sites (High to Low Probability):
Position 11050: 0.9999999999999999
Position 5980: 0.9849607914141397
Position 5117: 0.8664815100403994
Position 6525: 0.8500351346234015
Position 13665: 0.8444350122796717
Position 15330: 0.8232625697688571
Position 8879: 0.8043637208258855
Position 7543: 0.7109067254596393
Position 9839: 0.7079490064053697
Position 16765: 0.6796593201189152
Position 458: 0.6716620406250656
Position 8565: 0.5638265467286777
Position 15557: 0.43941033829738385
Position 14359: 0.43162776806230774
Position 4662: 0.28617054917437246
Position 7946: 0.23870572717567234
Position 16843: 0.1590294537559284
Position 156: 0.15485453870367427
Position 10478: 0.13368449148304623
Position 56: 0.10855429839503895
Position 15534: 0.10590843835627506
Position 6492: 0.08798760270628449
Position 18444: 0.06200559071920651
Position 1787: 0.05852778210813345
Position 14508: 0.05722924643872841
Position 339: 0.05610548752701523
Position 1042: 0.04901692572106043
Position 6664: 0.025492981371142295
Position 16201: 0.022675428813993148
Position 14380: 0.015168976564521416
Position 8697: 0.012747713465811331
Position 9028: 0.010620653991512255
Position 241: 0.00832134455644395
Position 107: 0.008009090017345958
Position 7274: 0.004956055408336905
Position 14558: 0.003924307885293654
Position 6276: 0.0024491116767141404
Position 185: 0.000279957799337552
Position 205: 4.4284206842232976e-05
Position 6500: 2.7547808127920287e-05
Position 6510: 7.52172296399843e-06
Position 90: 1.7093749840711923e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 16659: 0.9660036062223746
Position 5823: 0.8769517891098922
Position 15134: 0.8234825359919817
Position 13511: 0.7830614866095078
Position 6368: 0.7707086708672045
Position 4996: 0.7161734522594853
Position 9640: 0.7079490064053701
Position 7410: 0.6649159776226842
Position 8722: 0.6165099617799626
Position 15415: 0.5450988104305344
Position 10913: 0.5220023232472262
Position 18857: 0.5182595403967553
Position 10875: 0.47799767675277416
Position 8519: 0.35859745953206656
Position 4534: 0.27405674563629057
Position 8494: 0.2730003514120193
Position 14176: 0.2522379214640528
Position 18876: 0.17662385522926907
Position 5041: 0.1503080577809139
Position 6371: 0.1498493066181354
Position 14264: 0.14504874297283918
Position 10303: 0.1336844914830462
Position 7771: 0.10969950291546801
Position 7733: 0.1012896301477402
Position 14475: 0.08049179979330819
Position 5856: 0.06944081027002577
Position 8564: 0.06725450718594939
Position 8675: 0.06557570111037644
Position 17861: 0.06028177663503291
Position 1666: 0.054556796356165345
Position 16910: 0.05055033982827938
Position 14127: 0.049510080189937175
Position 18311: 0.0462769981513102
Position 13607: 0.046145508630654974
Position 5867: 0.038568192034221876
Position 969: 0.0365870522877562
Position 18192: 0.034950019025572536
Position 7362: 0.03292852003892355
Position 16115: 0.026959637535796208
Position 6624: 0.024342707376528414
Position 7886: 0.01566478370105035
Position 13434: 0.015228017039508998
Position 4362: 0.012113803538081804
Position 7790: 0.012051810411413798
Position 18834: 0.01074298587165259
Position 8973: 0.010620653991512255
Position 17300: 0.00989156492001342
Position 6422: 0.008383616788890278
Position 6401: 0.007834335160533862
Position 7343: 0.006795464759905143
Position 227: 0.006120297592294886
Position 7489: 0.00527022793365931
Position 1599: 0.003970985751968105
Position 907: 0.0037915471986720373
Position 17406: 0.003491224122700535
Position 941: 0.0033571386892884297
Position 7255: 0.0030519316975855847
Position 7126: 0.002900658815218734
Position 924: 0.002897115123094588
Position 6231: 0.002716001335704321
Position 840: 0.002384072422249154
Position 301: 0.001266661052125973
Position 6411: 0.0012052128277633162
Position 6073: 0.0009103688702067537
Position 339: 0.000445792561324446
Position 6468: 3.10680866772959e-05
Position 6341: 1.8611976990397568e-05
