Gene = RPF1
index = 1193
Annotated 5SS: [  243  1746  3729 10462 11206 16189 16797 17104]
Annotated 3SS: [ 1688  3647 10365 11051 16105 16614 16976 18161]
SMsplice 5SS: [  243  1746  3729 10462 11206 16189 16797 17104]
SMsplice 3SS: [ 1688  3647 10365 11051 16105 16614 16976 18161]
top_k =  100
Partition function (log Z): 10.496932834576898

Sorted 5' Splice Sites (High to Low Probability):
Position 11206: 1.0000000000000002
Position 3729: 0.9998457072880178
Position 243: 0.9939284217343056
Position 10462: 0.979680404685806
Position 16189: 0.9569937210897081
Position 17104: 0.928049561866672
Position 1746: 0.714315995322257
Position 16797: 0.6042950502255199
Position 16806: 0.3156565322097016
Position 2058: 0.2153116683226667
Position 743: 0.11351362469087554
Position 15725: 0.11018174483362507
Position 3939: 0.08846609815186236
Position 4882: 0.08014221728180748
Position 2037: 0.04733778533518109
Position 4584: 0.04730148393713801
Position 18257: 0.03945073524460396
Position 2320: 0.028923303324483562
Position 9445: 0.028405141327008162
Position 2146: 0.02742132316645891
Position 990: 0.027145109667439573
Position 949: 0.024213261664982583
Position 699: 0.02316092112681191
Position 10913: 0.021117464996258026
Position 747: 0.015444764692716797
Position 17881: 0.015332963237213457
Position 1418: 0.012659005385082727
Position 16697: 0.012582282172283731
Position 790: 0.009509370321439121
Position 1073: 0.008998854153719215
Position 17046: 0.008867144414547376
Position 3074: 0.0074896521922171826
Position 17085: 0.006557507656675358
Position 10602: 0.006266542523175541
Position 2554: 0.004875174613171689
Position 10612: 0.004367019277799765
Position 1626: 0.004245057328819842
Position 10697: 0.003711293229057242
Position 2249: 0.003004094031490703
Position 18357: 0.0014361999540614457
Position 18205: 0.0010874750539519322
Position 503: 0.0006168995105611053
Position 583: 0.0005829050981726626
Position 573: 0.0004916359274339914
Position 3734: 0.00015429271198461744
Position 447: 6.88490755536701e-05
Position 625: 1.7620888708231918e-05
Position 809: 1.6806736957048312e-05
Position 132: 6.145681824237274e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3647: 0.9999773650976892
Position 11051: 0.9936065619054235
Position 10365: 0.9903139664867812
Position 16105: 0.9569937210897081
Position 16976: 0.930904903927834
Position 16614: 0.9308830638419333
Position 18161: 0.8711755987107992
Position 1688: 0.6781517201517197
Position 1850: 0.21232808273550213
Position 15610: 0.11018174483362507
Position 3807: 0.08822209320813612
Position 662: 0.08698451555234156
Position 721: 0.06627237902843162
Position 18492: 0.05117832162461512
Position 4618: 0.049614766516947455
Position 4447: 0.04729904399233785
Position 17625: 0.04727671211236264
Position 18274: 0.04568244255577475
Position 1905: 0.04540551274707581
Position 2099: 0.042774759930247104
Position 9303: 0.02840514132700816
Position 746: 0.02428908909890012
Position 4663: 0.022262583738960073
Position 1978: 0.021489818767455832
Position 10754: 0.021117464996258023
Position 582: 0.020519886423440322
Position 17442: 0.01935223991574111
Position 1295: 0.015907151220707683
Position 1527: 0.01343460335043969
Position 1659: 0.01270722651393907
Position 603: 0.012316189577735902
Position 17213: 0.012309743135748967
Position 17045: 0.009188438123831884
Position 1571: 0.008957676323717348
Position 4550: 0.008267306970700144
Position 2988: 0.007489652192217186
Position 11113: 0.006393438094578246
Position 16939: 0.00589099394960516
Position 2475: 0.004875174613171689
Position 18002: 0.003770267742777503
Position 10615: 0.003711293229057242
Position 857: 0.003341967050465324
Position 16878: 0.003333045000595102
Position 486: 0.0018350034753313363
Position 1511: 0.0017259745533594027
Position 941: 0.0016594897734196036
Position 16307: 0.0016508007655721077
Position 17407: 0.0007188806280391088
Position 406: 0.0004730623940127437
Position 549: 0.00035408316494599837
Position 3843: 0.0002440049437262183
Position 3460: 2.2634902313590446e-05
Position 970: 5.231354750953738e-06
