Gene = SELK
index = 1243
Annotated 5SS: [ 219 3596 5138 6163]
Annotated 3SS: [3504 5053 6075 6426]
SMsplice 5SS: [ 219 1063 3596 5138 6163]
SMsplice 3SS: [ 927 3504 5053 6075 6426]
top_k =  100
Partition function (log Z): 3.9491089184001757

Sorted 5' Splice Sites (High to Low Probability):
Position 5138: 0.9839522165205014
Position 6163: 0.9760655964697551
Position 219: 0.9573447801543213
Position 3596: 0.7693660742319682
Position 1063: 0.6684690870361106
Position 6531: 0.20686616870904206
Position 1938: 0.18169085620283212
Position 1785: 0.06797284820975898
Position 2714: 0.059194489845185286
Position 3642: 0.05226572985776236
Position 1157: 0.05005569879662736
Position 1162: 0.03616154233374253
Position 3057: 0.023755977089253744
Position 1076: 0.013353785328210237
Position 5601: 0.01121560548041955
Position 2490: 0.011160842435511504
Position 257: 0.011051704999259289
Position 310: 0.01102533043803519
Position 420: 0.008848985695697333
Position 732: 0.008523937893661652
Position 698: 0.008008726268777943
Position 5203: 0.007673058618696801
Position 542: 0.004624095493092525
Position 527: 0.004618749514559014
Position 250: 0.0027476371370496427
Position 441: 0.001766696182192545
Position 3836: 0.0017127258460486923
Position 2402: 0.0017071278632515665
Position 274: 0.0007340106091373182
Position 1020: 0.0005156877617222183
Position 1169: 0.00048312498696520285
Position 857: 0.0004294673079559561
Position 523: 0.000350029370482231
Position 436: 0.00026315849894218687
Position 223: 1.2435397735624009e-06
Position 84: 1.0467981483053117e-06
Position 190: 2.931986082502288e-07
Position 171: 2.723550990245055e-07
Position 203: 9.294933213472489e-08
Position 110: 5.168318015347968e-08
Position 42: 1.3862237545803121e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5053: 0.986397913638623
Position 6426: 0.9676187937644519
Position 3504: 0.8216284943400756
Position 927: 0.7307128783887047
Position 6075: 0.6075701012503042
Position 5968: 0.34886202500687524
Position 1686: 0.15951450087725352
Position 1833: 0.0753408411797026
Position 2539: 0.05919448984518526
Position 6710: 0.05859938988554677
Position 7495: 0.025272320895246867
Position 896: 0.0249318166846809
Position 2958: 0.023755977089253744
Position 6566: 0.02218696407667058
Position 6980: 0.016748599742844532
Position 7452: 0.0159354455320731
Position 6999: 0.013675366238261833
Position 7039: 0.011316398859142585
Position 330: 0.010861841441022051
Position 5430: 0.010053563918877725
Position 6447: 0.00977094920906826
Position 1847: 0.009395852714260262
Position 7093: 0.008963247857532814
Position 7061: 0.008800528819788603
Position 930: 0.008156624451947668
Position 6666: 0.007794513705463175
Position 2386: 0.007536047641745335
Position 6687: 0.007054804950209608
Position 6717: 0.007035306872782351
Position 6750: 0.006943301411708505
Position 6600: 0.006748739817695602
Position 6099: 0.006262305578707756
Position 574: 0.005780821885730833
Position 2283: 0.00533192265701773
Position 5072: 0.005227361500575152
Position 6083: 0.005219585993159248
Position 7224: 0.004275304690673614
Position 6052: 0.004265731216386376
Position 1062: 0.004262558291533718
Position 7380: 0.003442694408560737
Position 1642: 0.0031079385939876887
Position 1725: 0.002304571047387001
Position 6871: 0.0021605904244763217
Position 6049: 0.0021237570905762917
Position 6132: 0.0017620903337458534
Position 3699: 0.0017127258460486923
Position 6874: 0.0013094778819617151
Position 592: 0.0011055061320823084
Position 5488: 0.0010300169429934977
Position 7507: 0.0007901367150732333
Position 542: 0.0007056458003562833
Position 474: 0.0006053176620760706
Position 298: 0.00047393429050610265
Position 850: 0.0004622956391341211
Position 600: 0.0003421922877017886
Position 934: 0.00019567845104476593
Position 689: 0.00018802637352769035
Position 731: 0.00017723798332464156
Position 6379: 0.00017186399672463693
Position 955: 0.0001641036066618584
Position 6450: 0.000153225262425118
Position 5449: 0.00013202461854833103
Position 350: 9.980009321463316e-05
Position 992: 8.189381018675426e-05
Position 989: 7.107691948421824e-05
Position 6444: 6.136916748921987e-05
Position 6477: 2.2143314060932284e-05
Position 6474: 1.469120911013331e-05
Position 3318: 3.309749655568267e-06
