Gene = TBL2
index = 1381
Annotated 5SS: [ 372 4409 4854 5472 5948 7603]
Annotated 3SS: [4277 4668 5319 5820 7449 7818]
SMsplice 5SS: [ 372 4409 4854 5472 5948 7603]
SMsplice 3SS: [4277 4735 5319 5820 7478 7818]
top_k =  100
Partition function (log Z): 6.838410977501553

Sorted 5' Splice Sites (High to Low Probability):
Position 4409: 0.9982577384175596
Position 5472: 0.9955215865469111
Position 7603: 0.8584879442707024
Position 5948: 0.8377708495399413
Position 372: 0.4959773945756494
Position 4831: 0.3918189150042381
Position 4854: 0.3707288749165857
Position 2251: 0.2373863305909991
Position 4876: 0.23151852673392154
Position 320: 0.19945343014502323
Position 502: 0.13661664495239176
Position 507: 0.0753410362192479
Position 4608: 0.06695907188973098
Position 7973: 0.04268629721000899
Position 5750: 0.030205466865524017
Position 1152: 0.026443852147240106
Position 6991: 0.021298530362839557
Position 7932: 0.020059441907729562
Position 2002: 0.018943458444952353
Position 546: 0.015467736682182492
Position 168: 0.014682988638501773
Position 3858: 0.010854680665181669
Position 819: 0.008876761986642575
Position 1072: 0.008660577340784792
Position 8126: 0.007994478919956631
Position 49: 0.007356172839904308
Position 767: 0.005339534169624054
Position 2526: 0.004374601207538409
Position 6899: 0.0032368879145449536
Position 222: 0.002748225357409207
Position 3129: 0.0026418132649455067
Position 8064: 0.001935247599743287
Position 1047: 0.0019281210512068008
Position 4418: 0.0017361003085351791
Position 1295: 0.0015377361434551365
Position 5931: 0.0014282288637798848
Position 5658: 0.001248885146314815
Position 5962: 0.0008704561160715261
Position 6949: 4.000405206710092e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4277: 0.9997109028254133
Position 7818: 0.9614988535672014
Position 5319: 0.8766205827789795
Position 7478: 0.6927729096654436
Position 5820: 0.592121348875513
Position 4735: 0.5048075259226713
Position 4668: 0.30197785444249337
Position 5845: 0.2383934968917355
Position 2089: 0.2176525314212631
Position 7449: 0.14724310809671948
Position 5368: 0.1092714517683644
Position 4706: 0.06273195308888217
Position 4551: 0.052644361716098854
Position 4703: 0.04514527409695259
Position 4607: 0.03965938906671238
Position 8363: 0.03475264187059251
Position 8446: 0.029467296852232847
Position 4631: 0.028152925542450368
Position 8513: 0.02360521926899145
Position 2209: 0.0197337991697361
Position 7513: 0.018471926508538933
Position 6730: 0.015544692203947599
Position 4491: 0.015499702543639847
Position 7837: 0.013627071412744829
Position 5604: 0.013184249808802912
Position 6755: 0.01114438569616829
Position 3757: 0.010854680665181669
Position 4511: 0.009294710958969991
Position 1913: 0.008119937784498769
Position 5699: 0.006878186729557157
Position 1902: 0.00592655028721593
Position 5321: 0.00513683836806186
Position 5644: 0.004638066586676865
Position 5286: 0.003976826158088535
Position 887: 0.0037894464790469125
Position 2389: 0.0033131492201084693
Position 7865: 0.0031702099725026446
Position 5742: 0.0030949460966967226
Position 9550: 0.0029088603953622257
Position 2766: 0.002641813264945506
Position 5584: 0.0025950534214624487
Position 5909: 0.0024423582892609133
Position 5825: 0.0019480572847917316
Position 5627: 0.0016411439310014548
Position 1219: 0.0015377361434551354
Position 7972: 0.0013057910850460396
Position 5739: 0.0012994860591998946
Position 2392: 0.00106145198742994
Position 5869: 0.0009543990174856325
Position 5559: 0.0009449587083647686
Position 5542: 0.0009078105880407587
Position 5876: 0.000706189885142931
Position 4779: 0.0005836749504570922
Position 4578: 0.000520939166776826
Position 5118: 0.00031700548329727777
Position 3986: 0.00028187408189156443
Position 5093: 0.00019888199011900196
Position 4562: 6.358565066940565e-06
Position 3982: 1.0618187899381737e-06
Position 4767: 3.63273987633816e-07
Position 4670: 3.5520931701475656e-07
