Gene = SRFBP1
index = 1331
Annotated 5SS: [  108 12324 13427 32710 57381 58842 60447]
Annotated 3SS: [12234 13353 32637 57298 58126 60408 64980]
SMsplice 5SS: [  108 12324 13427 32710 57381]
SMsplice 3SS: [12234 13353 32637 57298 64980]
top_k =  100
Partition function (log Z): -25.846426179205395

Sorted 5' Splice Sites (High to Low Probability):
Position 13427: 0.9992843841896051
Position 12324: 0.9403525156402902
Position 108: 0.8492620152014827
Position 827: 0.41915864364128963
Position 851: 0.19597924898561822
Position 16357: 0.1692950611507741
Position 19080: 0.14866056403270891
Position 16502: 0.10801723110205531
Position 261: 0.06815922358444647
Position 12338: 0.05963878352417089
Position 522: 0.048988090576577395
Position 359: 0.04399471160855076
Position 285: 0.03417247845964805
Position 195: 0.009285500463447394
Position 294: 0.0049232775846703705
Position 415: 0.004194293876723963
Position 596: 0.00264653593907797
Position 434: 0.0013690060777845027
Position 439: 0.0011607510251434659
Position 400: 0.0010304489144075271
Position 13845: 0.001004608110814075
Position 567: 0.0006134536778863512
Position 380: 0.00036963948707586304
Position 218: 6.210753935529648e-05
Position 200: 2.9647404605970844e-05
Position 144: 2.7248984819301972e-05
Position 175: 2.6966206729004682e-05
Position 13443: 1.2850039322537265e-05
Position 30: 2.674689834762712e-06
Position 172: 1.6147358528490887e-06
Position 17: 1.4487380719730729e-06
Position 215: 3.9246117036522945e-07
Position 36: 2.403745777950065e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 13353: 0.9999912991644611
Position 12234: 0.9999912991644577
Position 690: 0.4257482531987966
Position 19258: 0.4154196468698776
Position 18846: 0.3227327149216202
Position 16270: 0.29662043091434936
Position 17002: 0.10298694093976575
Position 596: 0.08844526318432389
Position 284: 0.06536093418543772
Position 735: 0.06047867206266675
Position 628: 0.04047141422315108
Position 16240: 0.03869211737135032
Position 15590: 0.03221966255103749
Position 18967: 0.024174829709799076
Position 19182: 0.023004790665390677
Position 13932: 0.02068560619910815
Position 15783: 0.019247194531850035
Position 13705: 0.015901874860600736
Position 17788: 0.013643977369804532
Position 16401: 0.013361255973745533
Position 15798: 0.013331203341854826
Position 19752: 0.011361449246120214
Position 14399: 0.009884145926426486
Position 16445: 0.008861287714442083
Position 16344: 0.008151582749562378
Position 13730: 0.006599153701915677
Position 16965: 0.006350084573275962
Position 15048: 0.0051822449416778615
Position 14088: 0.004786451733709603
Position 14489: 0.004734691835745836
Position 15695: 0.004414269676880555
Position 15137: 0.003927090305366015
Position 474: 0.0035312691272143823
Position 385: 0.0011554759421192058
Position 227: 0.0002624383937905103
Position 355: 7.769579893106163e-06
Position 346: 5.181717421435866e-06
Position 514: 1.689459571446955e-06
