Gene = STIL
index = 1347
Annotated 5SS: [  112  1200  3872  9259 11914 12587 14243 18383 20690 24713 26597 31803
 33907 42072 44513 51245 53859]
Annotated 3SS: [  990  3784  9150 11800 12398 13994 18298 20602 24561 26486 31687 32937
 41905 44280 51033 53607 62224]
SMsplice 5SS: [  112   301  3872 11914 12587 18383 26597 31791 42072 44513 53859]
SMsplice 3SS: [  217  3784 11800 12398 18298 26486 31687 41905 44280 53607 63040]
top_k =  100
Partition function (log Z): -7.785216879027626

Sorted 5' Splice Sites (High to Low Probability):
Position 18383: 0.9999963418283815
Position 112: 0.9895904421443213
Position 12587: 0.9789867976630489
Position 3872: 0.9428368854822465
Position 11914: 0.9424449502479092
Position 32470: 0.9144502280425817
Position 42072: 0.8178002625983909
Position 31791: 0.7989954277911957
Position 301: 0.7357324288646487
Position 14243: 0.5457771677523702
Position 9259: 0.5107739859696426
Position 44513: 0.4335375433671864
Position 31803: 0.2010009140371869
Position 12221: 0.18670891364823852
Position 3928: 0.05716291470450092
Position 32532: 0.03556191577081171
Position 1200: 0.0292977282517175
Position 33202: 0.02059390057675908
Position 12260: 0.018148755586135393
Position 1983: 0.01715007856690713
Position 33907: 0.01536191868816011
Position 314: 0.011097136698923768
Position 514: 0.008873830802624997
Position 1783: 0.0057871472796295915
Position 2491: 0.004632538775867027
Position 33031: 0.003896395662932299
Position 284: 0.0038504385624428543
Position 354: 0.00339042126780582
Position 172: 0.0018542545328109447
Position 5901: 0.0015502569238724792
Position 5791: 0.0014454908674510312
Position 1086: 0.001331713110335459
Position 1233: 0.000509564908569845
Position 1919: 0.0005017569609667634
Position 560: 0.00043657710734697723
Position 106: 8.158053731218279e-05
Position 4865: 1.5646210162315873e-05
Position 4718: 1.4575183910268842e-05
Position 116: 3.737673158394778e-06
Position 135: 3.440955986048195e-06
Position 176: 2.3400036416864766e-06
Position 126: 3.092765727403365e-07
Position 45: 1.1315519139779894e-07
Position 3880: 5.8394922480570716e-08
Position 4008: 2.0091763634868998e-08
Position 38: 1.2185626494604297e-08
Position 180: 7.75795238163854e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 31687: 0.9999963418283833
Position 18298: 0.9999963418283817
Position 3784: 0.9999904718290065
Position 12398: 0.9789904509971311
Position 11800: 0.9543412786434348
Position 41905: 0.8483968681442835
Position 32342: 0.7786088135764285
Position 217: 0.7147672299656935
Position 44280: 0.6297069524552954
Position 9150: 0.4500820649113806
Position 13994: 0.3052754049295443
Position 44937: 0.1941091837736073
Position 12148: 0.19296134083884875
Position 14178: 0.18351502824593305
Position 43926: 0.13623164218271863
Position 44899: 0.12982803048193708
Position 44911: 0.10960032911164135
Position 32937: 0.06669890446809319
Position 32345: 0.06072196371138808
Position 9165: 0.060691921058262
Position 32445: 0.05861529438828759
Position 14074: 0.05698673457689318
Position 32320: 0.05618174411825756
Position 42591: 0.051861667960377965
Position 33393: 0.043972691852719674
Position 200: 0.0249447827424209
Position 1697: 0.016449616743322893
Position 33722: 0.01594562890792147
Position 37197: 0.014737220876247514
Position 34867: 0.012903842814540397
Position 1041: 0.00917592201397683
Position 1128: 0.0076843133735684495
Position 34061: 0.007665279712807895
Position 34422: 0.007004540851565558
Position 434: 0.006193906244232313
Position 192: 0.005862216302020448
Position 34753: 0.005848860689664742
Position 987: 0.005645354355163919
Position 33433: 0.0055451650621513755
Position 33371: 0.0048553473348978615
Position 2404: 0.004632538775867027
Position 826: 0.004057445056938011
Position 1721: 0.0032311862143123054
Position 220: 0.003124314533735315
Position 1822: 0.0029899939732552583
Position 990: 0.0022060045697885606
Position 1125: 0.001927901326290296
Position 5597: 0.001445490867451033
Position 5763: 0.000890492408252204
Position 1825: 0.00076818587661303
Position 33093: 0.0007565467911329767
Position 32596: 0.0007349931508198895
Position 32725: 0.0006669941184237184
Position 5759: 0.0006597645156202752
Position 1169: 0.0004364960868082035
Position 230: 1.9967682496082392e-05
Position 4500: 1.7378282422193483e-05
Position 3761: 9.406841397425497e-06
Position 4601: 9.304410481897599e-06
Position 1172: 5.569488088531421e-06
Position 4749: 3.5435386996306054e-06
Position 227: 3.1296541276984964e-06
Position 438: 5.682246916659415e-07
Position 342: 4.6416753603714654e-07
Position 369: 2.573228220363302e-07
Position 250: 1.4893847503167494e-07
Position 264: 3.7393423289195526e-08
Position 267: 1.5053035477364026e-08
Position 241: 7.837457219281886e-09
Position 300: 6.2023242349430545e-09
Position 295: 5.970090672579827e-09
Position 246: 3.0294221786913377e-09
Position 321: 2.5819935632793263e-09
Position 3808: 3.0301398708726537e-12
