Gene = ATP5F1
index = 111
Annotated 5SS: [  646   938  5421  7314  7820 10701]
Annotated 3SS: [  900  5274  7149  7693 10520 11980]
SMsplice 5SS: [  646  5421  7314 10701]
SMsplice 3SS: [ 5306  7149 10520 11980]
top_k =  100
Partition function (log Z): -4.136497075271353

Sorted 5' Splice Sites (High to Low Probability):
Position 7314: 0.9969618220551398
Position 5421: 0.9703987462205876
Position 10701: 0.8174285997384633
Position 646: 0.7301435337399691
Position 7820: 0.3989715814711358
Position 938: 0.38842201020536304
Position 9241: 0.13915246393591452
Position 6074: 0.09610938311857875
Position 126: 0.06772362341648357
Position 6086: 0.039857785017865965
Position 11750: 0.03461522955342794
Position 12055: 0.028678128881031044
Position 12061: 0.020080443057795126
Position 10774: 0.018506495162823305
Position 51: 0.017962233739763397
Position 14: 0.016327503937166945
Position 84: 0.01569777684141336
Position 6108: 0.011365602038033978
Position 308: 0.00933658942042113
Position 807: 0.004126989860367575
Position 756: 0.00293511636975902
Position 653: 0.0006039851816728991
Position 519: 0.0005719876216528189
Position 215: 0.0005559301229603934
Position 311: 0.00038261125467673243
Position 5812: 0.00022300020480719673
Position 621: 0.00018749154751994824
Position 480: 9.006155610147297e-05
Position 839: 6.787066723786535e-05
Position 241: 5.7861638573585456e-05
Position 5445: 8.95356266113935e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7149: 0.9242129483049456
Position 5306: 0.9137569526711138
Position 11980: 0.8916964758522343
Position 10520: 0.45516855155897207
Position 10619: 0.3801444988185227
Position 7693: 0.223490849822831
Position 900: 0.13284994563017385
Position 13564: 0.12099747304000025
Position 549: 0.10973136152614667
Position 9105: 0.0933448220697756
Position 5907: 0.08087397061883168
Position 7712: 0.07944152235277395
Position 7107: 0.07170877541671786
Position 7554: 0.06161309602857588
Position 5274: 0.05122091382934326
Position 9079: 0.046906640700247575
Position 11659: 0.03784471630276994
Position 7747: 0.03494408119330425
Position 5929: 0.0347116691761716
Position 5960: 0.029316989566755037
Position 11949: 0.015154539416324973
Position 11460: 0.00802142667350476
Position 475: 0.006938997715074941
Position 10383: 0.005504195487564104
Position 5107: 0.005421775076396695
Position 570: 0.003167731017554389
Position 914: 0.002470885020295971
Position 5926: 0.002430140812720406
Position 7290: 0.002047160806034682
Position 10942: 0.0018416717372384398
Position 5545: 0.00034075218354137236
Position 7604: 0.00019356629465974528
Position 642: 1.2349333465831706e-05
Position 258: 8.738208578836904e-06
Position 420: 7.61748702484277e-06
Position 678: 2.12820976548966e-06
Position 480: 1.4565845026205264e-06
Position 297: 7.377995945660696e-07
Position 342: 6.762291365109006e-07
Position 486: 2.80678300785098e-07
Position 209: 2.716814874641277e-07
