Gene = BROX
index = 144
Annotated 5SS: [  390  3248  6479  6807  9962 11612 13003 14705 16276 17149 17625 18964]
Annotated 3SS: [ 3130  6371  6709  9865 11538 12896 14614 16189 17066 17473 18803 20074]
SMsplice 5SS: [  390  2717  3248  6479  6807 11612 13003 14705 16276 17149 17625]
SMsplice 3SS: [ 2591  3130  6371  6709 11495 12896 14614 16189 17066 17473 20074]
top_k =  100
Partition function (log Z): 11.815789753877526

Sorted 5' Splice Sites (High to Low Probability):
Position 6807: 1.000000000000003
Position 14705: 0.970152900458272
Position 17625: 0.957921966587688
Position 13003: 0.9293333634904692
Position 11612: 0.9270776493853156
Position 6479: 0.8638700891288668
Position 3248: 0.8046879978036745
Position 2717: 0.7900251785680179
Position 16276: 0.7072871823660729
Position 17149: 0.6763538644927539
Position 390: 0.631887472239892
Position 864: 0.4038424281564467
Position 20193: 0.24187821094602016
Position 3283: 0.19531200219632763
Position 16979: 0.1932262527723257
Position 63: 0.17694535681951426
Position 2974: 0.1578483755803235
Position 10414: 0.14352319529696694
Position 9962: 0.1376050483832425
Position 1115: 0.08137529761748323
Position 16945: 0.06760763419405681
Position 12518: 0.06246941732359361
Position 20487: 0.060021416222550805
Position 18964: 0.056209402477584006
Position 1154: 0.05344264395848945
Position 13017: 0.04854605816310018
Position 11988: 0.045375444648915936
Position 20456: 0.036091280621003405
Position 6627: 0.02139975947265181
Position 18425: 0.02054915013635772
Position 20146: 0.018448121288939773
Position 2506: 0.013762145500127894
Position 394: 0.009454431287103219
Position 218: 0.0068216934493947135
Position 2942: 0.004131292297069861
Position 7544: 0.003790860773436154
Position 17603: 0.002575235797276882
Position 821: 0.0021365493712083607
Position 2660: 0.0008297000737403214
Position 661: 0.0005747000750341094
Position 243: 0.00010106329669997437
Position 238: 6.978709873020156e-05
Position 284: 4.6139390173746915e-05
Position 130: 4.5463988902017757e-05
Position 832: 4.219856484788969e-05
Position 292: 2.6909656507835755e-05
Position 268: 1.4544410604049108e-05
Position 7110: 9.83898332911157e-06
Position 298: 4.435747245918252e-06
Position 275: 2.9791884015663135e-06
Position 289: 2.550590186248628e-06
Position 86: 5.387394244993801e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12896: 0.9778794216535696
Position 6709: 0.9777314365790845
Position 14614: 0.9618332197037227
Position 17473: 0.9604972023849649
Position 20074: 0.9328884050092742
Position 3130: 0.8575402178186885
Position 11495: 0.8028879328260813
Position 2591: 0.7499067718286156
Position 17066: 0.6647335938938389
Position 16189: 0.5011706945822627
Position 6371: 0.3182466110544959
Position 6237: 0.30855946465164397
Position 16836: 0.2724541575652972
Position 22114: 0.25884996259278026
Position 6286: 0.23706401342272707
Position 16118: 0.19539045297397048
Position 2825: 0.16648954096734864
Position 10332: 0.14352319529696686
Position 702: 0.13807939408874081
Position 3166: 0.13794990909135754
Position 1034: 0.13481794157597274
Position 11538: 0.12418971655923412
Position 20347: 0.10868511396163442
Position 9865: 0.10862407755512045
Position 12266: 0.062469417323593526
Position 18803: 0.05978409253844683
Position 2400: 0.05362206092131909
Position 358: 0.04338162289177026
Position 20320: 0.0424685711397672
Position 11882: 0.038784824262813766
Position 9915: 0.028980970828122246
Position 6576: 0.028459882294182476
Position 736: 0.02208807811856853
Position 18312: 0.02054915013635772
Position 480: 0.016349008295493708
Position 6563: 0.015189098364862262
Position 16084: 0.010726034809839767
Position 14562: 0.008319680754548602
Position 20039: 0.007076759237751214
Position 11941: 0.0064026416394632555
Position 489: 0.0044452076840644505
Position 361: 0.003708541546843771
Position 18826: 0.002895527076445294
Position 523: 0.002269459895568644
Position 7471: 0.002233734296794807
Position 7449: 0.0015571264766413482
Position 292: 0.0015481008760243357
Position 2430: 0.0010881913919514583
Position 11886: 0.00018797874663893294
Position 575: 5.7346004243856544e-05
Position 543: 4.949023773045454e-05
Position 587: 2.1029456533914454e-05
Position 6742: 1.1878656404361008e-05
Position 221: 1.1161354798360056e-05
Position 501: 1.0801619933893012e-05
Position 6595: 7.463578120438116e-06
Position 6931: 5.479379178441992e-06
Position 6965: 2.3104818698791803e-06
Position 7014: 2.0491222807903977e-06
