Gene = RP11-540D14.8
index = 1175
Annotated 5SS: [  189 21657 22195 22458]
Annotated 3SS: [21342 22128 22379 22664]
SMsplice 5SS: [  189   813  2674  3269 12160 21657 22195 22458]
SMsplice 3SS: [  693  2551  2981 11903 21342 22128 22379 22664]
top_k =  100
Partition function (log Z): -8.364117449153575

Sorted 5' Splice Sites (High to Low Probability):
Position 12160: 0.9990959124275727
Position 21657: 0.99443913240439
Position 3269: 0.9136680141200848
Position 22458: 0.9125722330424075
Position 813: 0.8879252815740847
Position 2674: 0.8406902579519182
Position 189: 0.6642409795032449
Position 9839: 0.3333246041900633
Position 1181: 0.1112726712406225
Position 579: 0.10923657466214974
Position 1452: 0.10309183750649277
Position 22515: 0.03365999212397992
Position 179: 0.01625319066751495
Position 160: 0.004317893880731445
Position 603: 0.004151494112501791
Position 2694: 0.0031681546641228507
Position 1299: 0.002631852184656418
Position 1566: 0.0015141783934064402
Position 827: 0.0012864299391724563
Position 223: 0.0011774911687125657
Position 583: 0.0007136369218000876
Position 817: 0.00023391240308203
Position 733: 0.00020522519386361365
Position 361: 0.00015615530822203204
Position 428: 7.520905239931581e-05
Position 416: 7.515839301009444e-05
Position 626: 6.906236431720162e-05
Position 25: 5.841339171697624e-05
Position 9601: 5.2499900520317407e-05
Position 163: 3.658431639183573e-05
Position 5: 2.7967879700984643e-05
Position 380: 2.7685344437856658e-05
Position 3693: 2.7060991070133128e-05
Position 382: 2.2252957643996305e-05
Position 6890: 1.8323747680876753e-05
Position 310: 1.590583446996501e-05
Position 103: 1.4895587270219996e-05
Position 527: 1.332975237105465e-05
Position 822: 1.18009381859047e-05
Position 3314: 2.578940464715646e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 11903: 0.9993183898990503
Position 21342: 0.9983627948627789
Position 22664: 0.902455830273957
Position 2981: 0.8732048160485414
Position 2551: 0.8091647564140887
Position 22379: 0.7947899476179778
Position 693: 0.6914001528079015
Position 9667: 0.3334902296601874
Position 22420: 0.18961502945510775
Position 1073: 0.10409325150869529
Position 2957: 0.040611139304995464
Position 1321: 0.03980443785312439
Position 22966: 0.03715503033593001
Position 2591: 0.03469744829548326
Position 1255: 0.026475350738757293
Position 1134: 0.016753886249414547
Position 22667: 0.016655519887803918
Position 1389: 0.013180689281764996
Position 713: 0.011959973768055509
Position 1298: 0.0034191624727474296
Position 1440: 0.0015136219989626048
Position 17673: 0.0007331175647937581
Position 11274: 0.00021446808635832923
Position 6438: 7.57257511225514e-05
Position 699: 5.89520264178851e-05
Position 1080: 5.783459836017459e-05
Position 9545: 5.2499900520317407e-05
Position 939: 4.084709075375053e-05
Position 1096: 4.0398959637190426e-05
Position 6692: 3.289072180641611e-05
Position 3623: 2.3762097854598347e-05
Position 907: 2.066030330187231e-05
Position 6468: 2.0282546597982276e-05
Position 517: 1.729132456573148e-05
Position 3894: 1.0319444800957018e-05
Position 5997: 9.981446067892647e-06
Position 5104: 8.350078122572647e-06
Position 372: 8.254035614529163e-06
Position 507: 6.073662720072128e-06
Position 3638: 4.772901743052615e-06
Position 5420: 3.5857047187015277e-06
Position 993: 3.539175120638974e-06
Position 5270: 3.1230110847653527e-06
Position 4535: 2.5909098546660216e-06
Position 393: 1.7660592827995521e-06
Position 424: 1.2254970486286846e-06
Position 733: 1.0560970021587182e-06
Position 2823: 1.0072454165181693e-06
Position 575: 4.301033919720796e-13
