Gene = GEMIN5
index = 584
Annotated 5SS: [  242  1185  2369  6111  6752  9683 10825 12348 13741 16867 18243 20279
 21212 25311 26483 30619 32847 33703 35130 35671 36871 39019 39770 42118
 45823 46969 48889]
Annotated 3SS: [ 1023  2186  5958  6631  9549 10658 12134 13654 16783 18105 20204 21029
 25170 26310 30390 32732 33579 35033 35532 36722 38898 39558 41865 45659
 46466 48791 49831]
SMsplice 5SS: [  242  2369  6111  6752  9683 10825 12348 13741 16867 18243 20279 21212
 25311 26483 30619 33703 34756 35671 36871 37794 39019 39770 42118 45823
 46752 48889 49992]
SMsplice 3SS: [ 2186  5958  6631  9549 10658 12231 13654 16783 18105 20204 21029 25170
 26310 30437 33579 34436 35532 36722 37704 38898 39693 41865 45659 46466
 48791 49884 50095]
top_k =  100
Partition function (log Z): 30.163052184097396

Sorted 5' Splice Sites (High to Low Probability):
Position 26483: 0.9994492192609771
Position 18243: 0.9889079538432047
Position 6752: 0.9838090261554235
Position 6111: 0.9837642023109345
Position 21212: 0.9817199251151253
Position 36871: 0.9797177061707086
Position 39019: 0.96748461414805
Position 12348: 0.9621923208053282
Position 35671: 0.9549701494372077
Position 45823: 0.954448714735397
Position 33703: 0.9269035124281669
Position 242: 0.9196557118085388
Position 25311: 0.9192879156313417
Position 2369: 0.906377664970812
Position 34756: 0.8988811325658892
Position 39770: 0.8696085212932084
Position 42118: 0.8550714646040899
Position 9683: 0.8405061561848901
Position 20279: 0.8193104102567152
Position 46752: 0.8151035069808168
Position 13741: 0.8090419537491361
Position 30619: 0.8023973825768338
Position 48889: 0.766716462465681
Position 1185: 0.7282308868438632
Position 10825: 0.7043954722085994
Position 49992: 0.6639386846961338
Position 35130: 0.6608552118660136
Position 37794: 0.5823454229946835
Position 25680: 0.5228493377182808
Position 16867: 0.4912038074137789
Position 46969: 0.4708367553262272
Position 884: 0.3230633456691226
Position 35399: 0.32294463744498497
Position 33982: 0.29299232923452906
Position 8025: 0.2904392928212173
Position 34138: 0.2815127775310725
Position 46613: 0.18274020264625643
Position 7674: 0.14619882091696507
Position 14063: 0.1458149411138953
Position 32847: 0.09707103109940401
Position 37400: 0.06794858884029248
Position 2569: 0.05689041105024224
Position 1495: 0.051204664328927826
