Gene = ANKMY2
index = 81
Annotated 5SS: [  311  9427 18778 20835 30074 35269 36188 41097 43438]
Annotated 3SS: [ 9361 18638 20735 29912 35053 36051 40967 43307 44871]
SMsplice 5SS: [  311  9427 18778 20835 28425 28609 41097]
SMsplice 3SS: [ 9361 18638 20735 28340 28523 40967 44871]
top_k =  100
Partition function (log Z): -9.984356050670037

Sorted 5' Splice Sites (High to Low Probability):
Position 9427: 1.0000000000000018
Position 20835: 0.9987639482808124
Position 28609: 0.9958771034515932
Position 311: 0.9585927336475228
Position 1133: 0.84781787499003
Position 18778: 0.7176728700849129
Position 30355: 0.6670346192861822
Position 30074: 0.5241016474265883
Position 29215: 0.33511115742834874
Position 36188: 0.314547386291506
Position 4217: 0.14805553298338803
Position 12461: 0.13116467124570183
Position 2376: 0.1207840531167711
Position 8825: 0.09064569912371356
Position 18720: 0.06463905303272785
Position 660: 0.057869102460241933
Position 1903: 0.05217649598601394
Position 1682: 0.04216412508251988
Position 1428: 0.02624094474325942
Position 2348: 0.02476634708748153
Position 418: 0.021563984853067878
Position 1473: 0.017066879624406953
Position 561: 0.009983957827388427
Position 670: 0.005808696732336454
Position 680: 0.005238216118703839
Position 1174: 0.0035514760011983327
Position 1185: 0.003004893208943644
Position 122: 0.003004244054476794
Position 486: 0.0026920136415879404
Position 805: 0.001920232140534813
Position 142: 0.00014336272805159304
Position 469: 7.638598192384752e-05
Position 317: 4.2133251497779916e-05
Position 76: 2.9028826035816334e-05
Position 149: 1.846909470864057e-05
Position 19: 1.3206943616401137e-05
Position 408: 8.677075616707564e-06
Position 458: 8.474994389535019e-06
Position 46: 4.686809296745905e-06
Position 392: 4.570850516065037e-06
Position 520: 3.909305351147995e-06
Position 113: 3.0690921445827124e-06
Position 136: 1.8256408143938004e-06
Position 134: 1.8134943138455262e-06
Position 3787: 7.59982361121741e-07
Position 2841: 7.266081873978767e-07
Position 189: 1.659867057501236e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9361: 1.0000000000000016
Position 20735: 0.9993238268448945
Position 28523: 0.9958771034515932
Position 18638: 0.6563675868218911
Position 30223: 0.6366847001159217
Position 29912: 0.524101647426588
Position 36291: 0.4394404974891915
Position 29064: 0.4321229242822367
Position 1004: 0.4179027157614583
Position 1023: 0.40894310221325936
Position 36051: 0.3574112422909737
Position 31591: 0.1577505894960582
Position 4123: 0.148055532983388
Position 12284: 0.13116620519758224
Position 2238: 0.12943881129012053
Position 18666: 0.12600279915085016
Position 8626: 0.09064569912371356
Position 29087: 0.08401685414404686
Position 30177: 0.07032799590537447
Position 586: 0.061677628519402165
Position 34225: 0.055236775823836924
Position 1830: 0.052176274715555526
Position 31903: 0.03707131390581715
Position 1610: 0.035173501324014006
Position 1373: 0.02911185998824138
Position 31409: 0.015653047241331108
Position 30802: 0.014121315932825142
Position 852: 0.011516244886203517
Position 2173: 0.009250915165527595
Position 30723: 0.008846368678154939
Position 1265: 0.00823858504224485
Position 953: 0.008079404627994217
Position 870: 0.007146055322944764
Position 2198: 0.006860673748604463
Position 1586: 0.006827164501725763
Position 28854: 0.006773485981078901
Position 1427: 0.005873237622370299
Position 468: 0.002423881778054385
Position 212: 0.0013397753582577768
Position 18983: 0.0006120905678277796
Position 1079: 0.0005803962422988863
Position 711: 0.0004824204360249989
Position 417: 0.00047236081682778077
Position 1036: 0.00018409914738239322
Position 679: 0.00016898486969019796
Position 216: 0.00011963921449912319
Position 873: 0.000107506945704596
Position 619: 0.00010104206442998297
Position 425: 9.429047968927884e-05
Position 231: 8.433062507925339e-05
Position 1346: 6.868194306533775e-05
Position 1322: 6.203258995779578e-05
Position 721: 4.97722562883051e-05
Position 262: 1.868573155508953e-05
Position 1099: 1.727759104252149e-05
Position 1132: 1.1567430409546897e-05
Position 9517: 4.085780299915733e-06
Position 838: 2.9345030284318348e-06
Position 3633: 7.59982361121741e-07
Position 2792: 7.266081873978792e-07
Position 1319: 4.723747086329089e-08
Position 529: 1.3010257489292519e-11
