Gene = LRRIQ3
index = 798
Annotated 5SS: [   249   1147  27952  74291 109024 142472]
Annotated 3SS: [   822  27817  74130 108893 141750 156714]
SMsplice 5SS: [   249   1147   8702  13369  27952  74291 109024 123539 130119 133281]
SMsplice 3SS: [  1013   8480  13228  27817  74130 108893 123267 129998 133112 156714]
top_k =  100
Partition function (log Z): -70.01856208238895

Sorted 5' Splice Sites (High to Low Probability):
Position 1147: 0.990235906351456
Position 249: 0.9625139281355352
Position 8702: 0.7848303770414697
Position 13369: 0.5278372422207085
Position 897: 0.3097714968012166
Position 906: 0.14682014778893712
Position 973: 0.025119801073813237
Position 524: 0.016073537779158317
Position 457: 0.014098733953729396
Position 76: 0.013383019845029836
Position 593: 0.008109222824552743
Position 922: 0.0076631140097881325
Position 393: 0.007500197324709408
Position 159: 0.003362291519466965
Position 306: 0.0003533615438433065
Position 648: 0.00017544800043948217
Position 424: 0.0001453522152778439
Position 748: 0.00010155109611158651
Position 101: 8.274189670134454e-05
Position 598: 7.963006932693618e-05
Position 208: 5.490485519120411e-05
Position 400: 3.222210424278749e-05
Position 344: 2.46274136541501e-05
Position 122: 1.2943662813975419e-05
Position 96: 1.2185386304450196e-05
Position 49: 2.7081493143904148e-06
Position 445: 2.5937235295673153e-07
Position 328: 2.394319669981664e-07
Position 34: 1.8977406005615336e-07
Position 15: 2.444209683661466e-08
Position 90: 1.9538552179492472e-08
Position 211: 7.520695988485463e-10
Position 140: 1.3235531811263958e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1013: 0.7481493009402276
Position 822: 0.6662529169700645
Position 13228: 0.6606452163426811
Position 8480: 0.5283756934413146
Position 15930: 0.5278372422207085
Position 8483: 0.35224339869653565
Position 10392: 0.15799105154791732
Position 1060: 0.035971660459851174
Position 1030: 0.02574530031502848
Position 4049: 0.01972253346238755
Position 4545: 0.013503720799637688
Position 2911: 0.011006442736534004
Position 523: 0.009483459708312478
Position 189: 0.006599241169689577
Position 328: 0.006097308406779277
Position 4773: 0.006039986595674878
Position 4130: 0.005032837085731678
Position 973: 0.004197623454403194
Position 157: 0.0035697267748622504
Position 4744: 0.003456079134528226
Position 803: 0.0033641186272681083
Position 4652: 0.0031521182178730353
Position 3110: 0.0029683348739174987
Position 482: 0.0019954799036795397
Position 3146: 0.0019726594317499733
Position 1468: 0.001922429128149224
Position 1091: 0.0018197546497984215
Position 2160: 0.0014269626684140558
Position 4906: 0.0012649619421386334
Position 995: 0.0012497254076576283
Position 1850: 0.0011479830950316692
Position 2101: 0.0009670325832827131
Position 1419: 0.0009384442883148981
Position 1585: 0.0006462841945391682
Position 1547: 0.0006421131265686572
Position 711: 0.000497524627466064
Position 977: 0.00015794058132079502
Position 389: 0.00015673777751480864
Position 1071: 7.576342389652422e-05
Position 397: 3.8730514621514975e-05
Position 445: 3.267457296742736e-05
Position 140: 2.5394931207233236e-05
Position 208: 8.023895610084114e-06
Position 784: 3.108304635575017e-06
Position 1135: 1.974109538019726e-06
Position 828: 4.1136621666523945e-07
