Gene = NCAPG2
index = 915
Annotated 5SS: [  106  3008 11520 11987 14261 15010 17481 18657 21529 24108 24869 29352
 33315 40301 40645 42635 46491 48277 48569 49490 49711 50234 52536 53997
 58369 59310 60540]
Annotated 3SS: [ 2890 11330 11871 14105 14874 17385 18586 21441 24011 24742 29171 33161
 40077 40531 42460 46419 48122 48394 49372 49569 50133 52347 53855 58264
 59208 60439 73110]
SMsplice 5SS: [  106  3008 11466 11987 15010 17481 18657 18940 21529 24108 24869 29352
 33315 33608 40301 40645 42635 46491 48277 48569 49164 49490 49711 50234
 59310 67471]
SMsplice 3SS: [ 2890 11330 11871 14874 17385 18586 18887 21441 24011 24742 29171 33161
 33472 40077 40531 42460 46419 48122 48394 49003 49372 49569 50133 59208
 67359 73110]
top_k =  100
Partition function (log Z): 34.555195709438934

Sorted 5' Splice Sites (High to Low Probability):
Position 3008: 1.0000000000000024
Position 17481: 1.0000000000000024
Position 21529: 1.0000000000000004
Position 40645: 0.9999999999999982
Position 50234: 0.9999705807779321
Position 48569: 0.9989960088083444
Position 24869: 0.9941179070742354
Position 59310: 0.9914892314519901
Position 42635: 0.9799076272793817
Position 11987: 0.9790918659010661
Position 33315: 0.9626100034847953
Position 106: 0.9486695133761962
Position 49490: 0.9307988887969812
Position 29352: 0.927219976826719
Position 15010: 0.9251972769387105
Position 11466: 0.9103315099602377
Position 24108: 0.8439903403089938
Position 49711: 0.6524230806494665
Position 33608: 0.6421786325712512
Position 18657: 0.6390595981660684
Position 49164: 0.6319298411446631
Position 46491: 0.6190896064215852
Position 18940: 0.5195840044231103
Position 48277: 0.5142723710820296
Position 53997: 0.4835370169691137
Position 42348: 0.4590186033289716
Position 42967: 0.3164247646534388
Position 48308: 0.3097291129367439
Position 46510: 0.2284098657004023
Position 49291: 0.21473139502526148
Position 3479: 0.20593075040649525
Position 8551: 0.16563461033482
Position 43017: 0.154139385671642
Position 48217: 0.14267832630433572
Position 18946: 0.12256279843826441
Position 9300: 0.10918272508155753
Position 2582: 0.09906322069417703
