Gene = CLDN12
index = 376
Annotated 5SS: [ 164 2223]
Annotated 3SS: [2132 9257]
SMsplice 5SS: [ 164 2223 8664]
SMsplice 3SS: [ 2132  8620 11952]
top_k =  100
Partition function (log Z): -6.974260017931076

Sorted 5' Splice Sites (High to Low Probability):
Position 2223: 0.971317127212886
Position 164: 0.8705686999744653
Position 707: 0.5153725068926247
Position 8664: 0.40481721800095694
Position 8676: 0.2596284325581898
Position 10959: 0.21445388703057522
Position 308: 0.08690534355053434
Position 760: 0.07481564841653854
Position 11305: 0.05066689726328495
Position 402: 0.026079365619780137
Position 153: 0.013773338537266632
Position 730: 0.010814513094395253
Position 2211: 0.009621259719292303
Position 2227: 0.00948765751278611
Position 297: 0.005887742230388555
Position 168: 0.00525285640863649
Position 301: 0.005206411024764242
Position 3401: 0.001930031557186593
Position 357: 0.0018939799979167042
Position 137: 0.0009046061548772527
Position 1955: 0.00038371891043947936
Position 456: 0.00022349362231501209
Position 129: 0.00020615291505980479
Position 208: 0.00014186465498631959
Position 3133: 9.595057240414723e-05
Position 476: 1.81576095179215e-05
Position 451: 1.3467101602291178e-05
Position 225: 1.1810656110282001e-06
Position 195: 1.0500964577037062e-06
Position 65: 6.770947413805919e-07
Position 127: 4.3829510725888036e-07
Position 173: 4.328031069152388e-07
Position 63: 3.154391648643397e-07
Position 151: 2.61533283475191e-07
Position 181: 1.8446043750062378e-07
Position 170: 1.758911213757106e-11
Position 18: 1.4785806476667613e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2132: 0.8384913163943885
Position 11952: 0.5126479975814672
Position 589: 0.49561356148114244
Position 8620: 0.40977756396822407
Position 10732: 0.35918062591286665
Position 8576: 0.29362547790687643
Position 5859: 0.11007384763220968
Position 11206: 0.1080189797480159
Position 610: 0.09970203962110427
Position 2037: 0.08569572687441293
Position 9257: 0.06522877124627707
Position 2160: 0.06393812009032117
Position 7202: 0.023606010161244157
Position 338: 0.018699601239098047
Position 5560: 0.014095332786103271
Position 5738: 0.008388481788121275
Position 4151: 0.005895749904652799
Position 6497: 0.00586828658734914
Position 3261: 0.004796119595501513
Position 2182: 0.004170882738666281
Position 564: 0.002804886727397899
Position 3935: 0.0026496003435994
Position 3335: 0.0021994888750758927
Position 567: 0.0013151988255796392
Position 4868: 0.0012619632864659333
Position 4231: 0.000937021248426428
Position 2317: 0.0008673563057567273
Position 1858: 0.00038410012770961525
Position 243: 0.0002649993248594883
Position 300: 8.300948221425808e-05
Position 3051: 4.946958266357014e-05
Position 2015: 4.857155968673593e-05
Position 2976: 4.6480989740576756e-05
Position 341: 3.477724923847096e-05
Position 252: 1.0473174127933883e-05
Position 2210: 9.079670935584989e-06
Position 312: 2.022963414591459e-06
Position 297: 1.0721700882314295e-06
Position 356: 8.037856272504691e-07
