Gene = AP5Z1
index = 88
Annotated 5SS: [  135  5691  6133  7839  8177  8750  9427  9831 10063 10807 12155 12673
 13330 14308 14970 15266]
Annotated 3SS: [ 5552  5945  7693  8066  8580  9285  9792  9899 10627 12011 12531 13217
 14209 14836 15050 15492]
SMsplice 5SS: [  135  5691  7839  8177  8750  9427  9831 10063 10807 11051 12155 12673
 13330 14308 14970 15266]
SMsplice 3SS: [ 5552  7693  8066  8580  9285  9792  9899 10627 10877 11973 12531 13217
 14209 14836 15050 15492]
top_k =  100
Partition function (log Z): 29.460004956717952

Sorted 5' Splice Sites (High to Low Probability):
Position 12673: 0.9982320774883446
Position 5691: 0.9951149781851126
Position 12155: 0.9900158097830402
Position 8750: 0.9879898097260914
Position 13330: 0.979211363610801
Position 14308: 0.9783654211690042
Position 11051: 0.9646755597745187
Position 135: 0.9579598877390598
Position 8177: 0.9524621308301009
Position 10807: 0.798247275615766
Position 14970: 0.7342743466838795
Position 10063: 0.7100377704260606
Position 13695: 0.6973700090405875
Position 9427: 0.672608103761797
Position 9831: 0.591358833372766
Position 15266: 0.558604201760833
Position 7839: 0.550832881180301
Position 6133: 0.3006241885449617
Position 9999: 0.2886548605353792
Position 7076: 0.1323612437763073
Position 7344: 0.13088045851926047
Position 13044: 0.11925520316614784
Position 15188: 0.09726541699094438
Position 274: 0.09337288168454756
Position 10503: 0.08300099887987634
Position 10322: 0.08088260024886765
Position 302: 0.06744253234744307
Position 365: 0.05088581023257206
Position 10846: 0.039811784443052105
Position 15153: 0.02958245018617707
Position 7805: 0.025273242562687474
Position 15201: 0.024592898213804594
Position 8427: 0.02203353188065235
Position 14287: 0.021565867256353493
Position 13881: 0.01917067218163456
Position 12430: 0.01642197791705033
Position 326: 0.015816471235166493
Position 15273: 0.011223371166035022
Position 15369: 0.01090392484290582
Position 13105: 0.010722329753164754
Position 14538: 0.010601323447332282
Position 2045: 0.010056550826224316
Position 15719: 0.009547250059174584
Position 65: 0.007937249194333735
Position 310: 0.007256335638743521
Position 8316: 0.0071824547562823
Position 2545: 0.006528307267191692
Position 2773: 0.006193312156086388
