Gene = PRUNE
index = 1083
Annotated 5SS: [  195  9428 10193 16319 17197 18851 20468]
Annotated 3SS: [ 9334  9989 16133 17037 18755 20308 25328]
SMsplice 5SS: [  195  9428 10193 16319 17197 18851 20468]
SMsplice 3SS: [ 9334 10079 16133 17037 18755 20308 27003]
top_k =  100
Partition function (log Z): 4.032181839425856

Sorted 5' Splice Sites (High to Low Probability):
Position 18851: 0.9997219108799186
Position 17197: 0.9796977826903916
Position 20468: 0.970302378416052
Position 10193: 0.9479987609476953
Position 16319: 0.9392346118087288
Position 195: 0.901281828269141
Position 9428: 0.7321194468413684
Position 5139: 0.2977750377003888
Position 9526: 0.25619912117499705
Position 19657: 0.18694131044926363
Position 1596: 0.15242887993814946
Position 280: 0.09672604724362745
Position 13469: 0.07169096491391773
Position 5038: 0.06925997679078945
Position 2054: 0.03605506655556568
Position 18545: 0.02374734229690051
Position 2639: 0.01900752552425183
Position 16805: 0.01845678480024325
Position 26552: 0.016864548426462705
Position 5111: 0.01634476004682626
Position 5143: 0.014515735762613434
Position 2750: 0.00997038501935793
Position 19248: 0.008823933707232837
Position 23194: 0.007694272735188448
Position 17500: 0.00653871051328659
Position 9432: 0.0051983127773049176
Position 18308: 0.005057471521140932
Position 19752: 0.00301488561501743
Position 17767: 0.0025968148978461384
Position 17190: 0.0023800526469572444
Position 17749: 0.002240446478021509
Position 218: 0.001992124487229988
Position 18818: 0.0002668512798505811

Sorted 3' Splice Sites (High to Low Probability):
Position 9334: 0.9935168807936703
Position 17037: 0.9805436933839168
Position 18755: 0.8717444680703902
Position 20308: 0.7991369044943673
Position 16133: 0.6712500699794992
Position 10079: 0.444682166411308
Position 9989: 0.393816264114215
Position 5024: 0.30411670089587023
Position 16222: 0.26798454182922943
Position 27003: 0.2629366192832374
Position 25328: 0.21425101417746076
Position 26406: 0.20910448349723149
Position 19591: 0.13224232956724094
Position 18736: 0.12810082713094167
Position 10082: 0.10950033042217233
Position 20359: 0.10361484019212523
Position 1504: 0.0992128627599122
Position 26013: 0.0803988425410864
Position 20339: 0.07836810777645464
Position 25463: 0.0704285523296842
Position 4914: 0.06768256435286436
Position 13372: 0.05139066173572779
Position 19536: 0.04695129312610065
Position 1466: 0.04621231578940484
Position 26358: 0.03886495831065144
Position 25859: 0.03273613448368447
Position 2594: 0.028977910543609754
Position 4958: 0.026096245051883227
Position 18395: 0.023890809255337802
Position 21950: 0.020748420253819802
Position 13375: 0.020300303178189948
Position 16733: 0.01845678480024325
Position 22355: 0.017655408954510732
Position 1869: 0.01701909169672616
Position 1927: 0.015659001650233415
Position 19128: 0.00979222589795103
Position 19555: 0.009373877640504635
Position 23519: 0.007154259613989354
Position 1438: 0.006604326844087624
Position 23986: 0.006596030979471602
Position 17288: 0.006538710513286589
Position 23272: 0.006396271938279076
Position 22734: 0.005706034201319663
Position 20538: 0.005152296644956634
Position 18172: 0.005057471521140932
Position 22614: 0.004902233432652107
Position 17665: 0.0048372613758676485
Position 24481: 0.004417979736318074
Position 22034: 0.004089272057160854
Position 23064: 0.003974767410606887
Position 19484: 0.0037781241155286716
Position 23108: 0.003719505324581561
Position 1884: 0.0031862646788901037
Position 21365: 0.0031522060206928813
Position 21538: 0.002918910096118656
Position 22894: 0.0020143786003343385
Position 19966: 0.001736657491129692
Position 16997: 0.0014551108024656167
Position 19991: 0.0010958774543955488
Position 1448: 0.000295628309989157
Position 2008: 0.000190708529716007
Position 19149: 0.00012298158162054617
Position 19061: 0.00010953012394942213
Position 16919: 6.542590302692605e-05
Position 1534: 1.849118283039979e-05
Position 1380: 1.7181300168475054e-05
Position 16966: 1.3605247939976346e-05
Position 1220: 1.3354175994339678e-05
Position 1390: 1.283996190856499e-05
Position 1562: 1.2069196531332011e-05
Position 1344: 1.1786487649772134e-05
Position 1139: 1.1740156668485218e-05
Position 1295: 6.283773004252372e-06
