Gene = PSRC1
index = 1094
Annotated 5SS: [  98  446  608 1507 1989 2349 2730]
Annotated 3SS: [ 393  549 1064 1873 2078 2635 2968]
SMsplice 5SS: [ 446  608 2018 2349]
SMsplice 3SS: [ 549 1873 2116 2968]
top_k =  100
Partition function (log Z): 4.169898463170649

Sorted 5' Splice Sites (High to Low Probability):
Position 2018: 0.9965113134600972
Position 2349: 0.931876177990125
Position 446: 0.7576020450465111
Position 608: 0.6341645936755097
Position 2730: 0.5706417600676291
Position 372: 0.20541755182681137
Position 1507: 0.2018593384549985
Position 63: 0.09892842545749132
Position 98: 0.06180782297775077
Position 52: 0.04831855330486892
Position 906: 0.044876026956263276
Position 244: 0.029801334694032094
Position 694: 0.024355794136722415
Position 552: 0.02164335555931967
Position 707: 0.020199118414647447
Position 2259: 0.018419993417381434
Position 167: 0.015669699174893227
Position 1169: 0.014239437662737619
Position 1452: 0.01347628536559998
Position 690: 0.01279747902420928
Position 2356: 0.01045446798639624
Position 268: 0.0097444081476893
Position 1171: 0.004694059916133309
Position 1706: 0.0040660838907505825
Position 1136: 0.0035511636320669513
Position 229: 0.00337901897353758
Position 1989: 0.0026418038819746087
Position 557: 0.0016772086070060601
Position 76: 0.0012516770987590525
Position 2011: 0.0008462575745701038
Position 259: 0.0008130480224888527
Position 482: 0.00022885463883409526
Position 74: 0.00014375860123241435
Position 213: 8.986970753868717e-05
Position 253: 7.656269286693043e-05
Position 766: 5.3003223002625935e-05
Position 65: 2.2732639363348593e-05
Position 377: 2.1026871994159637e-05
Position 41: 4.319884821593492e-06
Position 869: 3.956158203430459e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1873: 0.9995244673972852
Position 2968: 0.9617317912407686
Position 549: 0.7259842777042393
Position 2116: 0.3609700473902355
Position 2155: 0.23577222035795742
Position 2635: 0.20658107449184376
Position 2208: 0.19499227435102398
Position 2097: 0.18247097595865394
Position 2649: 0.1593381708041569
Position 1064: 0.15090660231905445
Position 2572: 0.13083203563226592
Position 299: 0.13054876337980023
Position 393: 0.1050666284428377
Position 2586: 0.04960401585924312
Position 1415: 0.041506292636438825
Position 2591: 0.027510165234334034
Position 769: 0.01988107980456508
Position 1167: 0.01942798687206191
Position 1248: 0.01711906531344691
Position 335: 0.009641795765369427
Position 2684: 0.00788075893370698
Position 3047: 0.006116210728539109
Position 1269: 0.00586376461191801
Position 2127: 0.004574366169864855
Position 1592: 0.0040660838907505825
Position 645: 0.002407294134176285
Position 2294: 0.0009012739003583094
Position 2235: 0.0007994058425261373
Position 243: 0.0007583772869028632
Position 2256: 0.0006935401937553033
Position 247: 0.0005325581575716362
Position 1844: 0.0004749075193573946
Position 2078: 0.0004008371001009218
Position 556: 0.00026612327521966525
Position 250: 0.00022536098555168805
Position 2178: 0.0002232352721959315
Position 607: 0.00020439961761113752
Position 702: 0.00014511946478173171
Position 352: 0.00012973322771900618
Position 167: 0.00010860730608966724
Position 213: 8.029541127864945e-05
Position 199: 4.2657522827011104e-05
Position 432: 2.1532936717704064e-05
Position 156: 1.4666798689012255e-05
Position 441: 1.2343223877842138e-05
Position 115: 8.876773824021109e-06
Position 176: 2.239421548457764e-06
Position 171: 2.16178354329798e-06
Position 129: 1.4223929088509168e-06
Position 143: 1.4029095023774842e-06
Position 445: 1.0106783289836374e-07
