Gene = FAM205C
index = 531
Annotated 5SS: [ 144  684 1282 3064]
Annotated 3SS: [ 637 1220 2569 6086]
SMsplice 5SS: [ 454 1282 2677]
SMsplice 3SS: [1220 2569 3539]
top_k =  100
Partition function (log Z): -6.90947496873812

Sorted 5' Splice Sites (High to Low Probability):
Position 1282: 0.9503737301056362
Position 2677: 0.8357291635974298
Position 454: 0.633080271705515
Position 720: 0.46334184872545225
Position 144: 0.4016867809346441
Position 684: 0.21094115589160356
Position 1079: 0.05975420933595213
Position 1322: 0.03396659224704231
Position 3064: 0.03343971758939082
Position 775: 0.031839360120761995
Position 4775: 0.02943177822863966
Position 3938: 0.022911148629421802
Position 120: 0.010841051708397068
Position 1055: 0.008200392745779763
Position 724: 0.0069917304922209695
Position 490: 0.0008966573485395586
Position 280: 0.0007857851450565042
Position 422: 0.0007194887520230877
Position 90: 0.0005107225996044372
Position 523: 0.00018585904017428778
Position 436: 0.00016356103222303755
Position 177: 2.4571979522834533e-05
Position 292: 1.6560095282846284e-05
Position 30: 1.8669677583457315e-06
Position 136: 9.722844607330468e-07
Position 23: 7.865730703837609e-07
Position 243: 5.793569087996403e-07
Position 214: 3.174714593583352e-10
Position 18: 2.201996394104371e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1220: 0.7694212909181467
Position 2569: 0.7236668072981983
Position 584: 0.3779006573328704
Position 3539: 0.3684004662374752
Position 637: 0.2417412876588956
Position 1185: 0.18956485248222404
Position 4685: 0.16883053628809733
Position 2573: 0.11235514952617268
Position 3110: 0.09521446090559059
Position 3805: 0.08346698436922831
Position 5113: 0.08114687044135252
Position 224: 0.060624882211192624
Position 240: 0.056761102791200745
Position 6190: 0.05524443210734474
Position 3829: 0.04465388195370063
Position 1026: 0.03777728578998571
Position 943: 0.030196616269145604
Position 5678: 0.029246543502007637
Position 3307: 0.02788099673042382
Position 1702: 0.026309902318642015
Position 2619: 0.025612397349073265
Position 299: 0.01887808092492614
Position 1224: 0.01813920513540087
Position 2852: 0.012796268741013441
Position 2127: 0.01013693447373178
Position 4460: 0.008380680172917676
Position 392: 0.0066857252335096535
Position 2996: 0.006657934159051827
Position 1749: 0.0061403261424132875
Position 2892: 0.006066326032463452
Position 3516: 0.005115051167595397
Position 2768: 0.005060987039263394
Position 262: 0.004275173497477232
Position 2927: 0.004079979677057535
Position 1947: 0.0034811233003488613
Position 2867: 0.0033681567821786523
Position 2148: 0.0025984042540539497
Position 978: 0.002294879018273019
Position 2993: 0.0022367054147528417
Position 605: 0.00090116591246796
Position 265: 0.0008754847710735565
Position 2755: 0.0007399404267993262
Position 307: 0.0006767286042837512
Position 413: 0.0001666066468641648
Position 267: 3.1215652027242994e-05
Position 648: 2.5780835591030417e-05
Position 543: 9.499917927858901e-06
Position 190: 5.751377535413623e-07
