Gene = GATAD1
index = 575
Annotated 5SS: [ 526 1425 3308 7233]
Annotated 3SS: [1298 3247 7048 8918]
SMsplice 5SS: [ 526 1425 1761 6593 7233]
SMsplice 3SS: [1298 1638 6530 7048 8918]
top_k =  100
Partition function (log Z): -2.0199528123335746

Sorted 5' Splice Sites (High to Low Probability):
Position 7233: 0.9848751455233473
Position 1761: 0.9632117284343672
Position 526: 0.9028206633896741
Position 6593: 0.8088381985422636
Position 1425: 0.65035117837892
Position 3308: 0.35116341253853756
Position 6417: 0.1944246157769326
Position 2704: 0.12977871938965813
Position 8650: 0.0968281826601012
Position 859: 0.03837278009996488
Position 1144: 0.03510815604867951
Position 707: 0.03494704572717561
Position 3352: 0.031785251308540076
Position 9565: 0.022772734057577952
Position 1222: 0.017753604301352713
Position 8486: 0.017577950314743417
Position 1470: 0.01747619895255856
Position 1109: 0.016950714697178654
Position 6630: 0.014952165583386648
Position 307: 0.01427983763572793
Position 567: 0.011814543463449075
Position 3527: 0.011091361371126731
Position 851: 0.007609315091807695
Position 1455: 0.0042452251790601895
Position 836: 0.0017180354299617534
Position 1377: 0.0017161466916807962
Position 1123: 0.0013826888032471068
Position 2300: 0.001346623215430555
Position 1522: 0.0013366486239413432
Position 1202: 0.0005098376953999086
Position 136: 4.112059837551115e-05
Position 225: 1.4777824142431809e-05
Position 738: 8.358818047877988e-06
Position 1982: 5.681217785423246e-06
Position 333: 3.636348106656737e-06
Position 1804: 3.6012924930589233e-06
Position 240: 3.113216321867721e-07
Position 192: 2.833677559523122e-07
Position 238: 1.5237513743673737e-07
Position 156: 2.5784893325506984e-08
Position 321: 8.227993510063788e-09
Position 37: 5.463764909013692e-09
Position 50: 4.750855251802249e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7048: 0.9968255768520643
Position 1638: 0.9625116122912659
Position 6530: 0.8185252133871747
Position 8918: 0.6691586827608529
Position 1298: 0.667343142117462
Position 3247: 0.283517261439321
Position 6293: 0.1996897665154078
Position 2588: 0.12038597239455179
Position 10784: 0.11629697278449702
Position 3126: 0.09419795974528034
Position 8439: 0.08164697129137626
Position 9435: 0.06794741207510571
Position 8466: 0.06358016876149203
Position 8180: 0.05870822455806702
Position 1050: 0.02956562217158818
Position 8365: 0.02330531083161077
Position 1053: 0.01963896303290926
Position 980: 0.016208284743825713
Position 3443: 0.011091361371126728
Position 780: 0.0110289572128502
Position 10402: 0.010549032197460456
Position 2609: 0.008918843952380729
Position 7359: 0.007824782103090441
Position 9017: 0.007732043069985541
Position 10098: 0.00680383172665468
Position 7377: 0.006649471231455009
Position 3290: 0.0051796545853174825
Position 7452: 0.004932395047200954
Position 835: 0.004680403673480267
Position 1014: 0.003373747241942201
Position 850: 0.001431032556561877
Position 2111: 0.0014270304104061066
Position 1336: 0.0013469540560892704
Position 945: 0.001127214234709655
Position 695: 0.0010984362506542382
Position 1300: 0.0009008287913707967
Position 498: 0.000538922561045973
Position 2500: 0.000473903042725601
Position 398: 0.0002950086042032344
Position 409: 0.0002457100902320298
Position 670: 0.00024452296792785343
Position 1525: 9.67168027244931e-05
Position 3037: 5.378807715883931e-05
Position 2116: 1.273006988099465e-05
Position 1854: 5.681217785423248e-06
Position 1536: 5.554165019492744e-07
