Gene = IARS2
index = 671
Annotated 5SS: [  382  2125  6548  8176  8311  8503  8676  9461 11959 13050 16836 20373
 31238 32742 40409 42810 43942 45038 46188 47847 49033 51552]
Annotated 3SS: [ 2001  6387  8026  8260  8392  8584  9344 11788 12958 16683 20211 31134
 32647 40299 42706 43815 44905 46080 47700 48841 51406 53390]
SMsplice 5SS: [  382  1514  1680  2125  6548  8176  8503  8676  9461 11959 13050 16836
 19276 22524 31238 32742 42810 45038 46188 51552]
SMsplice 3SS: [ 1385  1596  2001  6387  8026  8392  8584  9344 11788 12958 16683 19229
 22321 31134 32647 42706 44905 46080 51406 53390]
top_k =  100
Partition function (log Z): 1.4054587458770231

Sorted 5' Splice Sites (High to Low Probability):
Position 6548: 0.9999999999999996
Position 2125: 0.9997166355727808
Position 13050: 0.9860596829138203
Position 382: 0.965889919888864
Position 8503: 0.9560932060872319
Position 8176: 0.9137798693106333
Position 16836: 0.8938900101259493
Position 1514: 0.8821905464318455
Position 8676: 0.8039695465488867
Position 9461: 0.7526550577611765
Position 22524: 0.6993423987372068
Position 19276: 0.601912070973679
Position 1680: 0.5703450468411113
Position 11959: 0.4891574898644555
Position 11915: 0.4721995732711867
Position 9669: 0.46272600911505485
Position 2406: 0.3102461633872701
Position 6019: 0.215893757884677
Position 8680: 0.18133910438569534
Position 4342: 0.13228892919073376
Position 652: 0.1150213329341159
Position 8329: 0.11032280943295394
Position 8311: 0.10674053448045295
Position 1080: 0.10167978411597663
Position 6121: 0.07435843287919623
Position 7459: 0.051995247790260955
Position 12338: 0.051320831452879634
Position 12081: 0.03864293686435782
Position 1466: 0.029676868705787653
Position 478: 0.022293965660649378
Position 238: 0.017194895255787147
Position 1661: 0.016618349977212007
Position 9249: 0.015356530018674144
Position 8924: 0.012692054621903027
Position 243: 0.010800891088902096
Position 9706: 0.009808887193441689
Position 13092: 0.009058910040670828
Position 670: 0.007598292640913458
Position 719: 0.0053619408747681814
Position 1551: 0.004786849201672873
Position 484: 0.00432179011997901
Position 13348: 0.003748261205871325
Position 8130: 0.0033776631176521375
Position 18: 0.0023616541724208783
Position 13046: 0.0021597357660386525
Position 8166: 0.002107705732016708
Position 8145: 0.0010507355421799354
Position 643: 0.0009431491768121017
Position 592: 0.0008738122107314497
Position 1525: 0.0006602706366587268
Position 2730: 0.0006351460462399299
Position 2762: 0.0004684053939946999
Position 173: 0.00030756863402835356
Position 55: 0.000291621477397954
Position 2093: 0.00028299919348844535
Position 247: 0.00011232162345178814
Position 45: 5.739091590396522e-05
Position 304: 4.6840416024348935e-05
Position 260: 4.5970831215589416e-05
Position 104: 2.671229351855831e-05
Position 739: 2.3754650610336632e-05
Position 494: 1.0853316573360905e-05
Position 177: 3.6057539793723386e-06
Position 1788: 1.5895842263205206e-06
Position 1748: 1.3515721821891122e-06
Position 119: 4.066186302052143e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11788: 1.0000000000000007
Position 12958: 0.9970935708233057
