Gene = HMP19
index = 659
Annotated 5SS: [  240  1281 18712 58735]
Annotated 3SS: [ 1129 18627 58623 61709]
SMsplice 5SS: [  240 16741 17042 18712 20676 24263 42554 58735]
SMsplice 3SS: [16586 16851 18627 20599 24125 42448 58623 61709]
top_k =  100
Partition function (log Z): -20.98764530788346

Sorted 5' Splice Sites (High to Low Probability):
Position 18712: 0.9999997290613841
Position 240: 0.9810544696481666
Position 24263: 0.749213392350292
Position 20676: 0.7123082746249872
Position 1281: 0.5444580081988103
Position 1464: 0.2115085404980592
Position 723: 0.1835095316559215
Position 1626: 0.07877843826746696
Position 22133: 0.06684476178697384
Position 20801: 0.05980888217225998
Position 728: 0.03093129526708324
Position 27: 0.01906587946930764
Position 761: 0.014482849495804542
Position 24257: 0.009060469504365697
Position 23212: 0.005507338327167502
Position 559: 0.005352403969193195
Position 22636: 0.004891681948401459
Position 812: 0.0037201663401188853
Position 678: 0.002388302603228998
Position 244: 0.0009809800639402197
Position 1248: 0.0007993708292932109
Position 358: 0.0002521720534404755
Position 378: 0.00024934457049335907
Position 428: 8.928117751856201e-05
Position 7: 7.746432807922891e-05
Position 23194: 5.47720977360715e-05
Position 363: 1.659391044799209e-05
Position 9: 2.7126040525585117e-07
Position 230: 1.0259830623665191e-07
Position 19: 3.318098592150033e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18627: 0.9999997290613825
Position 24125: 0.8459503047131246
Position 20599: 0.6813648898350549
Position 1129: 0.5575075985992669
Position 24724: 0.3877828407995043
Position 31665: 0.19464925068789374
Position 26698: 0.1732335322328645
Position 1456: 0.15760783058726785
Position 676: 0.131689012907865
Position 596: 0.09685348531927966
Position 26339: 0.0874808213284284
Position 22052: 0.06684476178697384
Position 20567: 0.05384028326936012
Position 1308: 0.04012258407425875
Position 1415: 0.03308466032068806
Position 20613: 0.024368469605778202
Position 26640: 0.023145093423981647
Position 1533: 0.020970397609026543
Position 25636: 0.016757942111665175
Position 24066: 0.012977498109855741
Position 1544: 0.01177037677269621
Position 20490: 0.008541262988144623
Position 1109: 0.007990195766340908
Position 20618: 0.00698873208037642
Position 21143: 0.006228584193071577
Position 444: 0.005917667753744078
Position 23087: 0.0055621104249035545
Position 22495: 0.004891681948401442
Position 143: 0.004392501392750756
Position 25268: 0.0031710188664104246
Position 21140: 0.003055251802037805
Position 103: 0.002236542786927502
Position 1074: 0.002175763433551973
Position 636: 0.0010526440083781013
Position 993: 0.0010056938480387492
Position 874: 0.0009622957237655394
Position 106: 0.0009108096694382884
Position 930: 0.0006019463011284551
Position 20946: 0.0004341608416494562
Position 21102: 0.00042081082408801195
Position 407: 0.0004056417599412557
Position 953: 0.000250069965120235
Position 338: 0.00020801887603746815
