Gene = HES3
index = 648
Annotated 5SS: [ 50 255 438]
Annotated 3SS: [158 355 917]
SMsplice 5SS: [ 50 255 438]
SMsplice 3SS: [158 355 917]
top_k =  100
Partition function (log Z): 2.8362647687751514

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9954171401972169
Position 438: 0.9806631990036747
Position 50: 0.822583109245829
Position 95: 0.01697566428603996
Position 616: 0.013583423724754495
Position 607: 0.0109087571267259
Position 1010: 0.010091782689960768
Position 697: 0.007110082992026706
Position 1078: 0.004489871091823215
Position 277: 0.0020272723057305946
Position 57: 0.0014210855231612312
Position 281: 0.0005840346513049245
Position 1037: 0.00042818729915558893
Position 271: 0.00033871347397251427
Position 406: 0.00017112519759373982
Position 980: 0.0001021292873226753
Position 224: 1.2773616668013889e-05
Position 285: 2.234759410853346e-06
Position 701: 4.2035285631087106e-07
Position 394: 4.1922252818047925e-07
Position 105: 3.977861565051903e-07
Position 659: 1.9615398292034853e-07
Position 612: 1.7871360559063252e-07
Position 97: 7.105199588274443e-08
Position 122: 3.699858509447817e-09
Position 401: 1.3565830210107633e-09
Position 147: 3.0867431877845363e-10
Position 128: 3.579152281247363e-11
Position 204: 2.1678563857893358e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9716510314178217
Position 355: 0.9378140259005318
Position 158: 0.8106814775542515
Position 335: 0.030062307437818465
Position 143: 0.026010472266188116
Position 936: 0.016236789418291927
Position 322: 0.015146368707345367
Position 550: 0.012011764092721292
Position 525: 0.00970898650669323
Position 1191: 0.009023666724115333
Position 966: 0.008242585802733614
Position 555: 0.005864058142588235
Position 1228: 0.004044347556896716
Position 1212: 0.003772371927991179
Position 167: 0.0014625417039580986
Position 117: 0.0014306600257595918
Position 511: 0.0007993218186863072
Position 1345: 0.0007203272019203613
Position 179: 0.0006158787711600839
Position 1232: 0.0004546656540930243
Position 500: 0.00031500536130120476
Position 185: 0.0002620117744603623
Position 364: 0.0002121808857886431
Position 1004: 0.0001031774071358215
Position 1358: 7.095298082740579e-05
Position 218: 5.78354052910516e-05
Position 112: 4.665219810917182e-05
Position 606: 2.844073611421461e-05
Position 633: 1.724839856565564e-05
Position 128: 1.579361165774075e-05
Position 379: 1.1376551279510205e-05
Position 215: 9.123991742133285e-06
Position 120: 8.716392940271051e-06
Position 376: 5.952441570438422e-08
Position 224: 5.051581008564539e-08
Position 236: 7.87615528264795e-10
