Gene = ICMT
index = 674
Annotated 5SS: [ 224 1055 2467 4039]
Annotated 3SS: [  965  2296  3820 10677]
SMsplice 5SS: [ 224  441 1055 4039]
SMsplice 3SS: [  314   965  3820 14017]
top_k =  100
Partition function (log Z): -9.777211884247501

Sorted 5' Splice Sites (High to Low Probability):
Position 4039: 0.9210564065229365
Position 224: 0.8140651729996655
Position 1055: 0.8006281218503007
Position 441: 0.6681622090283315
Position 3627: 0.37697828019985086
Position 1536: 0.14637432578480258
Position 2467: 0.09627539657829236
Position 1357: 0.07986097435781446
Position 901: 0.03924377500848007
Position 719: 0.016028173435625546
Position 493: 0.011634065388825929
Position 544: 0.007295582066808875
Position 405: 0.006995547472884676
Position 353: 0.006233785345762632
Position 660: 0.00502951061669203
Position 457: 0.003644399690524402
Position 524: 0.0029408081383900395
Position 804: 0.0018254824012735144
Position 3978: 0.0017973481219705526
Position 879: 0.0017642021136562247
Position 723: 0.0010629277905194402
Position 1109: 0.0009609775089387051
Position 107: 0.00012039738072166428
Position 269: 6.089915790661126e-06
Position 12: 9.257086065729067e-07
Position 409: 6.249436632337524e-07
Position 72: 4.3948395980664597e-07
Position 287: 2.8902558502610647e-07
Position 347: 1.2229103262493972e-07
Position 170: 1.1004631479923519e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3820: 0.9711264540754475
Position 965: 0.769103402865939
Position 14017: 0.6719073648465035
Position 314: 0.5556641588005788
Position 3500: 0.3479246035080596
Position 10677: 0.14901783197412208
Position 1288: 0.13499670013929135
Position 2296: 0.10049313730394374
Position 1428: 0.05431018680422571
Position 10460: 0.04478943910566305
Position 854: 0.04296035105425315
Position 6200: 0.04069135350480997
Position 3516: 0.034822893048152545
Position 3741: 0.016210242703681835
Position 1203: 0.01398940383854684
Position 1487: 0.0123049221513469
Position 745: 0.011913462889794176
Position 1452: 0.0070345786608535955
Position 6196: 0.006969671759770542
Position 523: 0.006679185862837303
Position 8753: 0.005542128549021644
Position 1257: 0.0026244372743607397
Position 1304: 0.0021211573394564857
Position 4192: 0.0018814408460806923
Position 352: 0.001209536174495641
Position 4906: 0.0010461135496025427
Position 4283: 0.0010084105093332025
Position 593: 0.0007149778650187613
Position 826: 0.00033974186334882273
Position 1218: 0.00021537908335581468
Position 1154: 0.0001746714029153968
Position 969: 9.443706354645837e-05
Position 900: 9.379297829928777e-05
Position 423: 8.601475199354646e-06
Position 492: 1.967249508571945e-06
Position 347: 2.1057591604983627e-07
Position 432: 4.8662784751338726e-08
Position 402: 4.266800382053303e-08
Position 359: 1.9509521471869317e-08
Position 437: 6.169184159328554e-09
Position 405: 5.5112463339567225e-09
