Gene = PTRH1
index = 1099
Annotated 5SS: [  137  9330  9899 10271 10495]
Annotated 3SS: [ 7913  9678 10170 10448 10590]
SMsplice 5SS: [  137  2291  9899 10271]
SMsplice 3SS: [ 2217  9678 10132 10590]
top_k =  100
Partition function (log Z): -0.47528732160417486

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9999999999999993
Position 137: 0.9890439605238348
Position 10271: 0.9613450791098862
Position 2291: 0.5475983119440637
Position 585: 0.3554138725226309
Position 1229: 0.26647996977331645
Position 10495: 0.11395726373393751
Position 2363: 0.10816545325586802
Position 741: 0.07497390037393183
Position 10739: 0.06913443790470403
Position 8404: 0.06329204425016896
Position 2630: 0.027851389916073874
Position 123: 0.004242567318981546
Position 10609: 0.002852796570749604
Position 347: 0.002659239947497509
Position 95: 0.002349652304467345
Position 628: 0.0021848137523652546
Position 10276: 0.0018406015592298663
Position 10042: 0.001753402790122551
Position 71: 0.0014764167395899639
Position 215: 0.0001763193716424404
Position 321: 2.84757232471899e-05
Position 238: 1.6263885313282624e-05
Position 74: 3.573657664058279e-06
Position 310: 1.865488794722453e-06
Position 276: 1.6650389654216216e-06
Position 10287: 6.964497334507036e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9678: 0.9999999999999991
Position 10590: 0.9654281637306134
Position 10132: 0.7098565225476058
Position 2217: 0.611873826066435
Position 425: 0.3502038955071761
Position 10170: 0.24597238003341387
Position 1066: 0.1369545958376069
Position 1145: 0.10974950966271135
Position 489: 0.07708790101011856
Position 8298: 0.06329204425016896
Position 10448: 0.05022156128147542
Position 10882: 0.04046317140989773
Position 2135: 0.03290115777468609
Position 10356: 0.030766036768342508
Position 10683: 0.02080263309162848
Position 2527: 0.02046118403576885
Position 10378: 0.019234325424080177
Position 10413: 0.016235452399391236
Position 1219: 0.015138078521634898
Position 10833: 0.013147822674800273
Position 2278: 0.010988781358810703
Position 2476: 0.007390205880305025
Position 9986: 0.005708804227601021
Position 10387: 0.005082329914162937
Position 10478: 0.00491763231417657
Position 11100: 0.003945580782365707
Position 996: 0.003438488253734341
Position 10892: 0.0032745167151726285
Position 10821: 0.002950736913890838
Position 10982: 0.0026775640456709695
Position 10950: 0.0026496212074088987
Position 10806: 0.002504832574093543
Position 10117: 0.0024310395966184177
Position 588: 0.0018890888601807193
Position 627: 0.0016405691237734122
Position 1021: 0.0011992974976289237
Position 10007: 0.001013591961309378
Position 10077: 0.0007693991969006972
Position 10200: 0.0005854949682497676
Position 525: 0.0005349643750443572
Position 606: 0.00036222149509908177
Position 10060: 0.00024506433949276595
Position 603: 0.00019826848869216644
Position 569: 0.00019681543064575875
Position 454: 0.00019098158120913538
Position 554: 0.00018884281719226722
Position 284: 5.084669388023476e-05
Position 692: 2.7676160069376384e-05
Position 254: 5.151058469648593e-07
