Gene = ATG12
index = 107
Annotated 5SS: [ 469 4231 9257]
Annotated 3SS: [4093 9193 9994]
SMsplice 5SS: [   97   469  4231  4878 10400]
SMsplice 3SS: [  387  4093  4737 10314 10470]
top_k =  100
Partition function (log Z): -9.040441343482659

Sorted 5' Splice Sites (High to Low Probability):
Position 4878: 0.9577665544278804
Position 4231: 0.8781548166343295
Position 97: 0.7101856588620954
Position 469: 0.5932155450399212
Position 5875: 0.2961323824255343
Position 10400: 0.19958054946986264
Position 1362: 0.12160220843583128
Position 143: 0.12024661766962623
Position 4245: 0.08742935313938126
Position 1041: 0.07774037594122474
Position 2162: 0.06734890148737958
Position 504: 0.05929972138880478
Position 799: 0.05352684288952676
Position 2183: 0.05084670939426608
Position 521: 0.04061345666811151
Position 5461: 0.01649246571888329
Position 4227: 0.014894750060862848
Position 789: 0.011251667209922012
Position 135: 0.004290235534762119
Position 21: 0.004086597452929459
Position 293: 0.0037275723910004453
Position 323: 0.0019380050702249648
Position 47: 0.0017130260493029644
Position 196: 0.0016736011052785496
Position 291: 0.0013737747258820957
Position 121: 0.0007642798015779664
Position 609: 0.00039731604576155523
Position 537: 0.00035715748076384836
Position 186: 0.00027992462270390306
Position 104: 0.00017089881442284102
Position 101: 7.738256975963106e-05
Position 45: 2.74973271313379e-05
Position 271: 1.7770669428206604e-05
Position 327: 2.322282790696379e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4093: 0.9786178285216405
Position 4737: 0.961354922325861
Position 387: 0.5404513128344424
Position 10470: 0.33883900803519296
Position 5773: 0.312278635946249
Position 10314: 0.25921361458636577
Position 7875: 0.1374611711567246
Position 8104: 0.13495877821873234
Position 2103: 0.11261414858490956
Position 1245: 0.09508291315604661
Position 7584: 0.0842312377481221
Position 8259: 0.08018822461456711
Position 923: 0.07523702062339357
Position 423: 0.06001214531017918
Position 9193: 0.033913013153982874
Position 5810: 0.027297852420246908
Position 673: 0.024923691560001893
Position 11002: 0.021199624727506777
Position 5307: 0.016172088206245626
Position 6940: 0.015403378094752809
Position 9994: 0.014035193688267516
Position 5240: 0.013684336395192048
Position 4673: 0.00703814971592207
Position 335: 0.00589069360054564
Position 6201: 0.005882626748339809
Position 4110: 0.003960397482089946
Position 2120: 0.0038087065041792355
Position 5735: 0.003225612223241834
Position 1294: 0.0028918454817403556
Position 1221: 0.0028485563825680275
Position 1771: 0.0017727557925568689
Position 627: 0.0015157277106232078
Position 5281: 0.0010905697260598407
Position 722: 5.934727190356194e-05
Position 249: 3.296258363768888e-05
Position 271: 2.4065835665216764e-05
Position 244: 5.315874937507157e-06
Position 172: 2.954347614548109e-06
Position 438: 2.371025556345536e-06
Position 366: 1.6618833180502443e-06
Position 301: 1.4787080410918442e-06
