Gene = CHTOP
index = 371
Annotated 5SS: [ 295 2605 4400 8381 9316]
Annotated 3SS: [ 2522  4245  8196  9177 11014]
SMsplice 5SS: [ 295 2605 4400 5403 6362 9316]
SMsplice 3SS: [ 2522  4245  5318  6158  9177 11014]
top_k =  100
Partition function (log Z): 2.5887846015036025

Sorted 5' Splice Sites (High to Low Probability):
Position 2605: 0.9968762065931117
Position 9316: 0.9830097650278398
Position 295: 0.8998625054939351
Position 5403: 0.827173326348497
Position 6362: 0.8160017752056881
Position 4400: 0.6672986074853785
Position 94: 0.47128284706627604
Position 4561: 0.15600880591740077
Position 7804: 0.13213923867756455
Position 11629: 0.12898779945590486
Position 8216: 0.11996727164091996
Position 7614: 0.11971747640148156
Position 12061: 0.07609800612561718
Position 8381: 0.05385633493409552
Position 11084: 0.03571134705040219
Position 219: 0.016431014576388236
Position 328: 0.012648117104012115
Position 6068: 0.011525923361780425
Position 3260: 0.01132371389412305
Position 2205: 0.00794865148382134
Position 4975: 0.004997301077450641
Position 305: 0.004333568812916858
Position 1554: 0.003836590730273604
Position 668: 0.0021756124877729205
Position 2016: 0.002007002295610039
Position 1037: 0.001907087355260593
Position 11251: 0.0016544976417410427
Position 568: 0.001418445556365082
Position 1541: 0.0013960194391558632
Position 1081: 0.0008418262235777085
Position 492: 0.0007285228516055898
Position 3214: 0.0006494043990717272
Position 1496: 0.0004997554631742837
Position 9256: 0.00031360453840795455
Position 10398: 0.00014712805494453203
Position 2984: 2.659541203023787e-06
Position 528: 9.431325171624647e-07
Position 17: 1.9743279923370157e-08
Position 31: 8.99009332256497e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9177: 0.9965633393976475
Position 2522: 0.994911463636342
Position 6158: 0.8160017752056876
Position 5318: 0.7298919216033428
Position 4245: 0.701558804421027
Position 218: 0.2670164855517887
Position 12167: 0.2604612438553351
Position 11014: 0.24476496281675744
Position 11449: 0.2264830063850136
Position 12016: 0.1943305160500844
Position 7503: 0.18814047091348346
Position 188: 0.14186019992534601
Position 10884: 0.14073328207061037
Position 8079: 0.1380365829169764
Position 5264: 0.09728140474515423
Position 4264: 0.08833061736044213
Position 11609: 0.08293814319612142
Position 7613: 0.06371624416556268
Position 8193: 0.03578702365803908
Position 11481: 0.025031748973266855
Position 4306: 0.024433343280102715
Position 11657: 0.023650846525856035
Position 10094: 0.016851265920691888
Position 5763: 0.011525923361780427
Position 4209: 0.008984648341206889
Position 10911: 0.007071295367856377
Position 1313: 0.004459144076427736
Position 10777: 0.00408077513578806
Position 4852: 0.00398936782262046
Position 3115: 0.0035298783483230156
Position 3178: 0.003422241433447575
Position 2090: 0.00318236314900839
Position 3157: 0.003057055933437284
Position 1902: 0.002883547528063885
Position 849: 0.0027489135788382993
Position 9119: 0.0026528860222526512
Position 1952: 0.0020072864578036197
Position 3087: 0.0019639425779869055
Position 2472: 0.001955182569063703
Position 2143: 0.001882456644555486
Position 1425: 0.001273221556176014
Position 4797: 0.0010079332548301814
Position 7225: 0.0003088361775752062
Position 2417: 6.542979687779778e-06
Position 2539: 3.0174080192266077e-06
Position 249: 2.969453855870413e-06
Position 506: 8.293793154288538e-07
Position 2900: 5.710604592197187e-07
Position 2845: 5.206804361073765e-07
Position 2731: 5.025027945375625e-07
Position 626: 4.4375404270090736e-07
Position 2927: 3.7522906759468125e-07
Position 261: 2.791019663465504e-07
Position 2930: 2.102582937043103e-07
Position 2943: 1.6613027641958268e-07
Position 531: 1.6047636602172099e-07
Position 2789: 1.5793710431697585e-07
Position 2792: 1.5574277112357952e-07
Position 536: 1.4723281232954085e-07
Position 198: 4.9758140524125306e-08
Position 392: 4.118152748847898e-08
