Gene = PXYLP1
index = 1104
Annotated 5SS: [   84 28427 46673 47677 55626]
Annotated 3SS: [28294 46513 47549 55485 60439]
SMsplice 5SS: [   84  6320 28427 30513 32828 33610 46673 47677 55626]
SMsplice 3SS: [ 6200 28294 30414 32755 33551 46513 47549 55485 60439]
top_k =  100
Partition function (log Z): -29.930176529472934

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.988150149614775
Position 608: 0.8348318044811324
Position 6320: 0.6367611557209301
Position 3727: 0.09999995836376781
Position 11159: 0.09893169364720684
Position 2491: 0.0713948324160107
Position 3129: 0.023799303914039928
Position 984: 0.011164099670321804
Position 1015: 0.008369002467274091
Position 153: 0.007288672939321109
Position 142: 0.002329542416154505
Position 752: 0.001628915429167114
Position 173: 0.0010029058841447822
Position 166: 0.0005549138308018963
Position 88: 0.00038805705099749516
Position 250: 0.00011723203655524565
Position 730: 1.016654592671643e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 504: 0.5558912445404373
Position 6200: 0.4626779077089379
Position 6494: 0.3108249441463249
Position 12123: 0.21576386364228173
Position 6115: 0.18032056989983505
Position 10959: 0.16248283108457634
Position 454: 0.12970950196835085
Position 12865: 0.11112681307216384
Position 7455: 0.10986109617404308
Position 3621: 0.08740095113806885
Position 375: 0.0827089577717481
Position 2387: 0.07514825551913676
Position 5848: 0.05577755768400452
Position 389: 0.04112557392609858
Position 4409: 0.03114534916717183
Position 1202: 0.027481945643426906
Position 7839: 0.025631646464750874
Position 3040: 0.021402603288066542
Position 547: 0.019296615508759586
Position 900: 0.018781218505559343
Position 3569: 0.012599007225698605
Position 438: 0.011710412993979295
Position 3057: 0.009998789906329249
Position 4266: 0.009646595377717171
Position 3868: 0.006149956244057798
Position 4686: 0.0032843168681321454
Position 906: 0.002733779186609745
Position 474: 0.0012340129511944427
Position 2173: 0.0011500848061241195
Position 355: 0.0009247273002509832
Position 884: 0.000889492543902546
Position 2324: 0.0007309527813722769
Position 939: 0.00038532915660081474
Position 879: 0.00016916506185725015
Position 645: 0.00014287103657269402
Position 729: 0.00013589224891626814
Position 668: 0.00012541821768760286
Position 854: 4.812931668013997e-05
Position 607: 2.6241455012508826e-05
Position 2206: 2.482921650311303e-05
Position 751: 2.1937164638295998e-05
Position 953: 1.783161222175064e-05
Position 207: 3.813669492612236e-06
Position 592: 2.68171141898406e-06
Position 306: 2.407562333665181e-06
Position 678: 1.946396658537611e-06
Position 301: 1.2179058247213847e-06
Position 391: 1.1113193833572137e-06
Position 243: 6.073813176927586e-09
Position 269: 1.4094813347135674e-09
Position 552: 8.543318789472586e-10
