Gene = GTF2B
index = 627
Annotated 5SS: [  136  4358 27638 31479 31737 34413]
Annotated 3SS: [ 4250 27503 31331 31606 34130 38271]
SMsplice 5SS: [  136  4358 27638 31479 31737 34413]
SMsplice 3SS: [ 4250 27503 31331 31606 34130 38271]
top_k =  100
Partition function (log Z): -22.255528646680958

Sorted 5' Splice Sites (High to Low Probability):
Position 4358: 0.9408710987849831
Position 136: 0.6217757015913526
Position 12: 0.24635605469690638
Position 1371: 0.17873885123520877
Position 627: 0.1258526637487559
Position 11288: 0.07062416322243646
Position 74: 0.04261062007395564
Position 1996: 0.01921611961282697
Position 237: 0.004855733342728829
Position 4586: 0.004713479859117544
Position 140: 0.0045249434312080224
Position 1201: 0.004281264868362334
Position 384: 0.004202616162096972
Position 4322: 0.002971952381067209
Position 940: 0.0020433131439432156
Position 5584: 0.0020383494412986635
Position 535: 0.0017950071691746315
Position 374: 0.0009611530885603523
Position 646: 0.0005005232776148034
Position 415: 0.000468722644762047
Position 303: 0.0001491677181300712
Position 4354: 9.040946919405119e-05
Position 8: 8.959578102129547e-05
Position 309: 8.118090438920261e-05
Position 217: 7.513034393189987e-05
Position 358: 5.46623247122234e-05
Position 394: 3.535065010383964e-05
Position 378: 1.967744863650866e-05
Position 571: 4.6290295840038727e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4250: 0.7745497221035215
Position 13351: 0.346214576535502
Position 5870: 0.1606859731870941
Position 4191: 0.1577611327584456
Position 1282: 0.14576623764189747
Position 11237: 0.09727425041291186
Position 7963: 0.08632857157316834
Position 7267: 0.08597772437958048
Position 558: 0.07498753429099973
Position 5613: 0.05908149275621044
Position 4433: 0.04751091633328613
Position 9335: 0.03504346323872723
Position 9156: 0.0294350597047564
Position 11559: 0.028005050946805526
Position 9133: 0.025789361430588895
Position 1921: 0.02010655346030103
Position 5895: 0.019236347298261482
Position 4194: 0.018850299495524567
Position 9630: 0.009203092191152814
Position 3453: 0.00900797719269299
Position 1103: 0.008126659924136304
Position 5525: 0.007986337970442178
Position 600: 0.00637413323961633
Position 1231: 0.006189456833262404
Position 4121: 0.005011157685487843
Position 7983: 0.004946399118338165
Position 3552: 0.0030225468317672394
Position 6205: 0.0025245090560354487
Position 2350: 0.0017697086569307028
Position 5812: 0.0016129525799328107
Position 3152: 0.0010438667683484262
Position 846: 0.00025458642029042085
Position 107: 0.00023017486995564375
Position 403: 2.3833298439835826e-05
Position 829: 1.8784520089090564e-05
Position 662: 1.8311413983521554e-05
Position 822: 1.5830365945267665e-05
Position 533: 1.3382835003338027e-05
