Gene = RP11-350O14.18
index = 1169
Annotated 5SS: [ 98 571]
Annotated 3SS: [ 540 2798]
SMsplice 5SS: [103 344 571]
SMsplice 3SS: [207 513 819]
top_k =  100
Partition function (log Z): -3.8716041486298898

Sorted 5' Splice Sites (High to Low Probability):
Position 344: 0.9424342334748221
Position 571: 0.8905112966492393
Position 103: 0.8522917290165344
Position 1637: 0.43099307414154264
Position 1429: 0.36183258811819624
Position 820: 0.20841552105068023
Position 45: 0.08974169505582502
Position 1707: 0.05924039246853958
Position 908: 0.050481103679702516
Position 1260: 0.04497533775632342
Position 2714: 0.014319714748801789
Position 377: 0.012329947628038514
Position 917: 0.005299052853440738
Position 1006: 0.0022462281881884694
Position 126: 0.001628836401282327
Position 348: 0.0015812530866616398
Position 115: 0.0009347229706779435
Position 436: 0.0008943145327350349
Position 710: 0.0005273162800909333
Position 171: 0.0005042323241498228
Position 453: 0.00032407009583300676
Position 325: 0.00028741556207828546
Position 117: 1.8057241857540177e-05
Position 19: 1.8079823494908245e-07
Position 270: 3.6256229798897837e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 207: 0.9054666261141366
Position 2798: 0.44111639564138716
Position 1299: 0.4151585393832689
Position 1521: 0.39824075363010336
Position 513: 0.3909095020559489
Position 819: 0.23340954338591227
Position 472: 0.19024382558242214
Position 1538: 0.1610641109178417
Position 540: 0.12222652481265361
Position 1147: 0.09901965933210122
Position 456: 0.09034944106358016
Position 2305: 0.0745349245106039
Position 1729: 0.06489909508041106
Position 724: 0.06397346608082011
Position 755: 0.06219805482420195
Position 781: 0.058687388740527806
Position 502: 0.03964046484827973
Position 2121: 0.03661759452674323
Position 166: 0.02902612174021818
Position 680: 0.01691491283027787
Position 1329: 0.014337674267790266
Position 1077: 0.014065000226364787
Position 417: 0.012688463417306166
Position 2877: 0.008411553059058966
Position 420: 0.007042039382725667
Position 229: 0.0050812796085711225
Position 704: 0.004294026694453234
Position 728: 0.002801812831329745
Position 709: 0.0022208963484004977
Position 170: 0.0015600789163532328
Position 643: 0.001552302942121349
Position 683: 0.001550067288095346
Position 686: 0.0012545782798148721
Position 241: 0.0007314398056343547
Position 488: 0.00026519416118803266
Position 136: 0.00015225910043506437
Position 248: 4.960169732884903e-05
Position 286: 2.4588872893593194e-05
Position 560: 1.4986995013515353e-05
Position 762: 1.194397148267356e-05
Position 141: 3.965883697190468e-06
Position 292: 8.119574179810345e-07
Position 341: 7.94101422257744e-07
Position 147: 1.2838762269353956e-08
