Gene = ANKUB1
index = 85
Annotated 5SS: [  547  2043 12585 22264 25667]
Annotated 3SS: [ 1898 12367 22148 24727 31209]
SMsplice 5SS: [  547  1612  2043 12503 22264 30224]
SMsplice 3SS: [ 1525  1926 12367 22148 30162 30863]
top_k =  100
Partition function (log Z): -13.314902880228324

Sorted 5' Splice Sites (High to Low Probability):
Position 2043: 0.9994176251305263
Position 547: 0.9781259138460916
Position 12503: 0.7607295618244694
Position 1612: 0.5641445199161226
Position 446: 0.3949644127729096
Position 924: 0.12407959230856802
Position 12479: 0.04887233172910118
Position 7335: 0.04860852862799359
Position 211: 0.026564530030010705
Position 12923: 0.020968930101444655
Position 1857: 0.0062668859749881855
Position 112: 0.006085124274694114
Position 984: 0.0051566262246467
Position 64: 0.003043469992298601
Position 82: 0.0024973686974520118
Position 256: 0.0012947281781076818
Position 1650: 0.0012230306195471843
Position 7752: 0.0010919090780654535
Position 292: 0.0006746854871933422
Position 422: 0.0006202169368121305
Position 195: 0.00046963795664041957
Position 263: 0.00037216358237469535
Position 134: 0.0003556174319147035
Position 378: 0.00016252476795270378
Position 726: 9.966730888531554e-05
Position 2214: 9.72775469870958e-05
Position 56: 9.033198941133978e-05
Position 265: 8.140411139337743e-05
Position 526: 7.48317217837894e-05
Position 86: 7.056422376218861e-05
Position 41: 3.844858917771355e-05
Position 181: 3.7755906601441774e-05
Position 622: 8.078130532411463e-06
Position 577: 5.531611954253432e-06
Position 2051: 2.5826251910101076e-07
Position 1958: 1.0671018839538026e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12367: 0.9086253115546683
Position 1926: 0.7396442750924581
Position 1525: 0.5608100275881807
Position 14843: 0.3807770358264846
Position 1898: 0.26035443212709036
Position 17151: 0.23978929423407064
Position 508: 0.22235835384474334
Position 17527: 0.16890437709125297
Position 511: 0.16549366628769216
Position 797: 0.06598906500170519
Position 14110: 0.03847768483122484
Position 8066: 0.037561366887996654
Position 7250: 0.028694126153372426
Position 819: 0.026267048722336084
Position 7115: 0.021857638384873902
Position 12831: 0.020968930101444655
Position 701: 0.02071957474886299
Position 445: 0.016813012621398046
Position 852: 0.014674971724226346
Position 8929: 0.011643271247969588
Position 481: 0.010680496659433478
Position 2182: 0.006541558493112135
Position 2295: 0.003930865070861458
Position 1445: 0.0036727511855119198
Position 5721: 0.003368338262077164
Position 1429: 0.0031850003512957944
Position 3686: 0.002653225052710077
Position 7669: 0.0021367125095866388
Position 1744: 0.002101513581356969
Position 649: 0.001372303440529276
Position 1317: 0.0012615625990336997
Position 4086: 0.00114661959095591
Position 3329: 0.0008618319658602791
Position 2309: 0.0006981645988814204
Position 1334: 0.000602126717781027
Position 3424: 0.0005302623884894729
Position 877: 0.000282482201331822
Position 4099: 0.0002462676449783008
Position 397: 0.00016594076815564237
Position 237: 0.00013132312044241703
Position 2932: 0.00012942776678926416
Position 2716: 0.00012395623753513595
Position 2884: 0.00012155589655224021
Position 203: 6.173084208974551e-06
Position 620: 5.455344795707661e-06
Position 301: 4.894100388984718e-06
Position 331: 3.78427223697464e-06
Position 599: 1.935149641213703e-06
Position 1605: 1.4544874978994877e-06
Position 656: 1.0331670922511452e-06
Position 525: 8.253509774996115e-07
Position 534: 7.031921839728314e-07
Position 860: 1.8327878944635781e-07
