Gene = IZUMO3
index = 723
Annotated 5SS: [ 253  465  705 1476 2013]
Annotated 3SS: [ 389  614 1394 1921 2308]
SMsplice 5SS: [ 465  705 1476 2013]
SMsplice 3SS: [ 614 1394 1921 2308]
top_k =  100
Partition function (log Z): 5.73651403469704

Sorted 5' Splice Sites (High to Low Probability):
Position 705: 0.9921461861432839
Position 2013: 0.9072005862492671
Position 465: 0.6177890378692352
Position 1476: 0.5432127277619433
Position 253: 0.47736424513677145
Position 1491: 0.4158947760380852
Position 1129: 0.2223432925754064
Position 470: 0.20569973234344402
Position 219: 0.08509981717906522
Position 1061: 0.08267038795720527
Position 2195: 0.03143713389967031
Position 934: 0.020223560349720986
Position 1331: 0.012602752442581494
Position 349: 0.00987257986269693
Position 1450: 0.007822903295777726
Position 817: 0.006970353340913286
Position 1987: 0.0029310532566592952
Position 401: 0.002686710731953181
Position 490: 0.0021228713924183597
Position 15: 0.0018021536822125017
Position 31: 0.0012240655450003663
Position 2000: 0.0010200991377030731
Position 97: 0.0007482142411155831
Position 1593: 0.00064137530067855
Position 835: 0.00051462694093678
Position 246: 0.00044498758251987916
Position 709: 0.0002725761939839986
Position 41: 0.00025122535697838467
Position 325: 0.00021688812961832339
Position 2043: 0.0001936187003375597
Position 367: 0.00018220873785969367
Position 392: 0.0001626436514558054
Position 409: 9.796096627083123e-05
Position 229: 8.415212485712848e-05
Position 88: 7.805910544867172e-05
Position 248: 6.891176622222029e-05
Position 483: 6.0647694944820464e-05
Position 494: 4.6011273614669926e-05
Position 156: 3.486198047958647e-05
Position 278: 3.485224525277838e-05
Position 38: 3.34332247384515e-05
Position 421: 2.0628724421138578e-05
Position 404: 1.3460869576895575e-05
Position 120: 4.698729233538929e-06
Position 737: 7.399524497700059e-07
Position 78: 9.149268022013383e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 614: 0.9927813182587851
Position 2308: 0.9744598224026695
Position 1921: 0.9600496961236348
Position 1394: 0.9247179620328069
Position 389: 0.38422896932987993
Position 915: 0.3175925788890734
Position 346: 0.02135477807898441
Position 1256: 0.01624113743460621
Position 1449: 0.01431911817909457
Position 1212: 0.010368470066566745
Position 2335: 0.007429565228380433
Position 1406: 0.005988103567851155
Position 1174: 0.005080526641524181
Position 894: 0.0035336264383870994
Position 632: 0.0033091759711233633
Position 1217: 0.0029233121855869837
Position 400: 0.0028972569510405943
Position 1043: 0.0028669625971985114
Position 927: 0.0014071353890318327
Position 568: 0.0009147798901986112
Position 2104: 0.0006996876150669716
Position 968: 0.0004787748624784177
Position 114: 0.0003105453813989697
Position 397: 0.00021931961058565657
Position 637: 3.153946157346231e-05
Position 2345: 2.7845195059710638e-05
Position 793: 2.1500838786851798e-05
Position 188: 1.8837694932528036e-05
Position 300: 1.4076989455053834e-05
Position 409: 1.1649615769928231e-05
Position 153: 1.0098010581972243e-05
Position 729: 9.057510690065824e-06
Position 505: 6.966318931173466e-06
Position 934: 5.961442635234232e-06
Position 156: 5.410487558110998e-06
Position 490: 5.01397985714749e-06
Position 1093: 2.5132021823335713e-06
Position 875: 4.861388285813817e-07
Position 833: 2.3162730407206644e-07
Position 427: 7.193177063084847e-09
