Gene = AZIN2
index = 124
Annotated 5SS: [  182   396   700  1242  3015 11110 12304 13601 15757 17067 37004]
Annotated 3SS: [  274   487  1064  2840 10936 12168 13434 15593 16953 36788 38930]
SMsplice 5SS: [  182   396  1242 10778 11110 13601 15757 17067 37004]
SMsplice 3SS: [  277  1064 10709 10936 13434 15593 16953 36788 38930]
top_k =  100
Partition function (log Z): -7.121772920090265

Sorted 5' Splice Sites (High to Low Probability):
Position 10778: 1.0
Position 17067: 0.9999999999999997
Position 1242: 0.999999999999999
Position 11110: 0.9858422959313258
Position 396: 0.909757502758336
Position 13601: 0.7837685426013997
Position 15757: 0.7769852944373765
Position 12304: 0.566703893219357
Position 16076: 0.23666910316478812
Position 16759: 0.09424303009580874
Position 13586: 0.07466167146377754
Position 13881: 0.06205943585162933
Position 16502: 0.060735988148471975
Position 18185: 0.05936332701878414
Position 16374: 0.051865357084230054
Position 166: 0.04722764479005361
Position 15768: 0.03659828528791072
Position 186: 0.02451559186015419
Position 12293: 0.020026792159036508
Position 700: 0.01552096872298535
Position 11940: 0.014795101742018988
Position 11087: 0.014157704068673128
Position 15729: 0.01197012685611094
Position 236: 0.0020528911745157723
Position 889: 0.0009254006939545196

Sorted 3' Splice Sites (High to Low Probability):
Position 10709: 1.0
Position 10936: 0.9999999999999991
Position 16953: 0.999953834848088
Position 1064: 0.943667483857026
Position 15593: 0.7357648762919062
Position 13434: 0.5601560975877772
Position 12168: 0.3930988923574746
Position 13468: 0.2982741164774008
Position 16025: 0.2539023267500249
Position 20493: 0.2467700777468842
Position 12145: 0.19363179302091868
Position 18643: 0.13076426947176245
Position 18184: 0.13071740691070044
Position 16550: 0.09428919524771957
Position 17671: 0.09382594941924224
Position 15636: 0.08978883028949222
Position 18069: 0.08301227516372524
Position 20719: 0.08224773198117127
Position 13761: 0.062059435851629347
Position 16352: 0.0569493731270946
Position 1084: 0.05633251614297355
Position 19340: 0.05618193412944396
Position 18421: 0.03687041174997267
Position 18482: 0.033301598504963864
Position 15948: 0.026689080120414987
Position 19773: 0.026199900750771315
Position 17178: 0.0243650406304819
Position 22532: 0.022754377215712957
Position 17152: 0.020344943700429843
Position 18887: 0.018639881157146026
Position 22281: 0.015788836149314395
Position 21281: 0.012518908216117635
Position 16469: 0.010917884794247691
Position 17507: 0.00936198177663827
Position 11839: 0.009330388650512573
Position 20408: 0.008288889992871772
Position 20110: 0.007369465252824092
Position 11748: 0.005464713091506415
Position 15969: 0.0008117836057077193
Position 17915: 3.9447098610363206e-05
