Gene = NUPL2
index = 979
Annotated 5SS: [  380  3472  5320 14089 14940 17716]
Annotated 3SS: [ 3242  5224 14011 14852 17630 18340]
SMsplice 5SS: [  380  3472  5320 14940 17716]
SMsplice 3SS: [ 3242  5224 14852 17630 18340]
top_k =  100
Partition function (log Z): -2.7744343419368986

Sorted 5' Splice Sites (High to Low Probability):
Position 5320: 0.9999947917738918
Position 3472: 0.9908499217439838
Position 17716: 0.9871766820232913
Position 14940: 0.7852764248403029
Position 380: 0.5546107756144384
Position 110: 0.36619682618854243
Position 18485: 0.3134095286458369
Position 4766: 0.313137155370932
Position 11225: 0.29412080710536387
Position 11092: 0.2241107744148853
Position 11327: 0.20290467445889407
Position 663: 0.10873802163187685
Position 15820: 0.04787553549064485
Position 309: 0.03054070016154477
Position 405: 0.030255850599306026
Position 1222: 0.015696706520722536
Position 711: 0.01407628498764356
Position 1832: 0.01286814580878044
Position 659: 0.011141678743345325
Position 291: 0.009835088677559934
Position 423: 0.009631504154350993
Position 18052: 0.007987955796466963
Position 329: 0.0067444037880001915
Position 54: 0.0035694774209446526
Position 856: 0.0031877502622538983
Position 3751: 0.0014863131351812633
Position 563: 0.0014507445096085133
Position 219: 0.0014467042785845765
Position 467: 0.0010866291582964547
Position 158: 0.0005409230365439141
Position 179: 0.0003988357440216475
Position 17728: 0.00033529571600536735
Position 202: 0.00012097232915869616
Position 84: 6.659630316327539e-05
Position 69: 4.6729402336158245e-05
Position 45: 3.635086817391943e-05
Position 8: 1.493189348144938e-05
Position 92: 4.5537882863368985e-06
Position 152: 4.018204623883356e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5224: 0.9939617229591486
Position 17630: 0.9911221672462669
Position 3242: 0.9896368877538997
Position 18340: 0.898520600365493
Position 14852: 0.7852764248403029
Position 11149: 0.38973700478495465
Position 10872: 0.24988400578539666
Position 4654: 0.1777360625346119
Position 286: 0.14314824582496685
Position 4598: 0.10348149855937164
Position 18598: 0.09998326154138952
Position 18769: 0.0953723411742751
Position 11277: 0.0639283261689622
Position 18505: 0.06014190057426985
Position 15671: 0.04821843214524884
Position 18622: 0.04111540196032196
Position 18568: 0.028979063657420506
Position 4625: 0.0244197943088613
Position 18560: 0.023177844981069007
Position 18815: 0.017636139757337577
Position 11303: 0.01758691923982975
Position 18720: 0.012687388532086782
Position 18793: 0.01140713924033751
Position 17838: 0.010563309969794545
Position 18302: 0.010440210132008725
Position 208: 0.009291652788733572
Position 18746: 0.006299007776009367
Position 5144: 0.006038258175930909
Position 1750: 0.0057119986618168845
Position 202: 0.005497524607228558
Position 4563: 0.005210636146509853
Position 578: 0.0044558306585024705
Position 245: 0.003817714923895332
Position 224: 0.0033262229320415947
Position 1657: 0.0022975260529726036
Position 4450: 0.0022891638215773017
Position 3616: 0.0014863131351812633
Position 1395: 0.0012491023370888115
Position 3438: 0.0012130339900841324
Position 1435: 0.0012050010252770476
Position 536: 0.0011779516533908753
Position 188: 0.0011284184232555055
Position 15345: 0.0006497984483815732
Position 12552: 0.0004543009729191278
Position 5799: 1.1480971507072987e-05
Position 5090: 1.104689709978423e-08
Position 5295: 7.818023204408314e-09
