Gene = GPR88
index = 619
Annotated 5SS: [366]
Annotated 3SS: [756]
SMsplice 5SS: [366]
SMsplice 3SS: [756]
top_k =  100
Partition function (log Z): -10.470595322475168

Sorted 5' Splice Sites (High to Low Probability):
Position 366: 0.7765478360398936
Position 309: 0.21402345745926812
Position 2779: 0.025011788567128785
Position 2762: 0.01605282249101846
Position 811: 0.014841959923995453
Position 206: 0.007736763239463154
Position 2294: 0.006396772733714935
Position 1736: 0.004655333842736875
Position 1981: 0.002578486192576891
Position 1097: 0.002031640248895806
Position 1179: 0.0015525489171764563
Position 170: 2.0540263012876764e-05
Position 538: 2.0252069322492454e-05
Position 433: 9.301205744584402e-06
Position 496: 3.669964293627435e-06
Position 498: 3.3838341843506124e-06
Position 500: 3.2622531339072466e-06
Position 502: 2.9720901166423924e-06
Position 504: 2.4869162704678894e-06
Position 42: 2.4837363915551064e-06
Position 494: 2.285229172750873e-06
Position 506: 1.6640456019908195e-06
Position 208: 1.1566033076641392e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 756: 0.30115110856361915
Position 2060: 0.19772609230447943
Position 3018: 0.13191855654621806
Position 3090: 0.08237028092571066
Position 2228: 0.07875483923806614
Position 2670: 0.052352401912366786
Position 554: 0.05166385487941829
Position 1012: 0.03129280997806684
Position 2801: 0.021372469088120745
Position 686: 0.016489381148663464
Position 2313: 0.01598122939983361
Position 2865: 0.015083751519201882
Position 2489: 0.014749924149413634
Position 1018: 0.009407700211717813
Position 3833: 0.008988506431149401
Position 760: 0.004452943703083036
Position 3618: 0.004210688753362639
Position 1783: 0.0035443969526218703
Position 432: 0.0034606517074893114
Position 3578: 0.0033221120418470145
Position 1090: 0.0032579330470861208
Position 2778: 0.002519413236950457
Position 1877: 0.0025031277009778625
Position 1279: 0.0019307987746355734
Position 704: 0.001750012069978031
Position 401: 0.001689285925851072
Position 1139: 0.0012748328386833975
Position 1723: 0.0012684574734228853
Position 611: 0.0011000832091457209
Position 1441: 0.0010875516202386011
Position 1621: 0.0009899858318258782
Position 1537: 0.0007519777995239378
Position 717: 0.000665062505033861
Position 792: 0.0005999354705486817
Position 895: 0.0005700658159050958
Position 1582: 0.0005578552811132075
Position 1845: 0.0003589038647239863
Position 1663: 0.0003274091520067508
Position 723: 6.476794321834143e-06
