Gene = CDO1
index = 340
Annotated 5SS: [  727  3774  5794 10606]
Annotated 3SS: [ 3695  5638 10435 11491]
SMsplice 5SS: [ 727 3057 3774 7333]
SMsplice 3SS: [ 2936  3695  7256 11491]
top_k =  100
Partition function (log Z): -6.303744553392956

Sorted 5' Splice Sites (High to Low Probability):
Position 727: 0.9964750094719502
Position 3774: 0.9549679281435598
Position 7333: 0.7826042670316362
Position 3057: 0.6617480739001739
Position 8505: 0.2724241649068558
Position 159: 0.1544160586411248
Position 371: 0.10516730563668805
Position 5304: 0.04701412179380421
Position 1653: 0.04653584343418937
Position 2368: 0.0448504441501797
Position 5794: 0.04057805962885365
Position 10606: 0.03189742565150429
Position 153: 0.02084288992581842
Position 7463: 0.020505168052901857
Position 428: 0.018997276201133142
Position 2179: 0.018474283798625857
Position 4322: 0.01441730191078436
Position 4167: 0.011838299191062315
Position 432: 0.00970144456186953
Position 7426: 0.0084595719361898
Position 7437: 0.007238248593046594
Position 7401: 0.007186002053816079
Position 5482: 0.007097263359635166
Position 4033: 0.006020441565788655
Position 242: 0.0039816285792099925
Position 1581: 0.0007630295813528544
Position 438: 0.0005269288591105363
Position 1782: 0.0003710425545790944
Position 1753: 0.0002967622002039069
Position 1142: 0.00025403361545823816
Position 1981: 0.00020197088899896683

Sorted 3' Splice Sites (High to Low Probability):
Position 7256: 0.8532288452264328
Position 11491: 0.5644126912428317
Position 3695: 0.4775577566704512
Position 3643: 0.37404392027203487
Position 2936: 0.34629245527405095
Position 8260: 0.27422075279411595
Position 2999: 0.26543845125010046
Position 7775: 0.15873974629775697
Position 9027: 0.1378933866441256
Position 517: 0.11937988975893545
Position 3655: 0.10378366405986013
Position 503: 0.07490468912216909
Position 619: 0.06531056585860115
Position 5146: 0.06113723289563904
Position 2897: 0.05001716737602242
Position 10435: 0.04106840399708542
Position 5678: 0.04057805962885365
Position 7201: 0.03868728721046993
Position 2050: 0.033928407555482085
Position 2263: 0.029701941157095086
Position 8273: 0.026152637220508913
Position 486: 0.025635234222151044
Position 1557: 0.02338343293126954
Position 1482: 0.018263764196739266
Position 9072: 0.01707650196219069
Position 451: 0.0143955037283589
Position 3913: 0.013632448353025217
Position 4124: 0.011410429314053354
Position 637: 0.007960238261175742
Position 9892: 0.007880188734204891
Position 1600: 0.005955707060372827
Position 3909: 0.0055806254212485895
Position 522: 0.002360518387677147
Position 3934: 0.0023361207582442297
Position 6430: 0.0016246002163613014
Position 4365: 0.0008973441361729503
Position 1737: 0.00023020070227230355
Position 1883: 0.0002019708889989666
Position 1053: 0.0001963895205731237
Position 1542: 0.00013357287967125792
Position 565: 0.0001284123629308557
Position 910: 5.764409488511475e-05
Position 525: 3.349017490582827e-05
