Gene = INIP
index = 701
Annotated 5SS: [  250  1776 24106 28710]
Annotated 3SS: [ 1694 24002 28618 30602]
SMsplice 5SS: [  250   864  1776 24106 28710]
SMsplice 3SS: [  793  1694 24002 28618 32233]
top_k =  100
Partition function (log Z): -18.227213648222033

Sorted 5' Splice Sites (High to Low Probability):
Position 1776: 0.9905223332903149
Position 250: 0.9135127642314422
Position 864: 0.8774289998990293
Position 6020: 0.30709927166114076
Position 685: 0.20210009212454985
Position 1144: 0.0819177166275607
Position 1098: 0.06482635835295723
Position 433: 0.04579730049658248
Position 1001: 0.025913789077407975
Position 889: 0.017818067662773735
Position 149: 0.009608689635230417
Position 112: 0.00891991456448978
Position 254: 0.00653629130925696
Position 214: 0.004731394698253496
Position 299: 0.0020605077635902813
Position 30: 0.0011739293317819457
Position 164: 0.0005778229306837358
Position 42: 0.0004589062227017271
Position 717: 0.00036751770359933465
Position 568: 0.0001976472895026522
Position 288: 9.580056716790532e-06
Position 72: 9.138909018659886e-06
Position 233: 5.291570603219383e-06
Position 243: 4.940534456579418e-06
Position 227: 2.4695887152580345e-06
Position 13: 1.913989652629943e-06
Position 61: 1.1133847883314962e-06
Position 90: 8.745623503224978e-07
Position 152: 7.914187261996133e-07
Position 116: 5.642694847285759e-07
Position 184: 4.658945245799429e-07
Position 187: 4.100224716605238e-07
Position 18: 1.711126251182872e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1694: 0.9899137091260835
Position 793: 0.5771080193849994
Position 13132: 0.5140212656903929
Position 760: 0.26535350953103803
Position 5875: 0.23951667935702703
Position 13509: 0.1698954110109452
Position 5878: 0.08447320317259184
Position 529: 0.08426796109628183
Position 9964: 0.07058382980718825
Position 333: 0.06847440427478897
Position 757: 0.06418655427309769
Position 1013: 0.05814127876308098
Position 974: 0.05494196058185638
Position 6907: 0.05221018790785444
Position 609: 0.03158315827730578
Position 1055: 0.028149690784228038
Position 5935: 0.025814503039815445
Position 7911: 0.024953775615043607
Position 5306: 0.017880883439553224
Position 2490: 0.01644306409728316
Position 7093: 0.015341383760008563
Position 2465: 0.015318555651978222
Position 405: 0.011491745110179436
Position 717: 0.010264339529900919
Position 5285: 0.009878760450592728
Position 4254: 0.00983464142482271
Position 436: 0.008548301753717968
Position 5659: 0.007113225686981708
Position 496: 0.006397256033344533
Position 3130: 0.005545707038551557
Position 3536: 0.004265776912990292
Position 1746: 0.003721489115458936
Position 5793: 0.003634214486795781
Position 2228: 0.0026609214474682926
Position 2540: 0.0019735098620545554
Position 4573: 0.0018442733709146178
Position 4231: 0.001412577195552397
Position 4024: 0.001125654747318421
Position 3267: 0.0010248022704425904
Position 3159: 0.0009215856042393037
Position 1895: 0.000500323512751132
Position 337: 0.0003231218675103419
Position 766: 0.00019155790323065712
Position 460: 9.304833259819812e-05
Position 476: 7.908653926280015e-05
Position 735: 7.838809604642791e-05
Position 1455: 5.832533672468276e-05
Position 800: 2.8546816309698444e-05
Position 679: 2.2348917059218566e-05
Position 249: 5.221817187368572e-07
