Gene = HMCES
index = 654
Annotated 5SS: [   66  1076 10158 11965 19696 23303]
Annotated 3SS: [  869 10013 11838 19513 23109 25748]
SMsplice 5SS: [   66 10158 11965]
SMsplice 3SS: [10013 11838 25748]
top_k =  100
Partition function (log Z): -15.987981891355

Sorted 5' Splice Sites (High to Low Probability):
Position 1076: 0.9950624114820767
Position 10158: 0.9206088838133906
Position 11965: 0.727400660216668
Position 66: 0.3356044384807363
Position 364: 0.280580593349565
Position 372: 0.11381230134906306
Position 837: 0.09729805843085418
Position 14871: 0.08926061258242571
Position 43: 0.07750194214592641
Position 458: 0.06570242422224455
Position 24: 0.01727092162394412
Position 204: 0.007135993289438606
Position 478: 0.004014307545906705
Position 3714: 0.0015216263844999168
Position 99: 0.0007868108494218835
Position 465: 0.0003384316886670564
Position 284: 1.6489618530178814e-08
Position 93: 8.398394151811899e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10013: 0.6284614388373982
Position 17200: 0.6280022741522174
Position 11838: 0.5779842448897032
Position 869: 0.5019403518712706
Position 924: 0.46482913076081245
Position 9965: 0.29214744497599227
Position 14754: 0.16505145918257785
Position 11878: 0.12319100214382228
Position 11875: 0.09072881080029344
Position 18371: 0.08917136295336626
Position 12076: 0.03986646085616888
Position 12049: 0.030660388551220642
Position 955: 0.02029419523379858
Position 14147: 0.01491444799276566
Position 12675: 0.014840511454634117
Position 12511: 0.012280499806024907
Position 12492: 0.011697727372787362
Position 926: 0.010632340501192994
Position 10430: 0.003564070430721124
Position 4093: 0.0019199608024664293
Position 3642: 0.0016185193051592556
Position 8047: 0.0012927642658935208
Position 6331: 0.0012241810990900861
Position 2135: 0.0011203383971400056
Position 3924: 0.0011039612605630899
Position 3581: 0.000990066428869912
Position 2537: 0.0009521901890723414
Position 6523: 0.0008607129986326023
Position 1206: 0.0008084029142861612
Position 3819: 0.000710534300630202
Position 3962: 0.0002500052957722508
Position 3173: 0.00016870296303200168
Position 2602: 0.00015484771547757479
Position 1851: 0.00010958490773963992
Position 1363: 0.00010609637143730701
Position 1911: 7.15502798246491e-05
Position 363: 6.65037234789941e-05
Position 3540: 4.880980655765502e-05
Position 443: 4.474798510060977e-05
Position 335: 1.0651648337655088e-05
Position 1041: 5.280518307458119e-06
Position 891: 2.202259815519158e-06
Position 371: 8.964332812793008e-07
Position 310: 3.59221715539006e-07
Position 1024: 2.892097359894879e-07
Position 398: 1.1927466178222416e-07
