Gene = BLACE
index = 134
Annotated 5SS: [ 126 4831 5123 7007 8035]
Annotated 3SS: [4736 4983 6849 7890 9153]
SMsplice 5SS: [ 126 4141 4831 5123 6577 7007 8035]
SMsplice 3SS: [3977 4564 4983 6388 6913 7890 9667]
top_k =  100
Partition function (log Z): -4.842221601817547

Sorted 5' Splice Sites (High to Low Probability):
Position 6577: 0.957097945024829
Position 5123: 0.8086193566377735
Position 4141: 0.8074475381408385
Position 7007: 0.8007861376938139
Position 4831: 0.7419306608590609
Position 8035: 0.507479452855108
Position 126: 0.4562145371160053
Position 3577: 0.41004496721603423
Position 8000: 0.33559111451522455
Position 4466: 0.32486474690882966
Position 7731: 0.25374651498782874
Position 9847: 0.1958230717684066
Position 350: 0.19439268992099504
Position 208: 0.11045980790260576
Position 80: 0.08640011150760345
Position 524: 0.07397883382210554
Position 4461: 0.04908418394120798
Position 699: 0.04253098997588893
Position 4002: 0.0340605851612054
Position 4016: 0.027845304387755596
Position 4900: 0.024321525109244683
Position 8260: 0.018095746997521173
Position 3469: 0.016438875150645946
Position 7738: 0.0132931807917514
Position 874: 0.010986616330368614
Position 6967: 0.01060539333665347
Position 163: 0.00979016235128332
Position 431: 0.009115295896309057
Position 7223: 0.007547595872605092
Position 606: 0.0061309551768362
Position 3379: 0.003889055889719011
Position 8320: 0.003531777156841887

Sorted 3' Splice Sites (High to Low Probability):
Position 6388: 0.9570979450248288
Position 7890: 0.8651219411466451
Position 3977: 0.8153254693922695
Position 6913: 0.7960934253948102
Position 4564: 0.7014789894246037
Position 4983: 0.5111527991765861
Position 3488: 0.352991555278705
Position 9732: 0.3134662992987377
Position 4374: 0.3103507632859839
Position 9667: 0.30061226414165
Position 4936: 0.29746655746118755
Position 7630: 0.22825184419268083
Position 8144: 0.1643356620289622
Position 8360: 0.15664536092443423
Position 10566: 0.1223977008047688
Position 10590: 0.07342537096363794
Position 6849: 0.06983343361993967
Position 4238: 0.06359816756405384
Position 3910: 0.05402795829752982
Position 3421: 0.0483618445293104
Position 4560: 0.038194846454693836
Position 7462: 0.028663600226216102
Position 4736: 0.02657835008900814
Position 7647: 0.025272446662736724
Position 3281: 0.02099459670321519
Position 3436: 0.008024901745168646
Position 6864: 0.0013668600606022438
Position 7073: 0.0009937669883703928
Position 7110: 2.000952156244317e-05
