Gene = TRNT1
index = 1490
Annotated 5SS: [   75  2273 10538 13733 17795 19708 20788]
Annotated 3SS: [ 2097 10343 13593 17667 19513 20533 20989]
SMsplice 5SS: [   75  2273 10538 13733 17795]
SMsplice 3SS: [ 2097 10343 13593 17667 20533]
top_k =  100
Partition function (log Z): -3.2917786493812744

Sorted 5' Splice Sites (High to Low Probability):
Position 2273: 0.9999970463795647
Position 75: 0.9992933251188115
Position 17795: 0.8387371401387907
Position 10538: 0.8202439746107258
Position 13733: 0.4364788851646264
Position 13663: 0.2966479007551642
Position 12795: 0.27968901673247426
Position 13759: 0.24832909085813534
Position 20788: 0.2125399567490931
Position 1900: 0.2071240355181501
Position 10558: 0.1678659361034686
Position 19708: 0.15500786563305913
Position 1103: 0.12944354286202864
Position 19648: 0.1039252309877439
Position 1927: 0.08041614518470544
Position 632: 0.06258880333391453
Position 18213: 0.0373114296076236
Position 12938: 0.034684993388087816
Position 762: 0.028062970549020315
Position 12771: 0.027334804913772583
Position 1122: 0.026012495850986396
Position 21095: 0.0155430685210529
Position 374: 0.009223882441320906
Position 822: 0.003216889392078486
Position 1030: 0.002927683502147382
Position 116: 0.0003826213391469896
Position 434: 5.512925371257019e-05
Position 243: 2.5493376026130123e-05
Position 33: 7.422954326715007e-06
Position 2575: 6.5767821598158965e-06
Position 449: 1.7995776716412974e-06
Position 107: 1.6293848782137983e-06
Position 919: 3.93485996157933e-07
Position 2168: 3.0243551914249527e-08
Position 217: 2.613328900939126e-08
Position 48: 1.7241248534955376e-08
Position 169: 8.66614381426108e-09
Position 246: 1.616411931701357e-10
Position 4: 1.4140819257788422e-14
Position 111: 5.315119781410206e-15
Position 17: 4.730948971374564e-15
Position 39: 6.728854495770281e-17
Position 9: 6.52910431005156e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 10343: 0.9881099107141941
Position 13593: 0.9855422840815437
Position 17667: 0.8387371401387907
Position 2097: 0.8238327665609538
Position 20533: 0.6829427079937962
Position 19513: 0.35468655700242424
Position 12672: 0.30702382164624686
Position 20989: 0.27815569433047027
Position 1819: 0.13791394221805037
Position 1029: 0.13684486446988797
Position 1787: 0.13156528258129963
Position 2124: 0.11424959807577557
Position 532: 0.10058893321258822
Position 2153: 0.061914706610507186
Position 18096: 0.05235036420566977
Position 18117: 0.04398679794479357
Position 12836: 0.036734212784526786
Position 20926: 0.03000454813765636
Position 15829: 0.022728302403442046
Position 22084: 0.015543068521052908
Position 1798: 0.013469842644184828
Position 13449: 0.01109028208878609
Position 17917: 0.008760107853239045
Position 17875: 0.00746186606306591
Position 18134: 0.005284453929458632
Position 761: 0.005012954861756993
Position 1842: 0.004591118635200895
Position 865: 0.004368587915396529
Position 991: 0.004070076199393854
Position 17988: 0.0038789598914286366
Position 275: 0.002029307208662223
Position 177: 0.0020164194411298212
Position 181: 0.0020161937783511634
Position 151: 0.0017280474574199354
Position 300: 0.001201370423931808
Position 11864: 0.000933059483869158
Position 580: 0.0007189867915696206
Position 617: 0.0006511703916490981
Position 10958: 0.00020094305441372982
Position 3002: 0.0001361123442489363
Position 2424: 4.572730572600115e-05
Position 2814: 5.777631440237106e-06
Position 2481: 2.701462935821638e-07
Position 893: 5.648752997785133e-08
Position 801: 4.6190416523068784e-08
Position 153: 6.606599366473714e-09
Position 242: 5.451654513794975e-09
Position 483: 3.44770992520414e-09
Position 217: 2.9015231035346287e-09
Position 358: 1.1989281760927734e-09
Position 408: 3.4648900309932375e-10
Position 214: 3.269488035274851e-10
Position 330: 2.425292043463637e-10
Position 392: 1.9537861800026802e-10
Position 229: 1.8872741038757953e-10
Position 422: 1.167316635334102e-10
Position 188: 2.0911052128694894e-11
