Gene = GBA
index = 576
Annotated 5SS: [ 149  605 1349 1619 2718 3101 3894 4990 5554 6040]
Annotated 3SS: [ 516 1156 1471 2583 2927 3655 4764 5389 5922 6133]
SMsplice 5SS: [ 149  605 1349 1619 2718 4990 5554 6040]
SMsplice 3SS: [ 516 1156 1471 2583 4764 5389 5922 6133]
top_k =  100
Partition function (log Z): 10.511972606445283

Sorted 5' Splice Sites (High to Low Probability):
Position 2718: 0.996637445197653
Position 149: 0.9780956635515692
Position 1619: 0.9732846105292835
Position 1349: 0.8605285653739791
Position 6040: 0.7318382371746768
Position 605: 0.7074448098567326
Position 4990: 0.6878017520676357
Position 5554: 0.669083190681251
Position 3894: 0.5905237015698049
Position 4765: 0.4868406049672377
Position 3101: 0.4266606958354478
Position 5462: 0.28527671590176956
Position 6052: 0.25812618732707227
Position 5772: 0.11752436705724345
Position 609: 0.0898258791624601
Position 3027: 0.03343841529737706
Position 1398: 0.025189917091532045
Position 630: 0.016462081303502664
Position 28: 0.011014727568493195
Position 1313: 0.008067250324763022
Position 6532: 0.007810999013603886
Position 6358: 0.005561425677702127
Position 1058: 0.004922773959310049
Position 5838: 0.004832318360251544
Position 678: 0.004777214437855498
Position 880: 0.0040727695986662775
Position 6057: 0.00361260509841173
Position 2439: 0.003387330274701918
Position 2278: 0.0031792547601591638
Position 541: 0.002657207806227708
Position 746: 0.002634527176224538
Position 2781: 0.0025489977840884594
Position 1262: 0.0015601249727899174
Position 382: 0.0008646971665496295
Position 299: 0.0007906079545002128
Position 333: 0.0007766472543566114
Position 1031: 0.0006817437702293555
Position 989: 0.0002852828027926984
Position 311: 0.0001797525150042848
Position 135: 0.0001660279147983783
Position 2455: 8.961673948369821e-05
Position 409: 4.9044549348516783e-05
Position 283: 4.031158127981024e-05
Position 700: 4.591155941600057e-06
Position 289: 5.303616280625067e-08
Position 92: 1.2112751661719613e-09
Position 127: 4.379544063469253e-11
Position 53: 2.0117915403739473e-11
Position 48: 1.999531012943838e-11
Position 9: 9.269687455296085e-12
Position 89: 3.171670304654461e-12
Position 183: 1.4886970712121984e-12
Position 42: 2.201227678693283e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5922: 0.9999894134559696
Position 2583: 0.9920065373420107
Position 1471: 0.9134179802518004
Position 5389: 0.8704764300110484
Position 516: 0.7919965292124607
Position 1156: 0.7569355517689329
Position 6133: 0.5459584725966687
Position 4690: 0.35624024973672536
Position 4764: 0.3450957475184962
Position 2927: 0.3151240297550026
Position 6164: 0.31321040830764924
Position 3804: 0.2191099422004356
Position 4840: 0.17835818529790284
Position 4662: 0.1776372237198127
Position 2986: 0.13528992982379012
Position 3655: 0.12201838976653967
Position 6402: 0.12017566214517067
Position 4900: 0.11731095076193604
Position 3752: 0.10274938931698743
Position 3779: 0.08119133981512984
Position 5151: 0.07471863692912478
Position 5588: 0.07463812207497449
Position 1271: 0.07367629944071397
Position 3823: 0.06545464047071226
Position 1491: 0.059860378672067796
Position 5553: 0.045726979916624416
Position 1181: 0.034375625657757286
Position 6636: 0.022372654304351536
Position 1124: 0.02098489773940465
Position 494: 0.015200625659990448
Position 5350: 0.011156423068744084
Position 2954: 0.009337675853097008
Position 777: 0.006644843857401603
Position 1193: 0.006388916322332083
Position 847: 0.004452120591701654
Position 6143: 0.004018649526315071
Position 2372: 0.003644594852560283
Position 539: 0.0035945607948579847
Position 2620: 0.003229248216833407
Position 2655: 0.0026929558976694096
Position 240: 0.002602641003355535
Position 1096: 0.0016800940687358443
Position 340: 0.0015950474559077896
Position 2181: 0.0013546196092286578
Position 6642: 0.0012241939553427502
Position 2023: 0.0011529070866529002
Position 2675: 0.00086451949036422
Position 2184: 0.0006460917035488161
Position 3014: 0.0003474757009350149
Position 585: 0.0002616250161187464
Position 437: 0.00022585395673721818
Position 2438: 0.00022553419648754658
Position 365: 0.00020382076828567646
Position 659: 0.0001534067359960707
Position 871: 9.010953884767626e-05
Position 2099: 2.5636360728789904e-05
Position 779: 1.6102068080638657e-05
Position 223: 1.0169223910471682e-05
Position 264: 1.6434397866179996e-06
Position 1380: 1.540609529476547e-06
Position 144: 1.1238489246898782e-06
Position 528: 8.579633703964981e-07
Position 357: 8.270299276228515e-07
Position 118: 8.009341507888896e-07
Position 441: 7.776635560746941e-07
Position 127: 6.324792370236903e-07
Position 560: 5.340055635741713e-07
Position 589: 4.0462667355292796e-07
Position 568: 3.181909639338077e-07
Position 183: 1.7815358688153668e-07
Position 135: 4.497302078489808e-08
