Gene = IL12B
index = 687
Annotated 5SS: [  456  4193  7834  8494 10582 12152 14203]
Annotated 3SS: [ 4104  7557  8375 10366 11993 14070 14786]
SMsplice 5SS: [  456  4193  8494 10582 12152 14203]
SMsplice 3SS: [ 4104  8375 10416 11993 14070 14786]
top_k =  100
Partition function (log Z): 2.4085565719063764

Sorted 5' Splice Sites (High to Low Probability):
Position 8494: 0.9999999999999974
Position 4193: 0.986168230051401
Position 14203: 0.9374287407286676
Position 456: 0.9026599025838249
Position 10582: 0.8565812699896787
Position 12152: 0.8333268468642363
Position 2980: 0.41193762419052
Position 7834: 0.28516207844936575
Position 14470: 0.21676780930228864
Position 7122: 0.18758203394714554
Position 13909: 0.17556409038168755
Position 3198: 0.16410695887962534
Position 586: 0.16339453470536422
Position 7925: 0.14435677134546893
Position 7666: 0.07596409837620557
Position 4010: 0.057212568242028375
Position 3331: 0.04394101700771916
Position 2170: 0.04222309356724768
Position 9022: 0.03548100556988047
Position 7095: 0.0333318914114182
Position 12056: 0.03114933253336218
Position 10541: 0.026959680139429027
Position 5236: 0.019408169893324584
Position 3295: 0.015970320404669846
Position 3660: 0.015819257694890326
Position 810: 0.015752682678422725
Position 1094: 0.013481855689185864
Position 2025: 0.012724762123158043
Position 13785: 0.008793591257405062
Position 3448: 0.008618940250414542
Position 12168: 0.007976541458014567
Position 2522: 0.007959507764239704
Position 12844: 0.0052382022683315505
Position 12741: 0.0050658391457625955
Position 1788: 0.004968076448483364
Position 3561: 0.003417951336648565
Position 6109: 0.001744207485586503
Position 12050: 0.0013210218668936067
Position 299: 0.0013183217904973394
Position 330: 0.0012410630386034383
Position 14198: 0.000863273578322088
Position 130: 0.0006791700727534208
Position 2991: 0.00061209927037531
Position 2931: 0.00048704326815898
Position 1198: 0.00045411120854046424
Position 1202: 0.00040307751387011156
Position 1794: 0.00024487879771676956
Position 183: 6.591986418562462e-05
Position 369: 7.133895975869636e-06
Position 106: 4.103725300404156e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8375: 0.9999999999999976
Position 14070: 0.9954367702558516
Position 4104: 0.9861682300514011
Position 11993: 0.7947972294450075
Position 14786: 0.5770805468808323
Position 7557: 0.5054829481710402
Position 10416: 0.48588100852364857
Position 14381: 0.4013746523514144
Position 2895: 0.32425035548677017
Position 10366: 0.30041815095527197
Position 3154: 0.25187444557396776
Position 7039: 0.2209139253585638
Position 13773: 0.18435768163909264
Position 15091: 0.10701902923253326
Position 10383: 0.09093810423056353
Position 3891: 0.057212568242028375
Position 545: 0.052004626964080244
Position 12124: 0.04805535433782464
Position 2911: 0.04445191950107426
Position 8943: 0.033272754584529454
Position 2028: 0.032282138765372836
Position 12049: 0.030921158939674204
Position 15133: 0.023313316652852932
Position 2876: 0.022527655744465844
Position 2820: 0.021806835996744107
Position 5180: 0.01586151727926815
Position 542: 0.013841384604272452
Position 1690: 0.012702112196652631
Position 14353: 0.011979387892028183
Position 735: 0.011044154777209138
Position 15563: 0.010686548624478081
Position 14400: 0.008605063262164286
Position 2355: 0.007959507764239699
Position 15749: 0.006461371056552876
Position 1891: 0.00615265141118663
Position 942: 0.005787847798950166
Position 906: 0.005771560569271412
Position 15253: 0.005414052949596453
Position 12727: 0.0052382022683315505
Position 12601: 0.0050658391457625955
Position 2006: 0.0049170412143132
Position 10342: 0.004453998585536426
Position 15228: 0.004199971137534956
Position 2088: 0.003921473988009122
Position 4973: 0.0035466526140564255
Position 505: 0.003140783001670614
Position 519: 0.0027145678945265576
Position 8779: 0.0022082509853510205
Position 1008: 0.0019224473209642876
Position 701: 0.0018999206876157764
Position 10238: 0.001849687834086858
Position 14942: 0.0018494119394576406
Position 6014: 0.001744207485586503
Position 14909: 0.0016397013739804637
Position 1093: 0.0008571887224105753
Position 1829: 0.00018539336107143518
Position 786: 0.00013279343432439635
Position 422: 0.00012969291237488126
Position 679: 0.0001079616120954919
Position 529: 0.00010694646676068948
