Gene = YOD1
index = 1585
Annotated 5SS: [390]
Annotated 3SS: [1353]
SMsplice 5SS: [390]
SMsplice 3SS: [1353]
top_k =  100
Partition function (log Z): -8.734891061931277

Sorted 5' Splice Sites (High to Low Probability):
Position 390: 0.9516808717807002
Position 1208: 0.07527315523482728
Position 695: 0.04793725174922668
Position 66: 0.04249044940646854
Position 1095: 0.04122833895373863
Position 150: 0.02118216116214353
Position 251: 0.018749955441887296
Position 480: 0.013461515174818873
Position 303: 0.0075446059866240475
Position 1429: 0.00442193245870508
Position 1417: 0.003111182664427209
Position 640: 0.0018955382130651183
Position 1420: 0.0012736935769800998
Position 110: 0.0007518939398001403
Position 1354: 0.0006745612916320732
Position 1434: 0.0005054260983231609
Position 161: 0.00038873081759321915
Position 49: 0.00022693894485049663
Position 96: 0.0001319709974234898
Position 474: 8.532334474113159e-05
Position 80: 7.530399547580436e-05
Position 442: 1.894072313245588e-05
Position 1029: 5.359977641644382e-06
Position 334: 4.307124548974098e-06
Position 184: 2.777840478268036e-06
Position 317: 1.2044570564213567e-06
Position 419: 5.075710515828221e-07
Position 12: 2.80618549014772e-07
Position 221: 9.19670553519725e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1353: 0.5952753637938417
Position 1327: 0.29639732663024554
Position 586: 0.07412281239060807
Position 1094: 0.07397146342514924
Position 229: 0.06287363473766931
Position 5846: 0.015849636936535755
Position 6403: 0.015013995692837892
Position 4447: 0.014754534107284773
Position 1501: 0.012071475880564383
Position 884: 0.01057016074454305
Position 979: 0.009931108669145922
Position 887: 0.008054651168284112
Position 6039: 0.00557608946372695
Position 793: 0.0054283516725419185
Position 5601: 0.005413278634974849
Position 4126: 0.0041158413143239595
Position 4981: 0.0029273123172863734
Position 3658: 0.0024581984283534915
Position 3346: 0.0020255831465638367
Position 1119: 0.0020247049997868124
Position 4287: 0.0016700657701554601
Position 940: 0.0015861626925393038
Position 805: 0.001390287738908989
Position 1462: 0.001355885830312868
Position 924: 0.001297850999867794
Position 3319: 0.0012218468549691237
Position 3235: 0.0011090816908326726
Position 1269: 0.001077985357319215
Position 1283: 0.0009543526036370671
Position 984: 0.0008107844785739628
Position 947: 0.0007665217867999529
Position 842: 0.00021159256825502556
Position 960: 0.0002080346470514906
Position 168: 0.00018610993331432971
Position 265: 0.0001838319573744315
Position 821: 0.00017440276446327772
Position 307: 3.088505104780578e-05
Position 240: 2.0958757520230552e-05
Position 202: 6.568594039468873e-06
Position 348: 1.7731763603773162e-06
Position 208: 9.254784358401567e-07
Position 121: 8.765640794493614e-07
Position 334: 5.578820689610803e-07
Position 137: 3.5401755836933874e-07
Position 401: 2.7306130742722194e-07
Position 394: 2.4873745366309023e-07
Position 552: 1.1958935526818984e-07
Position 503: 1.1815788510473021e-07
Position 508: 9.365663011065528e-08
Position 468: 7.610703107610543e-08
Position 473: 6.305195633545807e-08
Position 371: 5.780159321058561e-08
