Gene = HDHD3
index = 642
Annotated 5SS: [723]
Annotated 3SS: [1645]
SMsplice 5SS: [723]
SMsplice 3SS: [1645]
top_k =  100
Partition function (log Z): -10.936558926732836

Sorted 5' Splice Sites (High to Low Probability):
Position 723: 0.9228568774440585
Position 201: 0.18400797159522186
Position 1721: 0.020894960855575736
Position 131: 0.013956779838646542
Position 377: 0.011184925902438822
Position 135: 0.010463591549448968
Position 43: 0.0032759307572362215
Position 478: 0.002503953130067854
Position 339: 0.0022305847246700495
Position 1382: 0.001832215602191367
Position 643: 0.0016410847017281347
Position 1515: 0.0013987709962251377
Position 526: 0.0006879921304584181
Position 322: 0.0004853571438500404
Position 540: 0.00018199530650880145
Position 223: 0.00016559684655225717
Position 266: 0.00011683302437147814
Position 608: 2.294651119044634e-05
Position 178: 3.3615273204505185e-06
Position 37: 3.006954771672269e-06
Position 190: 2.9566379303341447e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1645: 0.3989151454504839
Position 2663: 0.16138790699183686
Position 607: 0.14558011193358392
Position 895: 0.12471781056749812
Position 2342: 0.0876680611416029
Position 1453: 0.0454288997698177
Position 2156: 0.040148652297803795
Position 2465: 0.040026594590626345
Position 862: 0.03613841243138535
Position 376: 0.015678776449182533
Position 2039: 0.013114370353835093
Position 1838: 0.01171121455463612
Position 992: 0.010699428227498939
Position 1896: 0.004769437478164877
Position 506: 0.004595933286924732
Position 2553: 0.0035497335924889843
Position 1372: 0.00347102593526641
Position 648: 0.0030480177294223408
Position 2120: 0.0027223088193653734
Position 1498: 0.0022187206287448196
Position 2063: 0.002094041774426277
Position 1555: 0.002088881611869997
Position 1606: 0.00199402664941172
Position 866: 0.0017997142985600183
Position 1501: 0.0017299132220959135
Position 1472: 0.001676356638110012
Position 2417: 0.0016490407243488785
Position 1541: 0.0016183992262166034
Position 2087: 0.0014429061580158262
Position 1348: 0.001349735844686994
Position 1795: 0.0011627183210794361
Position 1756: 0.0010647928656527224
Position 1408: 0.0010465441580706032
Position 749: 0.001006236653567997
Position 526: 0.000213584664515548
Position 407: 0.00013083075820238043
Position 482: 9.750595938068829e-05
Position 478: 8.777932185439282e-05
Position 303: 1.4253549912791905e-05
Position 494: 1.3469758892754277e-05
Position 313: 1.0967609108405812e-05
Position 531: 9.923693730096231e-06
Position 511: 8.259235703898975e-06
Position 426: 6.88445194274469e-06
Position 449: 5.712117439968592e-06
Position 423: 4.651683499923939e-06
