Gene = TM4SF19-TCTEX1D2
index = 1404
Annotated 5SS: [  110 10984 11419 14103 14630]
Annotated 3SS: [10781 11340 13932 14375 22141]
SMsplice 5SS: [  110 10984 11487]
SMsplice 3SS: [10781 11340 18751]
top_k =  100
Partition function (log Z): -12.039187011494516

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9991704590396072
Position 10984: 0.8028914329668368
Position 11487: 0.5798649410588625
Position 11419: 0.30588795225903
Position 19032: 0.0782436137402761
Position 14103: 0.057147067358743954
Position 10829: 0.04838853216893766
Position 11396: 0.03679513848023622
Position 5692: 0.024283882573184375
Position 12015: 0.01793370267821399
Position 5759: 0.016329368370550032
Position 11689: 0.015109304153452059
Position 911: 0.010241787177390946
Position 12606: 0.006774818848038517
Position 128: 0.0003724231821570148
Position 11524: 0.0001576227122106514
Position 70: 0.00014161661956327274
Position 133: 0.0001267342842674059
Position 638: 9.849447112968273e-05
Position 188: 9.027240328304578e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11340: 0.9710073050487686
Position 10781: 0.3577970483531029
Position 18751: 0.32261217442862616
Position 10806: 0.2919852423655156
Position 11866: 0.2713251911385769
Position 13932: 0.24238937473878455
Position 10746: 0.2043668869701975
Position 19625: 0.0782436137402761
Position 14375: 0.03736287142310781
Position 13881: 0.03008087959195728
Position 13954: 0.027515903632911527
Position 11582: 0.02736398503471615
Position 13702: 0.02393817126458541
Position 5595: 0.02073226956611524
Position 13777: 0.019724838434660025
Position 5623: 0.015906868442474083
Position 12477: 0.015510253458070628
Position 11588: 0.012137901279826495
Position 11802: 0.0088050584015347
Position 841: 0.007669583009424546
Position 5691: 0.003974112935145072
Position 11077: 0.0025907598412307515
Position 846: 0.0016823530631735536
Position 8965: 0.0015851631999258136
Position 702: 0.0009202944855125443
Position 8080: 0.0007202120961211935
Position 8574: 0.00048062963113851623
Position 4315: 0.00025585988534990086
Position 1757: 0.00023669969380325255
Position 374: 0.00020316145184625287
Position 2538: 0.00018743446471882825
Position 5028: 0.00016887321275191176
Position 2782: 0.0001403679787757302
Position 286: 0.00011817529537686125
Position 3578: 8.555337747685113e-05
Position 3473: 5.517768544879647e-05
Position 2948: 5.392070351977629e-05
Position 258: 3.460412088940696e-05
Position 188: 2.8335660156203688e-05
Position 1409: 2.6316720270023614e-05
Position 972: 2.5738720101256212e-05
