Gene = SHQ1
index = 1255
Annotated 5SS: [  283  4122  6201  7436 16112 24057 31251 33131 35810 55565]
Annotated 3SS: [ 4056  6077  7280 15998 23928 31095 33076 35685 55443 97643]
SMsplice 5SS: [  283  4122  7436 16112 24057 30552 31251 39413 40586 40829 55565 65512
 68357 81868]
SMsplice 3SS: [ 4056  7280 15998 23928 30432 31095 39297 40455 40672 55443 65340 68298
 81759 97643]
top_k =  100
Partition function (log Z): -24.849485736905436

Sorted 5' Splice Sites (High to Low Probability):
Position 7436: 1.000000000000005
Position 31251: 0.9999998680284302
Position 16112: 0.9977248915291423
Position 24057: 0.9951029208239707
Position 4122: 0.9949942468489464
Position 40586: 0.842617813774064
Position 39413: 0.6107883007623714
Position 40990: 0.564951778255302
Position 132: 0.515426253427768
Position 40829: 0.5111012823627752
Position 16287: 0.3218033876150862
Position 442: 0.30614950964002036
Position 4506: 0.20949083031953988
Position 13443: 0.20717734793997275
Position 40780: 0.18421832131202193
Position 39557: 0.18171056318169487
Position 6201: 0.1763919483374296
Position 26235: 0.17230877767155384
Position 40574: 0.14819781995111678
Position 6573: 0.13741875357705519
Position 26855: 0.13094187541196103
Position 4724: 0.12712946005004497
Position 4719: 0.11587176533345694
Position 28180: 0.10821849976161695
Position 1439: 0.0700761938500566
Position 36697: 0.06863047842494133
Position 244: 0.05674328877711075
Position 44790: 0.0330880193705165
Position 1607: 0.03242194885626627
Position 44772: 0.02437725303965672
Position 2519: 0.02431759188291649
Position 215: 0.014323812385850197
Position 100: 0.010115939160775543
Position 886: 0.009454922578200282
Position 223: 0.008378664686736245
Position 2266: 0.008242269509395363
Position 4510: 0.005755952778511393
Position 1028: 0.004832228030403929
Position 16116: 0.0021776404875746887
Position 4092: 0.001347429702501332
Position 294: 0.00023435925871352937
Position 287: 0.0002093361364172993
Position 256: 0.000188911897916249
Position 353: 3.5538882109568445e-05
Position 687: 2.381174030976282e-05
Position 527: 1.1516634369484563e-05
Position 691: 8.327633481018313e-06
Position 154: 6.090217631406161e-06
Position 127: 4.1356835333968e-06
Position 59: 3.2926176148940757e-06
Position 230: 2.893743880601878e-06
Position 74: 6.516213904619725e-07
Position 321: 5.810163744520131e-07
Position 200: 2.394718377925666e-07
Position 66: 1.74019136797368e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 31095: 0.9999998680284305
Position 15998: 0.9999025320167179
Position 23928: 0.9951029208239701
Position 40455: 0.9935497920947874
Position 7280: 0.9833479885344245
Position 4056: 0.8777729489958297
Position 40672: 0.8139045255983572
Position 39297: 0.6107883007623714
Position 51667: 0.5004048706392992
Position 46437: 0.3101323741788959
Position 40867: 0.2805029663807452
Position 16193: 0.24670040375557306
Position 4622: 0.20807818198198907
Position 13264: 0.20717734793997275
Position 40908: 0.20451546787602073
Position 39468: 0.1817105631816949
Position 26065: 0.17230877767155373
Position 6517: 0.13741875357705513
Position 26791: 0.13094187541196103
Position 4026: 0.11839870414931325
Position 28047: 0.10821849976161695
Position 6077: 0.10212557849187716
Position 4260: 0.09990032307407473
Position 44702: 0.08236270115034784
Position 16215: 0.07510311583109015
Position 4363: 0.07454772882047314
Position 36615: 0.06878022976651305
Position 46393: 0.05329491406843938
Position 5918: 0.039499204308161846
Position 4589: 0.0349230434015129
Position 5944: 0.03476716553739061
Position 4386: 0.025679681938807125
Position 2456: 0.02431759188291654
Position 48009: 0.02044631846112902
Position 47839: 0.019900085271484808
Position 7231: 0.016652011465580194
Position 42862: 0.012382376046942853
Position 43179: 0.008873184708668354
Position 1340: 0.007655005107597914
Position 4383: 0.007584517361743046
Position 1346: 0.007204790689523855
Position 405: 0.006556745083272864
Position 4300: 0.006301639820839805
Position 1503: 0.005210640135502181
Position 926: 0.00483222803040392
Position 43370: 0.0034522414072641933
Position 41075: 0.003283669901789419
Position 1180: 0.0025120059523360246
Position 1302: 0.001485337062574678
Position 1070: 0.0014381394160838089
Position 3821: 0.001402915488421773
Position 41341: 0.0010564914544967906
Position 36696: 0.00034042551363545794
