Gene = NELFB
index = 936
Annotated 5SS: [  305   764  1122  1748  7916  9051 10673 11120 11780 12040 16916 17309]
Annotated 3SS: [  599  1021  1516  7729  8937 10569 11023 11636 11932 16773 17199 17474]
SMsplice 5SS: [  305   764  1122  7916  9043 10673 11120 11780 12040 16688 16916 17309]
SMsplice 3SS: [  599  1021  7729  8937 10569 11023 11636 11932 16576 16773 17199 17474]
top_k =  100
Partition function (log Z): 27.424013379581158

Sorted 5' Splice Sites (High to Low Probability):
Position 12040: 1.0000000000000053
Position 16916: 0.994391593081707
Position 11120: 0.9788138853001573
Position 764: 0.9501543554953059
Position 11780: 0.9254954301406002
Position 17309: 0.880748876360714
Position 7916: 0.8571670428948693
Position 305: 0.8024009096601388
Position 1122: 0.7765259531384654
Position 16688: 0.6922058028889069
Position 9043: 0.6661181803504006
Position 10673: 0.6096746049167318
Position 11528: 0.36137185838068586
Position 9051: 0.32193501790859935
Position 16672: 0.24255622979786234
Position 518: 0.1992315245648443
Position 16220: 0.1815722275908662
Position 1097: 0.16786770580768381
Position 15927: 0.16422399553955036
Position 1748: 0.1254612200761293
Position 2960: 0.10812376861805688
Position 8559: 0.09203537681973811
Position 1583: 0.07841405052205762
Position 8112: 0.06741192789100002
Position 7956: 0.056814745989735814
Position 7880: 0.05629266124740902
Position 10841: 0.05377601494178478
Position 11533: 0.049530061315094076
Position 789: 0.049346024983574835
Position 1631: 0.046206941472965286
Position 1250: 0.04539819684682624
Position 11524: 0.028014422796573558
Position 11789: 0.026915084683131855
Position 16700: 0.0240476061167452
Position 11800: 0.017923980887243982
Position 9322: 0.0167818003435839
Position 8186: 0.014769139029384648
Position 16692: 0.013244849010690236
Position 11099: 0.01220044168120577
Position 17403: 0.007462452365983386
Position 8973: 0.0069177902407378845
Position 11486: 0.00647577600594982
Position 17020: 0.005135596900595125
Position 9057: 0.005029011500267355
Position 11413: 0.004996503173531173
Position 11867: 0.004314593387290399
Position 11429: 0.0035128197823563836
Position 17359: 0.003237048029741257
Position 11323: 0.002955017390632553
Position 1022: 0.0020342613821276202
Position 11203: 0.0012124433744557018
Position 1065: 0.001101042877142777
Position 131: 0.0006043374415954544
Position 16929: 0.0005208131806470197
Position 1008: 0.0005168480358234057
Position 768: 0.0004982087173578699
Position 133: 0.00013513628352291814
Position 408: 7.295249042366864e-05
Position 99: 2.827014245601831e-05
Position 14: 1.8373306208329443e-05
Position 40: 2.4341517437103632e-06
Position 690: 7.796183986676284e-07
Position 781: 6.31185370475953e-07
Position 185: 1.6093417977986826e-08
Position 416: 3.3689350296404706e-09
Position 435: 1.3123512398906679e-09
Position 488: 2.4023953332050883e-11
Position 479: 1.4700307634352512e-11
Position 469: 1.0023114531884738e-11
Position 205: 4.80434284377857e-12
Position 551: 4.2704344790317185e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8937: 0.9999958180595989
Position 16773: 0.9990478676335677
Position 11023: 0.9920744662651733
Position 11932: 0.9780385166286173
Position 11636: 0.9746490890982629
Position 7729: 0.9702744501320157
Position 17474: 0.9594761485371948
Position 16576: 0.9076536763813594
Position 599: 0.7070130416590213
Position 10569: 0.6233768783303136
Position 17199: 0.5599057248702612
Position 1021: 0.479377446806217
Position 11412: 0.23511774145091738
Position 632: 0.22363124481114563
Position 962: 0.21980799407230356
Position 17115: 0.18126920864127333
Position 15795: 0.16133247551204666
Position 956: 0.15400850098271096
Position 16144: 0.1529480501585727
Position 1516: 0.14840726175350863
Position 17179: 0.14246017497584626
Position 11232: 0.11310467698682673
Position 2841: 0.10812376861805695
Position 11438: 0.09973704248526112
Position 1465: 0.08534991244095452
Position 8028: 0.08218106692038468
Position 870: 0.07853423245611423
Position 16557: 0.06487897390106705
Position 8445: 0.04090593109773875
Position 10741: 0.04007374152820157
Position 1184: 0.03449557604412622
Position 541: 0.029560202823747838
Position 8426: 0.024609269479522185
Position 603: 0.02219392751870629
Position 11942: 0.021961483371389902
Position 15996: 0.021278893063817736
Position 8344: 0.02001973144951871
Position 1085: 0.01959622137815623
Position 636: 0.01611129223867067
Position 9183: 0.01506030536646524
Position 17507: 0.012660881575398535
Position 1495: 0.010279310189839602
Position 11280: 0.008896997921818188
Position 16044: 0.007345284368475558
Position 17153: 0.0072866516603642476
Position 8532: 0.00650044479295846
Position 17253: 0.0064892966583456665
Position 17060: 0.006485212635732224
Position 1651: 0.006045727686849878
Position 17203: 0.004323187250470553
Position 18150: 0.0035912181063800447
Position 1207: 0.00358508726787113
Position 18153: 0.0032304485736279085
Position 17964: 0.003046790764085686
Position 15818: 0.0028915200275037136
Position 941: 0.0019460696860911497
Position 9179: 0.0017214949771186521
Position 927: 0.001636957572699875
Position 435: 0.0011074146319342306
Position 17891: 0.0008579419870270544
Position 220: 0.0006299963991281043
Position 416: 0.0005644133930867795
Position 677: 0.0005458740921224344
Position 686: 0.000505288993685387
Position 16778: 0.0004739698982170966
Position 17039: 0.0003654905204324524
Position 1070: 0.0003491919044038719
Position 605: 0.00020125974425009403
Position 10868: 0.00015230409064515457
Position 498: 0.00015159577471652235
Position 389: 0.00014847734605947133
Position 966: 0.00010672991737481839
Position 579: 0.00010545311406309551
Position 16998: 4.800316294664917e-05
Position 446: 1.5727086005889094e-05
Position 379: 5.762664401224036e-06
Position 8830: 4.181940408173921e-06
Position 442: 2.0127412971600075e-06
Position 253: 8.451304708901763e-07
Position 244: 8.197228693232449e-08
Position 177: 2.707394743286338e-08
Position 256: 1.9405066657392887e-08
Position 118: 1.190453854146674e-10
Position 277: 7.263143797704269e-11
Position 286: 6.797214019085968e-11
